video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
fpsstream_000546,synchronization_assessment,Which of the following is true about the Drumss holding their sticks after finishing with both hands?,Only the two Drumss on the right did it synchronously,B,7.0,1.0,query,499.384,500,600,False,0.0,A,A,B,"['They did it synchronously', 'Only the two Drumss on the right did it synchronously', 'The second Drums from the left did it before the rest', 'The second Drums from the right did it before the rest', 'None of the above']",2,0.6414,True,fpsbench_000548,late,0.83,491.384,499.384,499.384,30.0,order_207.mp4,492,499,8,0.0,0,0,True,28,64,2,0.8571,1.5,39780,98000,0.4059,39788,203,15000,2281603072,64,1
fpsstream_000547,synchronization_assessment,Is the lady in green dancing in sync with the man wearing all blue?,"No, the man is slightly ahead of her.",B,6.0,1.0,query,92.807,93,600,False,0.0,A,A,B,"['Yes', 'No, the man is slightly ahead of her.', 'No, she is slightly ahead of him.', 'No, they are doing different dances.', 'None of the above']",2,0.2681,True,fpsbench_000549,early,0.1404,82.807,92.807,92.807,25.0,movie101_16.mp4,83,92,10,0.0,0,0,True,28,27,3,1.0,3.0,5220,18228,0.2864,5292,27,15000,0,64,1
fpsstream_000548,synchronization_assessment,Are the dancers in the front in sync for the entire clip?,Yes,A,4.0,1.0,query,313.591,314,600,False,0.0,B,B,A,"['Yes', 'No, the girl on the left is slightly behind.', 'No, the girl in the back is slightly behind.', 'No, the girl on the right is slightly ahead.', 'None of the above']",2,0.6113,True,fpsbench_000550,middle,0.5178,307.591,313.597,313.591,25.0,subPlot_new_all_148.mp4,308,313,6,-0.006,0,0,True,28,64,3,1.0,2.3929,17302,61544,0.2811,17444,89,15000,1000308736,64,1
fpsstream_000549,synchronization_assessment,"In the first dive in the clip, which of these is true?",The diver nearer to the camera extended their arm before the other diver,C,4.0,1.0,query,433.281,434,600,False,0.0,A,A,C,"['The two divers are synchronous, but facing opposite directions', 'The two divers are synchronous, but facing same directions', 'The diver nearer to the camera extended their arm before the other diver', 'The diver nearer to the camera bends after the other diver', 'None of the above']",2,0.6263,True,fpsbench_000551,late,0.733,430.281,443.281,433.281,25.0,subPlot_new_all_137.mp4,431,433,3,-10.0,0,0,True,28,64,2,0.9643,1.6071,30758,85064,0.3616,30772,157,15000,1764589568,64,1
fpsstream_000550,synchronization_assessment,Which of these is true about the gait of the horse?,It lifts its left front leg and left hind leg in sync,A,10.0,1.0,query,72.455,73,600,False,0.0,B,B,A,"['It lifts its left front leg and left hind leg in sync', 'It lifts its right front leg and left hind leg in sync', 'It lifts its left front leg and right hind leg not in sync', 'It lifts its left front leg and left hind leg not in sync', 'None of the above']",2,0.261,True,fpsbench_000552,early,0.1169,69.455,75.455,72.455,30.0,order_315.mp4,70,72,3,-3.0,0,0,True,28,14,3,1.0,3.0,2563,14308,0.1791,2744,14,15000,0,64,1
fpsstream_000551,synchronization_assessment,Does the player in blue land on both feet at the same time after putting the ball up to score?,"No, he lands on his right leg first.",B,5.0,1.0,query,354.459,355,600,False,0.0,A,A,B,"['Yes, he lands on both feet at the same time.', 'No, he lands on his right leg first.', 'No, he lands on his left leg first.', ""He doesn't score."", 'None of the above']",2,0.5929,True,fpsbench_000553,middle,0.5872,346.459,356.469,354.459,30.0,order_67.mp4,347,354,8,-2.01,0,0,True,28,64,5,1.0,4.2143,20428,69580,0.2936,20580,105,15000,1180139520,64,1
fpsstream_000552,synchronization_assessment,Which of these is true about the gait of the horse?,It lifts its right front leg and left hind leg in sync,B,6.0,1.0,query,483.317,484,600,False,100.0,B,B,B,"['It lifts its right front leg and right hind leg in sync', 'It lifts its right front leg and left hind leg in sync', 'It lifts its left front leg and right hind leg not in sync', 'It lifts its right front leg and right hind leg not in sync', 'None of the above']",2,0.7415,True,fpsbench_000554,late,0.8086,480.317,486.317,483.317,30.0,order_99.mp4,481,483,3,-3.0,0,0,True,28,64,2,0.6786,1.1786,15442,94864,0.1628,15484,79,15000,887914496,64,1
fpsstream_000553,synchronization_assessment,"After the cyclist does a mid-air spin, which wheel of the bike hits the ground first?",The wheels hit at the same time.,C,4.0,1.0,query,159.273,160,600,False,0.0,B,B,C,"['The front wheel hits the ground first.', 'The back wheel hits the ground first.', 'The wheels hit at the same time.', ""He doesn't do a spin."", 'None of the above']",2,0.434,True,fpsbench_000555,early,0.2581,152.273,162.283,159.273,25.0,subPlot_new_all_17.mp4,153,159,7,-3.01,0,0,True,28,34,4,1.0,4.0,6566,31360,0.2094,6664,34,15000,0,64,1
fpsstream_000554,synchronization_assessment,"After the cyclist leaps the fence, which wheel of his bike hits the ground first?",The back wheel hits the ground first.,B,5.0,1.0,query,326.307,327,600,False,100.0,B,B,B,"['The front wheel hits the ground first.', 'The back wheel hits the ground first.', 'The wheels hit at the same time.', ""He doesn't do a spin."", 'None of the above']",2,0.5799,True,fpsbench_000556,middle,0.548,323.307,333.317,326.307,30.0,order_346.mp4,324,326,3,-7.01,0,0,True,28,64,3,0.8214,1.6786,19948,64092,0.3112,19992,102,15000,1146421248,64,1
fpsstream_000555,synchronization_assessment,Do the options menu pops up at the same time on the two phones?,It pops up on the left phone first,C,5.0,1.0,query,474.764,475,600,False,100.0,C,C,C,"['Yes', 'It pops up on the right phone first', 'It pops up on the left phone first', 'A music menu pops up in the right phone instead of the options menu', 'None of the above']",2,0.5577,True,fpsbench_000557,late,0.7921,465.764,477.764,474.764,25.0,subPlot_new_all_126.mp4,466,474,9,-3.0,0,0,True,28,64,3,0.9643,1.3929,29486,93100,0.3167,29596,151,15000,1697153024,64,1
fpsstream_000556,blink_and_miss,Which of the following is true about the camera flash?,The camera flashed after the dancers looked at each other,C,7.0,1.0,query,119.087,120,600,False,0.0,A,A,C,"['There was no camera flash', 'The dancers were looking at each other when the camera flashed', 'The camera flashed after the dancers looked at each other', 'The group on the left had not started dancing when the camera flashed', 'None of the above']",2,0.2708,True,fpsbench_000558,early,0.1903,112.087,123.087,119.087,25.0,subPlot_new_all_115.mp4,113,119,7,-4.0,0,0,True,28,14,2,1.0,2.0,2687,23520,0.1142,2744,14,15000,0,64,1
fpsstream_000557,causality_detection,What caused the person in red shirt to fist pump?,"The opposite team hit the shuttle, but it fell short",D,7.0,1.0,query,351.311,352,600,False,0.0,A,A,D,"['The opposite team hit the shuttle to the net', 'The opposite team hit the shuttle under the net', 'The opposite team did not hit the shuttle', 'The opposite team hit the shuttle, but it fell short', 'None of the above']",2,0.672,True,fpsbench_000559,middle,0.5833,345.311,353.311,351.311,25.0,subPlot_new_all_24.mp4,346,351,6,-2.0,0,0,True,28,64,2,0.9643,0.9643,21086,68992,0.3056,21168,108,15000,1213857792,64,1
fpsstream_000558,causality_detection,Which of the following is true?,The person in the yellow shirt won the point since the shuttle fell on the other side of the net,B,8.0,1.0,query,537.177,538,600,False,0.0,C,C,B,"['The person in the black shirt won the point since the shuttle hit the net', 'The person in the yellow shirt won the point since the shuttle fell on the other side of the net', 'The person in the black shirt won the point since the shuttle fell down before hitting the net', 'The person in the black shirt won the point since the shuttle went below the net', 'None of the above']",2,0.5898,True,fpsbench_000560,late,0.8961,524.177,539.192,537.177,30.0,order_25.mp4,525,537,13,-2.015,0,0,True,28,64,3,1.0,2.0714,25757,105448,0.2443,25872,132,15000,1483603968,64,1
fpsstream_000559,causality_detection,What caused the toy car to change direction to rightward?,The impact with the carboard made it change direction,D,4.0,1.0,query,93.774,94,600,False,100.0,D,D,D,"['The person controlling made it turn right after hitting the cardboard', 'The person controlling it made it move in reverse after hitting the carboard', 'The person controlling made it turn right before hitting the cardboard', 'The impact with the carboard made it change direction', 'None of the above']",2,0.2631,True,fpsbench_000561,early,0.1495,88.774,94.78,93.774,25.0,subPlot_new_all_97.mp4,89,93,5,-1.006,0,0,True,28,32,2,1.0,2.0,6106,18424,0.3314,6272,32,15000,0,64,1
fpsstream_000560,blink_and_miss,What numbers did the person roll on the dice?,1 and 4,D,6.0,1.0,query,258.457,259,600,False,0.0,B,B,D,"['2 and 6', '1 and 3', '3 and 5', '1 and 4', 'None of the above']",2,0.6752,True,fpsbench_000562,middle,0.4291,251.457,265.457,258.457,30.0,count_220.mp4,252,258,7,-7.0,0,0,True,28,64,3,1.0,2.1071,21777,50764,0.429,21952,112,15000,1258815488,64,1
fpsstream_000561,causality_detection,What caused the person to catch the ball with his hand?,The person in the yellow shirt did not hit the ball,B,4.0,1.0,query,434.67,435,600,False,100.0,B,B,B,"['The person in the black shirt wanted to serve', 'The person in the yellow shirt did not hit the ball', 'The ball bounced on the opposite side of the court', 'The ball bounced twice', 'None of the above']",2,0.6847,True,fpsbench_000563,late,0.724,425.67,437.69,434.67,25.0,movie101_109.mp4,426,434,9,-3.02,0,0,True,28,64,2,1.0,1.9643,26041,85260,0.3054,26068,133,15000,1494843392,64,1
fpsstream_000562,causality_detection,What caused the person in the blue shirt to fist pump?,His opponent's ball did not cross the net,C,6.0,1.0,query,104.168,105,600,False,0.0,A,A,C,"['His shot hit the net while crossing it', ""His opponent's ball bounced in the wrong side of the court"", ""His opponent's ball did not cross the net"", ""His opponent's ball did not hit the table"", 'None of the above']",2,0.2753,True,fpsbench_000564,early,0.1481,86.168,104.168,104.168,25.0,subPlot_new_all_99.mp4,87,104,18,0.0,0,0,True,28,35,2,1.0,2.0,6846,20580,0.3327,6860,35,15000,0,64,1
fpsstream_000563,synchronization_assessment,Are the parade members in green hitting their drums in sync?,"Yes, they are in sync.",A,7.0,1.0,query,259.528,260,600,False,100.0,A,A,A,"['Yes, they are in sync.', 'No, the first row has un-synced drummers.', ""No, the second row's drummers are not in sync."", 'No one is playing the drums in the clip.', 'None of the above']",2,0.6354,True,fpsbench_000565,middle,0.4263,251.528,261.538,259.528,30.0,order_172.mp4,252,259,8,-2.01,0,0,True,28,64,4,1.0,3.25,16705,50960,0.3278,16856,86,15000,966590464,64,1
fpsstream_000564,causality_detection,Which of these best describes the cause of the toy car flipping and landing backwards?,The reaction force from the ground rotated it to its right,B,4.0,1.0,query,479.242,480,600,False,0.0,A,A,B,"['It launched off a ramp and rotated in mid air', 'The reaction force from the ground rotated it to its right', 'The reaction force from the ground rotated it to its left', 'The reaction force from the ground rotated forward causing it to somersault', 'None of the above']",2,0.5769,True,fpsbench_000566,late,0.8055,471.242,486.242,479.242,25.0,movie101_86.mp4,472,479,8,-7.0,0,0,True,28,64,4,0.6429,1.9643,31661,94080,0.3365,31752,162,15000,1820786688,64,1
fpsstream_000565,synchronization_assessment,Did the two scoreboards change from 7 to 8 synchronously?,The one nearer to the camera changed first,C,6.0,1.0,query,155.161,156,600,False,0.0,A,A,C,"['Yes', 'The one further away from the camera chaged first', 'The one nearer to the camera changed first', 'One of the scoreboard was changed while the other remained the same', 'None of the above']",2,0.3476,True,fpsbench_000567,early,0.2452,144.161,156.173,155.161,25.0,subPlot_new_all_14.mp4,145,155,11,-1.012,0,0,True,28,56,3,1.0,3.0,10787,30576,0.3528,10976,56,15000,0,64,1
fpsstream_000566,synchronization_assessment,Which of the following is true about the two people performing Aikido?,The person in hakama lowers their left hand in sync with the other person,D,4.0,1.0,query,293.064,294,600,False,0.0,A,A,D,"['The person wearing the black hakama extends his right leg before the other person', 'The person wearing the black hakama turns right after the other person turns right', 'The person wearing the black belt raises his hand after the person wearing hakama does', 'The person in hakama lowers their left hand in sync with the other person', 'None of the above']",2,0.473,True,fpsbench_000568,middle,0.4797,282.064,294.076,293.064,25.0,subPlot_new_all_42.mp4,283,293,11,-1.012,0,0,True,28,64,3,0.9286,2.7857,14100,57624,0.2447,14112,72,15000,0,64,1
fpsstream_000567,action_order,What are the sequence of offensive actions taken by the boxer wearing red gloves?,"Left punch, right kick, right punch, left punch, right punch, left punch",A,4.0,1.0,query,532.152,533,600,False,0.0,D,D,A,"['Left punch, right kick, right punch, left punch, right punch, left punch', 'Right punch, left kick, left punch, right punch, left punch, right punch', 'Left punch, right kick, left punch, right punch, left punch', 'Left punch, right punch, left punch, right punch, left punch', 'None of the above']",2,0.6623,True,fpsbench_000569,late,0.885,522.152,532.162,532.152,30.0,order_235.mp4,523,532,10,-0.01,0,0,True,28,64,4,1.0,4.0,29584,104468,0.2832,29596,151,15000,1697153024,64,1
fpsstream_000568,action_order,What action did the boxer in light blue pants do just before he swings his leg above the other boxer?,Right hand punch,D,6.0,1.0,query,177.973,178,600,False,100.0,D,D,D,"['Kick', 'Knee strike', 'Left hand punch', 'Right hand punch', 'None of the above']",2,0.3668,True,fpsbench_000570,early,0.2888,170.973,178.981,177.973,25.0,order_126.mp4,171,177,7,-1.008,0,0,True,28,58,4,1.0,4.0,11343,34888,0.3251,11368,58,15000,0,64,1
fpsstream_000569,action_order,What is the sequence of offensive actions performed by the boxer in blue?,"Grab, right knee strike, re-grab, right knee strike two times",D,4.0,1.0,query,292.863,293,600,False,0.0,A,A,D,"['Grab, right knee strike, punch, re-grab, two right knee strikes', 'Grab, left knee strike, punch, re-grab, two left knee strikes', 'Grab, right knee strike, re-grab, three right knee strikes', 'Grab, right knee strike, re-grab, right knee strike two times', 'None of the above']",2,0.4089,True,fpsbench_000571,middle,0.4794,282.863,292.873,292.863,25.0,order_108.mp4,283,292,10,-0.01,0,0,True,28,64,5,0.9286,4.0357,14569,57428,0.2537,14700,75,15000,0,64,1
fpsstream_000570,action_order,What is the sequence of offensive actions performed by the boxer in red?,"A right punch, a series of five alternating knee strikes (starting with the right), and a final right kick",A,4.0,1.0,query,464.001,465,600,False,100.0,A,A,A,"['A right punch, a series of five alternating knee strikes (starting with the right), and a final right kick', 'A left jab, a series of five alternating knee strikes (starting with the right), and a final right kick', 'A right punch, a series of four alternating knee strikes (starting with the left), and a final right kick', 'A right punch, a clinch, a series of five alternating knee strikes (starting with the left), and a final right kick', 'None of the above']",2,0.6667,True,fpsbench_000572,late,0.7699,455.001,464.01,464.001,25.0,subPlot_new_all_103.mp4,456,464,9,-0.009,0,0,True,28,64,4,1.0,2.6071,24374,91140,0.2674,24500,125,15000,1404928000,64,1
fpsstream_000571,action_order,What is the sequence of offensive actions performed by the man that cause damage?,"Punch, kick, kick, kick, kick",B,5.0,1.0,query,125.013,126,600,False,0.0,C,C,B,"['Punch, kick, punch, kick, kick, kick', 'Punch, kick, kick, kick, kick', 'Punch, kick, kick, punch, kick, kick, kick', 'Punch, kick, kick, punch, kick, kick', 'None of the above']",2,0.3597,True,fpsbench_000573,early,0.1949,115.013,125.023,125.013,30.0,order_140.mp4,116,125,10,-0.01,0,0,True,28,54,4,1.0,4.0,10418,24696,0.4218,10584,54,15000,0,64,1
fpsstream_000572,action_order,What is the sequence of actions performed by the highlighted player in the video?,"The player advances, accelerates towards the play, and shoves an opponent, who then collides with and brings down the ball carrier",C,4.0,1.0,query,342.409,343,600,False,100.0,C,C,C,"['The player sidesteps a blocker, sprints directly towards the ball carrier, and executes a form tackle around the waist', 'The player breaks away from the line, attempts to pursue the ball carrier, pushes him directly to make him fall on the ground', 'The player advances, accelerates towards the play, and shoves an opponent, who then collides with and brings down the ball carrier', 'The player breaks away from the line, attempts to pursue the ball carrier, but is blocked and knocked off their feet', 'None of the above']",2,0.6311,True,fpsbench_000574,middle,0.5642,333.409,342.418,342.409,30.0,order_64.mp4,334,342,9,-0.009,0,0,True,28,64,4,1.0,2.4643,18720,67228,0.2785,18816,96,15000,1078984704,64,1
fpsstream_000573,causality_detection,Why did the ball did not go inside the goal?,The ball hit the top goal post and bounced back outside,B,7.0,1.0,query,447.844,448,600,False,100.0,B,B,B,"['The goalkeeper stopped the ball with his hand', 'The ball hit the top goal post and bounced back outside', 'The goalkeeper stopped the ball with his arm', 'The defender stopped the ball', 'None of the above']",2,0.647,True,fpsbench_000575,late,0.7472,440.844,450.844,447.844,25.0,movie101_105.mp4,441,447,7,-3.0,0,0,True,28,64,3,0.9286,1.8214,28350,87808,0.3229,28420,145,15000,1629716480,64,1
fpsstream_000574,causality_detection,Why did the ball did not go inside the goal?,The shooter's aim was bad and the ball went away from the goal,D,5.0,1.0,query,107.927,108,600,False,0.0,B,B,D,"['The goalkeeper stopped the ball with his hand', 'The ball hit the top goal post and bounced back outside', 'The goalkeeper stopped the ball with his arm', ""The shooter's aim was bad and the ball went away from the goal"", 'None of the above']",2,0.3292,True,fpsbench_000576,early,0.1711,100.927,110.927,107.927,25.0,subPlot_new_all_2.mp4,101,107,7,-3.0,0,0,True,28,41,3,1.0,3.0,7999,21168,0.3779,8036,41,15000,0,64,1
fpsstream_000575,speed_recognition,How was the running speed of the two players throughout the video?,"They were running at a lower speed initially, but then they increased their pace",C,4.0,1.0,query,289.913,290,600,False,0.0,A,A,C,"['They were running at a constant speed', 'They were running faster initially, but then they slowed down', 'They were running at a lower speed initially, but then they increased their pace', 'They changed their pace multiple times', 'None of the above']",2,0.5616,True,fpsbench_000577,middle,0.4744,279.913,289.913,289.913,24.0,movie101_83.mp4,280,289,10,0.0,0,0,True,28,64,5,1.0,3.0714,20634,56840,0.363,20776,106,15000,1191378944,64,1
fpsstream_000576,speed_recognition,How was the running speed of the players throughout the video?,"They were running faster initially, but then they slowed down",B,5.0,1.0,query,531.862,532,600,False,0.0,A,A,B,"['They were running at a constant speed', 'They were running faster initially, but then they slowed down', 'They were running at a lower speed initially, but then they increased their pace', 'They changed their pace multiple times', 'None of the above']",2,0.5689,True,fpsbench_000578,late,0.8845,521.862,531.862,531.862,24.0,subPlot_new_all_53.mp4,522,531,10,0.0,0,0,True,28,64,4,1.0,2.9643,38181,104272,0.3662,38220,195,15000,2191687680,64,1
fpsstream_000577,speed_recognition,How was the running speed of the players throughout the video?,They were running at a constant speed,A,4.0,1.0,query,94.042,95,600,False,100.0,A,A,A,"['They were running at a constant speed', 'They were running faster initially, but then they slowed down', 'They were running at a lower speed initially, but then they increased their pace', 'They changed their pace multiple times', 'None of the above']",2,0.2619,True,fpsbench_000579,early,0.1424,84.042,94.042,94.042,25.0,subPlot_new_all_106.mp4,85,94,10,0.0,0,0,True,28,31,3,1.0,3.0,6026,18620,0.3236,6076,31,15000,0,64,1
fpsstream_000578,causality_detection,What was the reason for the two cars to topple?,"The first car toppled because of getting stuck in the carpet on the track, while the second one toppled because of its high speed and was unable to take the turn in time",C,5.0,1.0,query,334.593,335,600,False,100.0,C,C,C,"[""Both the cars toppled because of high speed and couldn't take the turn in time"", 'The first car toppled because of its high speed, while the second one toppled because of getting stuck in the carpet on the track', 'The first car toppled because of getting stuck in the carpet on the track, while the second one toppled because of its high speed and was unable to take the turn in time', 'Both the cars toppled because of getting stuck in the carpet on the track and losing their control', 'None of the above']",2,0.6836,True,fpsbench_000580,middle,0.5535,326.593,336.593,334.593,25.0,subPlot_new_all_181.mp4,327,334,8,-2.0,0,0,True,28,64,5,0.9643,3.5714,21628,65660,0.3294,21756,111,15000,1247576064,64,1
fpsstream_000579,instance_count,How many kicks does the character wearing pink land?,4,C,5.0,1.0,query,473.193,474,600,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.6105,True,fpsbench_000581,late,0.7895,468.193,475.2,473.193,60.0,game_42.mp4,469,473,5,-2.007,0,0,True,28,64,3,1.0,3.0,24482,92904,0.2635,24500,125,15000,1404928000,64,1
fpsstream_000580,instance_count,how many times does the drummer hit the high tom?,9,C,16.0,1.0,query,76.337,77,600,False,0.0,D,D,C,"['7', '8', '9', '10', 'None of the above']",2,0.3614,True,fpsbench_000582,early,0.1154,68.337,76.345,76.337,25.0,order_9.mp4,69,76,8,-0.008,0,0,True,28,27,2,1.0,2.0,5124,15092,0.3395,5292,27,15000,0,64,1
fpsstream_000581,instance_count,how many times does the drummer hit any of the cymbals?,6,C,4.0,1.0,query,318.746,319,600,False,0.0,B,B,C,"['4', '5', '6', '3', 'None of the above']",2,0.7314,True,fpsbench_000583,middle,0.5209,305.746,318.759,318.746,24.0,movie101_64.mp4,306,318,13,-0.013,0,0,True,28,64,2,1.0,1.4643,23212,62524,0.3712,23324,119,15000,1337491456,64,1
fpsstream_000582,instance_count,how many times does the drummer hit the high tom?,6,B,10.0,1.0,query,451.978,452,600,False,100.0,B,B,B,"['4', '6', '7', '8', 'None of the above']",2,0.7502,True,fpsbench_000584,late,0.7496,442.978,451.987,451.978,25.0,order_79.mp4,443,451,9,-0.009,0,0,True,28,64,2,1.0,1.7143,23089,88592,0.2606,23128,118,15000,1326252032,64,1
fpsstream_000583,instance_count,how many times does the drummer hit any of the cymbals while the camera is above the Drums?,8,D,15.0,1.0,query,157.101,158,600,False,0.0,B,B,D,"['5', '6', '7', '8', 'None of the above']",2,0.3319,True,fpsbench_000585,early,0.2519,149.101,157.109,157.101,30.0,order_115.mp4,150,157,8,-0.008,0,0,True,28,50,3,1.0,3.0,9635,30968,0.3111,9800,50,15000,0,64,1
fpsstream_000584,synchronization_assessment,Is the drummer hitting the hi hat in sync with the bass drum?,"No, the Drums is hitting the hi hat faster",C,9.0,1.0,query,287.97,288,600,False,100.0,C,C,C,"['Yes', 'No, the Drums is hitting the bass drum faster', 'No, the Drums is hitting the hi hat faster', 'No, the Drums is hitting the hi hat and bass drum in an alternating rhythm', 'None of the above']",2,0.3887,True,fpsbench_000586,middle,0.4747,281.97,287.976,287.97,25.0,subPlot_new_all_98.mp4,282,287,6,-0.006,0,0,True,28,64,2,0.9286,1.8571,12949,56448,0.2294,13132,67,15000,0,64,1
fpsstream_000585,instance_count,How many times does the drummer hit the cymbal while the camera is above the Drums?,9,B,7.0,1.0,query,435.176,436,600,False,0.0,C,C,B,"['8', '9', '10', '11', 'None of the above']",2,0.6086,True,fpsbench_000587,late,0.7211,426.176,435.185,435.176,25.0,subPlot_new_all_194.mp4,427,435,9,-0.009,0,0,True,28,64,2,1.0,1.6429,23176,85456,0.2712,23324,119,15000,1337491456,64,1
fpsstream_000586,synchronization_assessment,is the drummer hitting the hi hat in sync with the snare drum?,"No, the Drums is hitting the hi hat faster",C,9.0,1.0,query,134.391,135,600,False,0.0,D,D,C,"['Yes', 'No, the Drums is hitting the snare drum faster', 'No, the Drums is hitting the hi hat faster', 'No, the Drums is hitting the snare drum and hi hat in an alternating rhyth', 'None of the above']",2,0.3116,True,fpsbench_000588,early,0.2161,128.391,134.397,134.391,25.0,order_41.mp4,129,134,6,-0.006,0,0,True,28,47,2,1.0,2.0,9169,26460,0.3465,9212,47,15000,0,64,1
fpsstream_000587,synchronization_assessment,"Between the two times the drummer hits the cymbal, does the Drums hit the hi hat in sync with the snare drum?",Yes,A,6.0,1.0,query,339.854,340,600,False,0.0,D,D,A,"['Yes', 'No, the Drums is hitting the snare drum faster', 'No, the Drums is hitting the hi hat faster', 'No, the Drums is hitting the snare drum and hi hat in an alternating rhyth', 'None of the above']",2,0.5711,True,fpsbench_000589,middle,0.5628,334.854,339.859,339.854,30.0,order_24.mp4,335,339,5,-0.005,0,0,True,28,64,2,1.0,2.0,22458,66640,0.337,22540,115,15000,1292533760,64,1
fpsstream_000588,synchronization_assessment,Is the drummer hitting the hi hat in sync with the snare drum?,"No, the Drums is hitting the hi hat faster",C,9.0,1.0,query,469.095,470,600,False,0.0,D,D,C,"['Yes', 'No, the Drums is hitting the snare drum faster', 'No, the Drums is hitting the hi hat faster', 'No, the Drums is hitting the snare drum and hi hat in an alternating rhyth', 'None of the above']",2,0.7207,True,fpsbench_000590,late,0.7796,463.095,469.101,469.095,25.0,subPlot_new_all_134.mp4,464,469,6,-0.006,0,0,True,28,64,2,1.0,1.5714,32407,92120,0.3518,32536,166,15000,1865744384,64,1
fpsstream_000589,instance_count,How many times does the drummer hit any of the cymbals?,7,B,6.0,1.0,query,145.034,146,600,False,0.0,A,A,B,"['6', '7', '8', '9', 'None of the above']",2,0.3279,True,fpsbench_000591,early,0.2328,138.034,145.041,145.034,30.0,order_19.mp4,139,145,7,-0.007,0,0,True,28,49,2,1.0,2.0,9537,28616,0.3333,9604,49,15000,0,64,1
fpsstream_000590,instance_count,How many times does the drummer hit any of the cymbals?,8,B,6.0,1.0,query,291.082,292,600,False,100.0,B,B,B,"['7', '8', '9', '10', 'None of the above']",2,0.5705,True,fpsbench_000592,middle,0.4791,284.082,291.089,291.082,25.0,subPlot_new_all_107.mp4,285,291,7,-0.007,0,0,True,28,64,2,0.9286,1.4643,17674,57232,0.3088,17836,91,15000,1022787584,64,1
fpsstream_000591,instance_count,How many times does the drummer hit the cymbal on the top left of the video?,12,B,9.0,1.0,query,536.083,537,600,False,0.0,A,A,B,"['10', '12', '14', '16', 'None of the above']",2,0.5842,True,fpsbench_000593,late,0.8937,529.083,537.091,536.083,25.0,subPlot_new_all_27.mp4,530,536,7,-1.008,0,0,True,28,64,2,0.7857,1.1071,26302,105252,0.2499,26460,135,15000,1517322240,64,1
fpsstream_000592,instance_count,How many times does the drummer hit the cymbal?,6,C,9.0,1.0,query,112.375,113,600,False,0.0,B,B,C,"['4', '5', '6', '7', 'None of the above']",2,0.3,True,fpsbench_000594,early,0.1791,106.375,112.375,112.375,25.0,subPlot_new_all_68.mp4,107,112,6,0.0,0,0,True,28,29,2,1.0,2.0,5584,22148,0.2521,5684,29,15000,0,64,1
fpsstream_000593,instance_count,How many times does the drummer hit the cymbal?,5,B,10.0,1.0,query,264.011,265,600,False,100.0,B,B,B,"['4', '5', '6', '7', 'None of the above']",2,0.4047,True,fpsbench_000595,middle,0.437,260.011,265.011,264.011,25.0,subPlot_new_all_30.mp4,261,264,4,-1.0,0,0,True,28,64,2,0.9286,1.8571,14387,51940,0.277,14504,74,15000,0,64,1
fpsstream_000594,instance_count,How many times does the drummer hit any of the cymbals?,7,D,7.0,1.0,query,520.279,521,600,False,100.0,D,D,D,"['4', '5', '6', '7', 'None of the above']",2,0.6465,True,fpsbench_000596,late,0.8666,511.279,521.279,520.279,24.0,movie101_30.mp4,512,520,9,-1.0,0,0,True,28,64,4,1.0,1.9286,35527,102116,0.3479,35672,182,15000,2045575168,64,1
fpsstream_000595,instance_count,How many times does the drummer hit the cymbal at the top right of the video,4,C,6.0,1.0,query,101.261,102,600,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.2991,True,fpsbench_000597,early,0.1521,89.261,102.274,101.261,30.0,order_17.mp4,90,101,12,-1.013,0,0,True,28,35,3,1.0,3.0,6687,19992,0.3345,6860,35,15000,0,64,1
fpsstream_000596,instance_count,How many times does the drummer hit the cymbal at the top right of the video,9,D,10.0,1.0,query,350.577,351,600,False,0.0,B,B,D,"['6', '7', '8', '9', 'None of the above']",2,0.6014,True,fpsbench_000598,middle,0.5782,340.577,351.588,350.577,25.0,subPlot_new_all_159.mp4,341,350,10,-1.011,0,0,True,28,64,2,1.0,1.8929,24261,68796,0.3527,24304,124,15000,1393688576,64,1
fpsstream_000597,instance_count,How many times does the drummer hit the cymbal at the top right of the video,5,A,9.0,1.0,query,500.105,501,600,False,100.0,A,A,A,"['5', '6', '7', '4', 'None of the above']",2,0.5845,True,fpsbench_000599,late,0.8332,494.105,501.112,500.105,30.0,order_73.mp4,495,500,6,-1.007,0,0,True,28,64,1,1.0,1.0,19600,98196,0.1996,19600,100,15000,1123942400,64,1
