id,stream_id,question_text,answer,task_category,min_fps,source_url,clip_start_sec,clip_end_sec,haystack_file,haystack_subset,haystack_window_start_sec,haystack_window_duration_sec,insertion_offset_sec,position_bin,stream_needle_start_sec,stream_needle_end_sec,stream_cert_start_sec,stream_cert_end_sec,stream_query_time_sec
fpsbench_000213,fpsstream_000211,How many practice strokes does he do while holding position?,C,repetitive_motion,7,https://www.youtube.com/watch?v=3eQqgH3PJBo,55.0,67.0,order_60.mp4,order,20.464,588.0,123.758,early,123.758,135.758,123.758,135.758,135.758
fpsbench_000214,fpsstream_000212,How many times does the ball bounce on the table when the player in orange loses a point?,B,instance_count,12,https://www.youtube.com/watch?v=REd0FYX8Zno,25.0,32.0,subPlot_new_all_54.mp4,subPlot,405.552,593.0,348.682,middle,348.682,355.682,354.682,355.682,355.682
fpsbench_000215,fpsstream_000213,How many times does the dog open its mouth to snap at the toy car before it flips over?,B,instance_count,13,https://www.youtube.com/watch?v=_8_YjJPD18E,90.0,100.0,subPlot_new_all_79.mp4,subPlot,1209.047,589.99,471.607,late,471.607,481.617,471.607,481.607,481.607
fpsbench_000216,fpsstream_000214,What causes the ball to bounce multiple times on one side of the court?,D,causality_detection,4,https://www.youtube.com/watch?v=REd0FYX8Zno,25.0,32.0,order_125.mp4,order,78.88,593.0,81.024,early,81.024,88.024,85.024,86.024,86.024
fpsbench_000217,fpsstream_000215,What causes the player in black to win a point in the rally?,C,causality_detection,4,https://www.youtube.com/watch?v=REd0FYX8Zno,25.0,32.0,subPlot_new_all_86.mp4,subPlot,97.573,593.0,244.558,middle,244.558,251.558,250.558,251.558,251.558
fpsbench_000218,fpsstream_000216,How many times is the hot metal struck by the hammer?,A,repetitive_motion,8,https://www.youtube.com/watch?v=d6TGsT_WYK4,51.0,55.0,order_3.mp4,order,63.867,596.0,434.512,late,434.512,438.512,435.512,437.512,437.512
fpsbench_000219,fpsstream_000217,How many times does he hit the wooden handle?,B,repetitive_motion,10,https://www.youtube.com/watch?v=U1TPdN35J80,89.0,97.0,order_61.mp4,order,46.589,591.992,125.505,early,125.505,133.513,127.505,131.505,131.505
fpsbench_000220,fpsstream_000218,How many rotations does the diver do?,D,repetitive_motion,4,https://www.youtube.com/watch?v=S-y6YlNcIrI,12.0,16.0,subPlot_new_all_148.mp4,subPlot,626.397,595.996,272.224,middle,272.224,276.228,272.224,276.224,276.224
fpsbench_000221,fpsstream_000219,How many times does he move the handle forward on the belt sander?,B,repetitive_motion,6,https://www.youtube.com/watch?v=U1TPdN35J80,124.0,135.0,order_11.mp4,order,46.719,588.989,414.087,late,414.087,425.098,416.087,423.087,423.087
fpsbench_000222,fpsstream_000220,How many times does she rotate?,D,repetitive_motion,12,https://www.youtube.com/watch?v=Rx0qNsMDq0o,24.0,31.0,order_149.mp4,order,80.545,592.993,140.994,early,140.994,148.001,142.994,147.994,147.994
fpsbench_000223,fpsstream_000221,How many rotations does the diver do?,D,repetitive_motion,6,https://www.youtube.com/watch?v=S-y6YlNcIrI,18.0,23.0,movie101_8.mp4,movie101,15.401,594.995,328.542,middle,328.542,333.547,328.542,333.542,333.542
fpsbench_000224,fpsstream_000222,How many times does he hit the vertical rod on the anvil?,D,repetitive_motion,6,https://www.youtube.com/watch?v=d6TGsT_WYK4,82.0,91.0,subPlot_new_all_64.mp4,subPlot,170.502,591.0,499.375,late,499.375,508.375,499.375,508.375,508.375
fpsbench_000225,fpsstream_000223,How many drops of red liquid fell out of the dropper?,B,instance_count,12,https://www.youtube.com/watch?v=E0640nFfIrw,35.0,48.0,order_78.mp4,order,1195.658,586.987,101.546,early,101.546,114.559,107.546,111.546,111.546
fpsbench_000226,fpsstream_000224,How many strokes of filing does he do?,D,repetitive_motion,6,https://www.youtube.com/watch?v=d6TGsT_WYK4,330.0,345.0,order_101.mp4,order,40.177,585.0,316.301,middle,316.301,331.301,318.301,331.301,331.301
fpsbench_000227,fpsstream_000225,Which slots did she put the test tubes into when the centrifuge stopped?,B,state_at_event,4,https://www.youtube.com/watch?v=E0640nFfIrw,35.0,48.0,subPlot_new_all_102.mp4,subPlot,147.968,586.987,439.177,late,439.177,452.19,449.177,450.177,450.177
fpsbench_000228,fpsstream_000226,How many times does she stir the liquid?,D,repetitive_motion,13,https://www.youtube.com/watch?v=UVdbG9-mHyc,87.0,98.0,subPlot_new_all_105.mp4,subPlot,21.459,588.989,105.42,early,105.42,116.431,111.42,115.42,115.42
fpsbench_000229,fpsstream_000227,How many times did the cow fully turn to the left?,A,repetitive_motion,4,https://www.youtube.com/watch?v=dW5jZaR8pKQ,43.0,63.0,order_94.mp4,order,15.73,580.0,257.535,middle,257.535,277.535,258.535,276.535,276.535
fpsbench_000230,fpsstream_000228,Did the person wearing brown shoes and the person wearing gray shoes turn synchronously?,C,synchronization_assessment,5,https://www.youtube.com/watch?v=Tne4x24_rvA,69.0,79.0,subPlot_new_all_78.mp4,subPlot,1.603,589.99,419.973,late,419.973,429.983,427.973,428.973,428.973
fpsbench_000231,fpsstream_000229,Did he hit the two crash cymbals simultaneously?,A,synchronization_assessment,7,https://www.youtube.com/watch?v=t7u2gKKsbjs,184.0,195.0,surveil_199.mp4,surveil,389.058,589.0,104.508,early,104.508,115.508,113.508,114.508,114.508
fpsbench_000232,fpsstream_000230,Did the horse and the black cow turn simultaneously?,B,synchronization_assessment,5,https://www.youtube.com/watch?v=dW5jZaR8pKQ,36.0,40.0,movie101_105.mp4,movie101,70.131,596.0,268.179,middle,268.179,272.179,269.179,270.179,270.179
fpsbench_000233,fpsstream_000231,Did athlete 959 and athlete 957 cross the 6th hurdle simultaneously?,B,synchronization_assessment,4,https://www.youtube.com/watch?v=PGw70TZWqxc,78.0,89.0,surveil_123.mp4,surveil,3.238,588.989,495.685,late,495.685,506.696,495.685,503.685,503.685
fpsbench_000234,fpsstream_000232,How many times does the man cut the vegetables?,C,repetitive_motion,8,https://www.youtube.com/watch?v=NsWbM9OGdPI,23.0,35.0,order_96.mp4,order,129.279,588.0,70.369,early,70.369,82.369,70.369,80.369,80.369
fpsbench_000235,fpsstream_000233,Did both saxophonists lower their saxophones simultaneously?,C,synchronization_assessment,6,https://www.youtube.com/watch?v=mGocqusJSlU,135.0,140.0,order_4.mp4,order,111.492,595.0,266.997,middle,266.997,271.997,267.997,268.997,268.997
fpsbench_000236,fpsstream_000234,"After the player wearing red and white shoots, what foot does he land on?",B,synchronization_assessment,4,https://www.youtube.com/watch?v=sfOxnatphcM,25.0,35.0,order_9.mp4,order,46.506,589.99,449.872,late,449.872,459.882,453.872,454.872,454.872
fpsbench_000237,fpsstream_000235,Did both trumpet players lower their trumpets simultaneously?,A,synchronization_assessment,4,https://www.youtube.com/watch?v=mGocqusJSlU,78.0,83.0,subPlot_new_all_177.mp4,subPlot,119.278,595.0,132.16,early,132.16,137.16,132.16,137.16,137.16
fpsbench_000238,fpsstream_000236,What caused the backboard glass to break?,B,causality_detection,6,https://www.youtube.com/watch?v=dw_J0MZrwaE,85.0,95.0,subPlot_new_all_116.mp4,subPlot,291.443,589.99,240.693,middle,240.693,250.703,243.693,246.693,246.693
fpsbench_000239,fpsstream_000237,What is the direct cause of the player in white falling onto the court?,C,causality_detection,4,https://www.youtube.com/watch?v=dw_J0MZrwaE,70.0,75.0,subPlot_new_all_11.mp4,subPlot,87.824,594.995,432.74,late,432.74,437.745,432.74,437.74,437.74
fpsbench_000240,fpsstream_000238,What caused Wario to die?,C,causality_detection,4,https://www.youtube.com/watch?v=1Dh8S6cwP5c,34.0,44.0,order_70.mp4,order,61.507,590.0,155.045,early,155.045,165.045,159.045,161.045,161.045
fpsbench_000241,fpsstream_000239,What caused Donkey Kong to die?,A,causality_detection,4,https://www.youtube.com/watch?v=UVrdfci0eqA,133.0,143.0,movie101_75.mp4,movie101,55.331,590.0,299.686,middle,299.686,309.686,303.686,304.686,304.686
fpsbench_000242,fpsstream_000240,What caused the dominoes to start falling?,B,causality_detection,7,https://www.youtube.com/watch?v=YivsT-xo1pI,50.0,65.0,subPlot_new_all_2.mp4,subPlot,26.342,585.0,455.149,late,455.149,470.149,460.149,466.149,466.149
fpsbench_000243,fpsstream_000241,What caused the explosion in the distance?,B,causality_detection,5,https://www.youtube.com/watch?v=Ye2E-nJW3ic,20.0,30.0,count_222.mp4,count,22.343,589.99,62.326,early,62.326,72.336,66.326,69.326,69.326
fpsbench_000244,fpsstream_000242,What caused the green car to lose its momentum?,B,causality_detection,8,https://www.youtube.com/watch?v=Y6DWvev5vbI,192.0,202.0,count_58.mp4,count,182.86,590.0,240.108,middle,240.108,250.108,243.108,246.108,246.108
fpsbench_000245,fpsstream_000243,Which player's action directly caused the ball to hit the net?,B,causality_detection,7,https://www.youtube.com/watch?v=Ty31CVFsw3w,50.0,65.0,order_6.mp4,order,7.786,585.0,428.025,late,428.025,443.025,436.025,439.025,439.025
fpsbench_000246,fpsstream_000244,What action of the player caused the rally to end and a new rally to start?,C,causality_detection,4,https://www.youtube.com/watch?v=ThUQdkdV9nU,105.0,120.0,order_115.mp4,order,115.196,584.989,157.636,early,157.636,172.647,162.636,166.636,166.636
fpsbench_000247,fpsstream_000245,What action directly caused the tennis ball to hit the net?,A,causality_detection,4,https://www.youtube.com/watch?v=y1h87lxYPhE,177.0,187.0,order_335.mp4,order,40.516,590.0,286.974,middle,286.974,296.974,289.974,292.974,292.974
fpsbench_000248,fpsstream_000246,"According to the video, what was the primary cause of the cyclist's fall?",B,causality_detection,6,https://www.youtube.com/watch?v=eyhXca-bCMo,107.0,117.0,count_56.mp4,count,129.83,590.0,519.011,late,519.011,529.011,521.011,524.011,524.011
fpsbench_000249,fpsstream_000247,What was the direct outcome of the dancers initiating their partnered spin?,D,causality_detection,5,https://www.youtube.com/watch?v=2fqFysTvHUs,80.0,95.0,order_58.mp4,order,7.198,584.985,114.283,early,114.283,129.298,123.283,126.283,126.283
fpsbench_000250,fpsstream_000248,What was the direct cause of the ball crossing the goal line?,C,causality_detection,8,https://www.youtube.com/watch?v=IhvCo_M_4Ik,63.0,73.0,subPlot_new_all_154.mp4,subPlot,110.472,589.99,273.939,middle,273.939,283.949,278.939,282.939,282.939
fpsbench_000251,fpsstream_000249,What action directly caused the ball to enter the goal following the corner kick?,A,causality_detection,5,https://www.youtube.com/watch?v=IhvCo_M_4Ik,118.0,128.0,subPlot_new_all_130.mp4,subPlot,810.442,589.99,425.445,late,425.445,435.455,425.445,429.445,429.445
fpsbench_000252,fpsstream_000250,How many punches are thrown in total?,A,repetitive_motion,7,https://www.youtube.com/watch?v=T9vrbiZqBtc,6.0,15.0,subPlot_new_all_60.mp4,subPlot,584.22,591.0,174.274,early,174.274,183.274,176.274,179.274,179.274
fpsbench_000253,fpsstream_000251,Which fighter lands their kick first?,C,synchronization_assessment,9,https://www.youtube.com/watch?v=dwKG7ujj03c,6.0,12.0,order_36.mp4,order,25.801,593.994,248.481,middle,248.481,254.487,252.481,254.481,254.481
fpsbench_000254,fpsstream_000252,Which fighter lands their kick first?,C,synchronization_assessment,9,https://www.youtube.com/watch?v=dwKG7ujj03c,52.0,61.0,movie101_64.mp4,movie101,11.606,590.991,492.502,late,492.502,501.511,498.502,500.502,500.502
fpsbench_000255,fpsstream_000253,"After both fighters kick eachother, who punches who first?",C,synchronization_assessment,8,https://www.youtube.com/watch?v=dwKG7ujj03c,55.0,62.0,order_102.mp4,order,251.185,592.993,157.984,early,157.984,164.991,160.984,162.984,162.984
fpsbench_000256,fpsstream_000254,Ho many times does athlete 952 jump?,D,repetitive_motion,5,https://www.youtube.com/watch?v=PGw70TZWqxc,0.0,8.0,subPlot_new_all_68.mp4,subPlot,297.991,591.992,330.437,middle,330.437,338.445,333.437,338.437,338.437
fpsbench_000257,fpsstream_000255,How many times did the kids clap their hands?,C,instance_count,5,https://www.youtube.com/watch?v=T2E3EolZ7wk,9.0,22.0,order_255.mp4,order,194.104,586.987,486.362,late,486.362,499.375,491.362,499.362,499.362
fpsbench_000258,fpsstream_000256,Do the two people begin dribbling in sync? What about towards the end of the video?,D,synchronization_assessment,6,https://www.youtube.com/watch?v=9Gn3TgBSgTw,27.0,33.0,count_224.mp4,count,7.457,593.994,102.821,early,102.821,108.827,102.821,108.821,108.821
fpsbench_000259,fpsstream_000257,Do the two people begin dribbling in sync? What about towards the end of the video?,B,synchronization_assessment,6,https://www.youtube.com/watch?v=9Gn3TgBSgTw,35.0,40.0,movie101_34.mp4,movie101,22.669,594.995,253.479,middle,253.479,258.484,253.479,258.479,258.479
fpsbench_000260,fpsstream_000258,"In what order do the people in the light blue, dark blue and beige shirts in the stands stop clapping",A,action_order,8,https://www.youtube.com/watch?v=RBvEJdApZmE,9.0,18.0,movie101_30.mp4,movie101,86.318,590.991,490.557,late,490.557,499.566,494.557,499.557,499.557
fpsbench_000261,fpsstream_000259,How does the person season the chicken?,B,fine_grained_motion,5,https://www.youtube.com/watch?v=hThIEwESvak,16.0,25.0,order_88.mp4,order,49.423,590.926,134.627,early,134.627,143.701,137.627,142.627,142.627
fpsbench_000262,fpsstream_000260,How does the person mix the ingredients in the bowl?,D,fine_grained_motion,10,https://www.youtube.com/watch?v=Ju-CxvtlGx0,64.0,71.0,count_237.mp4,count,109.987,593.0,351.676,middle,351.676,358.676,351.676,356.676,356.676
fpsbench_000263,fpsstream_000261,How does the person place the meat in the bowl?,D,fine_grained_motion,5,https://www.youtube.com/watch?v=Ju-CxvtlGx0,68.0,76.0,subPlot_new_all_0.mp4,subPlot,1230.637,592.0,463.227,late,463.227,471.227,464.227,469.227,469.227
fpsbench_000264,fpsstream_000262,How does the person mix the ingredients in the bowl?,B,fine_grained_motion,11,https://www.youtube.com/watch?v=Oh3LSW2JAvU,136.0,142.0,subPlot_new_all_125.mp4,subPlot,7.131,593.994,156.515,early,156.515,162.521,156.515,162.515,162.515
fpsbench_000265,fpsstream_000263,How does the person on the right mix the cream?,A,fine_grained_motion,10,https://www.youtube.com/watch?v=aV6-P8GWXaM,7.0,11.0,subPlot_new_all_143.mp4,subPlot,154.888,595.983,314.535,middle,314.535,318.552,314.535,318.535,318.535
fpsbench_000266,fpsstream_000264,Which of the following actions is not done by the woman?,D,blink_and_miss,5,https://www.youtube.com/watch?v=M2ffpWOhEKM,70.0,81.0,order_44.mp4,order,26.666,588.989,508.138,late,508.138,519.149,508.138,519.138,519.138
fpsbench_000267,fpsstream_000265,How does the person empty the contents of the bag?,C,fine_grained_motion,7,https://www.youtube.com/watch?v=v5LeWLDR1Hc,40.0,50.0,subPlot_new_all_110.mp4,subPlot,168.743,590.0,112.052,early,112.052,122.052,118.052,121.052,121.052
fpsbench_000268,fpsstream_000266,Which of the following actions is not done by the man?,D,fine_grained_motion,5,https://www.youtube.com/watch?v=v5LeWLDR1Hc,63.0,73.0,subPlot_new_all_131.mp4,subPlot,71.488,590.0,338.564,middle,338.564,348.564,338.564,348.564,348.564
fpsbench_000269,fpsstream_000267,What was the primary reason the puck did not enter the goal?,C,causality_detection,10,https://www.youtube.com/watch?v=7hvy5cR3VXE,40.0,50.0,count_200.mp4,count,184.709,589.99,503.314,late,503.314,513.324,507.314,513.314,513.314
fpsbench_000270,fpsstream_000268,What is the precise sequence of drum and cymbal strikes the Drums performs?,B,action_order,10,https://www.youtube.com/watch?v=q7nXalU_1h0,0.0,6.0,surveil_57.mp4,surveil,381.373,593.994,165.453,early,165.453,171.459,165.453,171.453,171.453
fpsbench_000271,fpsstream_000269,Which of the following accurately describes the sequence of actions performed by the white dog?,D,action_order,5,https://www.youtube.com/watch?v=1sV3CElArAk,48.0,63.0,order_268.mp4,order,47.346,584.986,277.618,middle,277.618,292.632,277.618,292.618,292.618
fpsbench_000272,fpsstream_000270,Which of the following accurately describes the sequence of actions performed by the dog?,A,action_order,4,https://www.youtube.com/watch?v=7tohqAQ28_s,172.0,182.0,movie101_62.mp4,movie101,3.099,590.0,491.272,late,491.272,501.272,491.272,501.272,501.272
fpsbench_000273,fpsstream_000271,What is the sequence of actions done by the two men in this video?,B,action_order,4,https://www.youtube.com/watch?v=e2AZDRz31gc,100.0,112.0,subPlot_new_all_58.mp4,subPlot,184.915,588.0,158.689,early,158.689,170.689,158.689,170.689,170.689
fpsbench_000274,fpsstream_000272,"Based on the video, what is the correct chronological order of the major actions performed by the woman ice skating?",D,action_order,6,https://www.youtube.com/watch?v=qmyxrT_pEHE,313.0,323.0,movie101_83.mp4,movie101,4.167,590.0,268.678,middle,268.678,278.678,268.678,278.678,278.678
fpsbench_000275,fpsstream_000273,"Based on the video, what is the correct chronological order of the major actions performed by the man and woman ice skating?",D,action_order,5,https://www.youtube.com/watch?v=xo4JrNvAoyw,70.0,80.0,subPlot_new_all_156.mp4,subPlot,133.491,590.0,501.836,late,501.836,511.836,501.836,511.836,511.836
fpsbench_000276,fpsstream_000274,"Based on the video, what is the precise sequence of actions performed by the red team",C,action_order,5,https://www.youtube.com/watch?v=-g3EUV4DXb8,105.0,113.0,count_216.mp4,count,2230.342,592.0,137.316,early,137.316,145.316,137.316,145.316,145.316
fpsbench_000277,fpsstream_000275,"Based on the video, what is the precise sequence of actions performed by the red team?",A,action_order,7,https://www.youtube.com/watch?v=D4F5Fo57h-Q,0.0,11.0,subPlot_new_all_127.mp4,subPlot,196.082,589.0,239.44,middle,239.44,250.44,239.44,250.44,250.44
fpsbench_000278,fpsstream_000276,What gesture does the man do at the end of the video,D,fine_grained_motion,5,https://www.youtube.com/watch?v=v5LeWLDR1Hc,60.0,75.0,order_99.mp4,order,194.026,585.0,450.12,late,450.12,465.12,463.12,465.12,465.12
fpsbench_000279,fpsstream_000277,How does the man empty the contents of the pot?,D,fine_grained_motion,8,https://www.youtube.com/watch?v=v5LeWLDR1Hc,137.0,145.0,movie101_5.mp4,movie101,72.762,592.0,88.248,early,88.248,96.248,91.248,96.248,96.248
fpsbench_000280,fpsstream_000278,"The man makes the same hand gesture twice in the clip, which statement is true?",B,fine_grained_motion,9,https://www.youtube.com/watch?v=lUKJPlwk6fg,10.0,20.0,subPlot_new_all_21.mp4,subPlot,4403.593,590.0,249.449,middle,249.449,259.449,253.449,257.449,257.449
fpsbench_000281,fpsstream_000279,How many times does the camera view change?,C,instance_count,6,https://www.youtube.com/watch?v=lUKJPlwk6fg,21.0,26.0,order_41.mp4,order,38.12,595.0,532.129,late,532.129,537.129,534.129,537.129,537.129
fpsbench_000282,fpsstream_000280,Which of the following actions is the woman repetatively doing in the video?,B,fine_grained_motion,4,https://www.youtube.com/watch?v=b9tTsGpEorw,8.0,13.0,order_57.mp4,order,58.316,595.0,131.446,early,131.446,136.446,131.446,136.446,136.446
fpsbench_000283,fpsstream_000281,Which of the following actions does the man not do?,C,blink_and_miss,5,https://www.youtube.com/watch?v=JPvDG6nS-Lw,49.0,54.0,subPlot_new_all_183.mp4,subPlot,14.409,595.0,277.506,middle,277.506,282.506,277.506,282.506,282.506
fpsbench_000284,fpsstream_000282,What caused the fight between the two players?,B,causality_detection,4,https://www.youtube.com/watch?v=JlkS01rMQrg,250.0,265.0,order_100.mp4,order,76.58,585.0,471.431,late,471.431,486.431,477.431,483.431,483.431
fpsbench_000285,fpsstream_000283,Which of the following statements are false?,B,blink_and_miss,6,https://www.youtube.com/watch?v=Ct4luiAVJ-Q,88.0,97.0,subPlot_new_all_13.mp4,subPlot,39.767,591.0,89.148,early,89.148,98.148,89.148,98.148,98.148
fpsbench_000286,fpsstream_000284,Which hit performed by the character is the first time he kicks?,A,fine_grained_motion,11,https://www.youtube.com/watch?v=h12U4qfg34w,28.0,33.0,subPlot_new_all_20.mp4,subPlot,256.2,594.995,328.667,middle,328.667,333.672,329.667,333.667,333.667
fpsbench_000287,fpsstream_000285,"After the male character is slammed, what is the first attack by the female character that damages the male character?",C,fine_grained_motion,4,https://www.youtube.com/watch?v=L63kTiVK7b4,80.0,87.0,order_133.mp4,order,523.406,592.993,518.641,late,518.641,525.648,519.641,524.641,524.641
fpsbench_000288,fpsstream_000286,"What is the first attack performed by any character, regardless of whether it lands?",A,fine_grained_motion,5,https://www.youtube.com/watch?v=L63kTiVK7b4,60.0,75.0,subPlot_new_all_51.mp4,subPlot,32.45,584.985,157.401,early,157.401,172.416,160.401,162.401,162.401
fpsbench_000289,fpsstream_000287,Do all the three dancers holding their hands bow synchronously?,D,synchronization_assessment,7,https://www.youtube.com/watch?v=2spffAgdnVA,42.0,47.0,order_72.mp4,order,34.897,594.995,340.739,middle,340.739,345.744,341.739,344.739,344.739
fpsbench_000290,fpsstream_000288,What caused the clear mug to fall over?,B,causality_detection,6,https://www.youtube.com/watch?v=3VEMWOTGBg8,198.0,208.0,order_65.mp4,order,352.715,590.0,468.132,late,468.132,478.132,471.132,474.132,474.132
fpsbench_000291,fpsstream_000289,Do all the six dancers bow synchronously?,B,synchronization_assessment,5,https://www.youtube.com/watch?v=2spffAgdnVA,180.0,185.0,count_102.mp4,count,547.629,594.995,99.855,early,99.855,104.86,101.855,103.855,103.855
fpsbench_000292,fpsstream_000290,What caused the empty bottle to fall over?,D,causality_detection,5,https://www.youtube.com/watch?v=sZwGDX27ITw,49.0,53.0,surveil_5.mp4,surveil,108.403,596.0,343.252,middle,343.252,347.252,345.252,347.252,347.252
fpsbench_000293,fpsstream_000291,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",C,fine_grained_motion,6,https://www.youtube.com/watch?v=L63kTiVK7b4,112.0,120.0,order_171.mp4,order,7293.923,591.992,498.074,late,498.074,506.082,502.074,504.074,504.074
fpsbench_000294,fpsstream_000292,What is the second attack the character on the right successfully blocks?,D,fine_grained_motion,6,https://www.youtube.com/watch?v=L63kTiVK7b4,114.0,126.0,subPlot_new_all_158.mp4,subPlot,3450.023,587.988,64.019,early,64.019,76.031,68.019,71.019,71.019
fpsbench_000295,fpsstream_000293,"What kind of attack was performed on the 10th hit of the combo, indicated by the combo counter?",C,fine_grained_motion,8,https://www.youtube.com/watch?v=NkAKzLg1smI,12.0,22.0,subPlot_new_all_152.mp4,subPlot,241.793,590.0,300.54,middle,300.54,310.54,307.54,309.54,309.54
fpsbench_000296,fpsstream_000294,"What kind of attack was performed on the 4th hit of the combo, indicated by the combo counter?",C,fine_grained_motion,8,https://www.youtube.com/watch?v=NkAKzLg1smI,33.0,40.0,subPlot_new_all_35.mp4,subPlot,53.162,593.0,460.677,late,460.677,467.677,463.677,466.677,466.677
fpsbench_000297,fpsstream_000295,"What kind of attack was performed on the 12th hit of the combo, indicated by the combo counter?",C,fine_grained_motion,8,https://www.youtube.com/watch?v=NkAKzLg1smI,70.0,80.0,subPlot_new_all_29.mp4,subPlot,38.853,590.0,73.305,early,73.305,83.305,76.305,79.305,79.305
fpsbench_000298,fpsstream_000296,On which hit of the combo does the character perform a kick?,B,fine_grained_motion,8,https://www.youtube.com/watch?v=NkAKzLg1smI,84.0,91.0,order_71.mp4,order,18.899,593.0,343.38,middle,343.38,350.38,345.38,348.38,348.38
fpsbench_000299,fpsstream_000297,On which hit of the combo does the character perform a high kick?,B,fine_grained_motion,7,https://www.youtube.com/watch?v=NkAKzLg1smI,153.0,160.0,subPlot_new_all_12.mp4,subPlot,117.433,593.0,433.976,late,433.976,440.976,435.976,438.976,438.976
fpsbench_000300,fpsstream_000298,What kind of attack caused the knockout?,D,fine_grained_motion,5,https://www.youtube.com/watch?v=ioLEm1F4R9c,50.0,61.0,subPlot_new_all_19.mp4,subPlot,307.864,588.989,85.649,early,85.649,96.66,93.649,95.649,95.649
fpsbench_000301,fpsstream_000299,What kind of attack caused the knockout?,B,fine_grained_motion,8,https://www.youtube.com/watch?v=ioLEm1F4R9c,90.0,97.0,count_1.mp4,count,213.522,592.993,307.762,middle,307.762,314.769,310.762,313.762,313.762
fpsbench_000302,fpsstream_000300,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",D,fine_grained_motion,12,https://www.youtube.com/watch?v=M6ESAxpe3u8,5.0,10.0,movie101_16.mp4,movie101,69.614,594.994,517.86,late,517.86,522.866,517.86,520.86,520.86
fpsbench_000303,fpsstream_000301,What are the sequence of actions done by the person wearing glasses?,A,action_order,4,https://www.youtube.com/watch?v=v9XyUuOzm4Q,17.0,29.0,order_81.mp4,order,188.0,587.988,91.402,early,91.402,103.414,91.402,103.402,103.402
fpsbench_000304,fpsstream_000302,What are the sequence of actions done by the person in blue tshirt?,C,action_order,5,https://www.youtube.com/watch?v=xa-mtMIytjg,100.0,110.0,movie101_111.mp4,movie101,111.538,589.99,255.629,middle,255.629,265.639,255.629,265.629,265.629
fpsbench_000305,fpsstream_000303,What is the precise sequence of actions performed by the couple during their ice-skating routine?,D,action_order,4,https://www.youtube.com/watch?v=q2K6PUmwIR0,165.0,175.0,subPlot_new_all_99.mp4,subPlot,11.097,590.0,492.092,late,492.092,502.092,492.092,502.092,502.092
fpsbench_000306,fpsstream_000304,Which option accurately describes the sequence of the horse's actions in the video?,B,action_order,6,https://www.youtube.com/watch?v=dMC5vZ78AaU,98.0,110.0,subPlot_new_all_8.mp4,subPlot,3742.404,588.0,114.531,early,114.531,126.531,114.531,126.531,126.531
fpsbench_000307,fpsstream_000305,What is the correct sequence of actions performed by the character in green pants?,C,action_order,5,https://www.youtube.com/watch?v=MlV-HSqM6nQ,134.0,140.0,subPlot_new_all_72.mp4,subPlot,216.417,594.0,324.57,middle,324.57,330.57,324.57,330.57,330.57
fpsbench_000308,fpsstream_000306,"Immediately after the cat climbs out of the bathtub, what does the other cat do?",D,action_order,4,https://www.youtube.com/watch?v=jY4pn7f1JRQ,112.0,122.0,subPlot_new_all_28.mp4,subPlot,350.792,589.99,490.052,late,490.052,500.062,495.052,498.052,498.052
fpsbench_000309,fpsstream_000307,What is the very last thing the dog does before it starts moving through the orange cones?,B,action_order,6,https://www.youtube.com/watch?v=lKz99OiKrYg,50.0,62.0,subPlot_new_all_93.mp4,subPlot,267.838,587.991,106.142,early,106.142,118.151,107.142,111.142,111.142
fpsbench_000310,fpsstream_000308,What action does the man do just after spinning the girl 3 times?,C,action_order,8,https://www.youtube.com/watch?v=n9Kw0e_Itfg,10.0,20.0,order_112.mp4,order,37.455,590.0,290.256,middle,290.256,300.256,294.256,297.256,297.256
fpsbench_000311,fpsstream_000309,Which option accurately describes the sequence of the attacking play and the subsequent celebration by the white team?,C,action_order,5,https://www.youtube.com/watch?v=Evbe2-JSVhw,257.0,264.0,order_84.mp4,order,34.126,592.993,442.193,late,442.193,449.2,442.193,449.193,449.193
fpsbench_000312,fpsstream_000310,Which of the following options accurately describes the sequence of actions initiated by the team in the white+red jersey?,D,action_order,5,https://www.youtube.com/watch?v=IhvCo_M_4Ik,28.0,38.0,subPlot_new_all_188.mp4,subPlot,113.78,589.99,97.733,early,97.733,107.743,97.733,107.733,107.733
fpsbench_000313,fpsstream_000311,Which of the following options accurately describes the sequence of actions initiated by the team in the blue jersey?,B,action_order,8,https://www.youtube.com/watch?v=QM_CokPNoBE,69.0,75.0,subPlot_new_all_108.mp4,subPlot,882.805,594.0,274.798,middle,274.798,280.798,274.798,280.798,280.798
fpsbench_000314,fpsstream_000312,What are the sequence of actions done by players in yellow?,A,action_order,4,https://www.youtube.com/watch?v=hjBI3abkECw,89.0,95.0,subPlot_new_all_173.mp4,subPlot,269.969,594.0,417.382,late,417.382,423.382,417.382,423.382,423.382
fpsbench_000315,fpsstream_000313,What are the sequence of actions done by players in white?,B,action_order,5,https://www.youtube.com/watch?v=bzPYi_n56wA,35.0,50.0,order_86.mp4,order,33.783,584.985,109.582,early,109.582,124.597,109.582,124.582,124.582
fpsbench_000316,fpsstream_000314,What are the sequence of actions done by the character in black?,C,action_order,5,https://www.youtube.com/watch?v=AQplE7XoR7I,117.0,125.0,subPlot_new_all_120.mp4,subPlot,236.879,591.992,268.362,middle,268.362,276.37,268.362,276.362,276.362
