file	duration_sec	duration_hms	width	height	fps
order_235.mp4	646.6	00:10:46	720	540	30.00
count_233.mp4	646.1	00:10:46	720	540	29.97
count_222.mp4	645.1	00:10:45	720	540	30.00
subPlot_new_all_140.mp4	642.5	00:10:42	1920	806	25.00
order_265.mp4	641.1	00:10:41	720	540	30.00
movie101_83.mp4	640.0	00:10:40	1906	808	24.00
surveil_107.mp4	639.6	00:10:39	320	240	30.00
order_221.mp4	637.7	00:10:37	720	540	30.00
needle_104.mp4	635.6	00:10:35	720	540	25.00
subPlot_new_all_65.mp4	631.9	00:10:31	1920	798	25.00
count_224.mp4	631.1	00:10:31	720	540	30.00
movie101_61.mp4	627.0	00:10:27	1920	802	25.00
movie101_64.mp4	626.0	00:10:26	1916	796	24.00
needle_143.mp4	624.9	00:10:24	720	540	29.97
needle_147.mp4	622.0	00:10:22	720	540	29.97
movie101_17.mp4	613.0	00:10:13	1912	792	25.00
needle_142.mp4	612.1	00:10:12	720	540	59.94
movie101_86.mp4	611.0	00:10:11	1906	712	25.00
movie101_65.mp4	611.0	00:10:11	1920	1008	25.00
surveil_63.mp4	607.5	00:10:07	320	240	30.00
movie101_78.mp4	607.0	00:10:07	1912	1080	24.00
movie101_102.mp4	607.0	00:10:07	1906	810	25.00
count_40.mp4	606.0	00:10:05	720	540	30.00
order_281.mp4	605.5	00:10:05	720	540	29.97
order_229.mp4	605.5	00:10:05	720	540	30.00
order_258.mp4	605.1	00:10:05	720	540	30.00
surveil_191.mp4	605.0	00:10:04	320	240	30.00
movie101_58.mp4	605.0	00:10:05	1898	788	25.00
4.mp4	603.0	00:10:03	1280	720	23.98
surveil_171.mp4	602.0	00:10:02	320	240	30.00
surveil_85.mp4	601.8	00:10:01	320	240	30.00
movie101_62.mp4	601.0	00:10:01	1920	802	24.00
surveil_123.mp4	600.4	00:10:00	320	240	30.00
order_246.mp4	600.1	00:10:00	720	540	30.00
