video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,blind,retrieve_size,chunk_size
Ego4D__clips__4ba774a8-cd2a-4889-9971-cc91f5c1afd4,7,EPM,What did I pour in the container?,"['flour', 'bread crumbs', 'salt', 'pepper']",bread crumbs,B,A) flour,A,0.0,249.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ba774a8-cd2a-4889-9971-cc91f5c1afd4,401,HLD,Where did I put the tissue?,"['Unable to answer', 'fridge', 'bowl', 'cupboard']",Unable to answer,A,A) Unable to answer,A,100.0,355.0,0,0,1.0,False,True,64,1
Ego4D__clips__4c4d7210-b39d-4659-b433-befd181482c2,329,HLD,Did I leave the kitchen window open ?,"['yes', 'Unable to answer']",Unable to answer,B,A) yes,A,0.0,374.0,0,0,1.0,False,True,64,1
Ego4D__clips__4c4d7210-b39d-4659-b433-befd181482c2,330,HLD,where did I put  bucket?,"['on the table', 'on the counter', 'Unable to answer', 'in the refrigerator']",Unable to answer,C,C) Unable to answer,C,100.0,390.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ecd1707-cce9-46bf-9846-11d031f79556,347,HLD,Where did I put the trash bin I carried?,"['inside the house', 'Unable to answer', 'at the table', 'at the floor']",Unable to answer,B,A) inside the house,A,0.0,316.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ecd1707-cce9-46bf-9846-11d031f79556,148,EPM,Where was the litter bin before I picked it?,"['at the stock room', 'on the floor', 'in the cabinet', 'in the box']",at the stock room,A,B) on the floor,B,0.0,351.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ecd1707-cce9-46bf-9846-11d031f79556,149,EPM,In what location did I see the white van?,"['at the road', 'in the parking lot', 'near the garage', 'at the backyard']",at the road,A,A) at the road,A,100.0,384.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ecd1707-cce9-46bf-9846-11d031f79556,150,EPM,Where was my phone?,"['on your pocket', 'in your hand', 'at the floor', 'inside the cabinet']",on your pocket,A,A) on your pocket,A,100.0,418.0,0,0,1.0,False,True,64,1
Ego4D__clips__4ecd1707-cce9-46bf-9846-11d031f79556,151,EPM,What did I put in the wood cutter?,"['a piece of wood', 'a wooden tile', 'a hammer', 'a piece of paper']",a piece of wood,A,A) a piece of wood,A,100.0,464.0,0,0,1.0,False,True,64,1
Ego4D__clips__51a81cd9-5534-47a1-8e53-cd7ab530aeb4,315,HLD,Where were game boards?,"['Unable to answer', 'in the shelves', 'in the fridge', 'in the bags']",Unable to answer,A,B) in the shelves,B,0.0,418.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,8,EPM,How many poker cards did I hold pick?,"['two', 'three', 'four', 'five', 'six']",five,D,A) two,A,0.0,7.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,9,EPM,who did I interact with when I was playing poker?,"['a woman wearing blue shirt', 'a man wearing a black shirt', 'a woman wearing a white shirt', 'a man wearing a red shirt']",a man wearing a black shirt,B,B) a man wearing a black shirt,B,100.0,40.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,10,EPM,what did I put in the mouth?,"['gum', 'candy', 'cigarette', 'nothing']",nothing,D,D) nothing,D,100.0,48.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,122,EPM,What did I put on the table?,"['five spade', 'four heart', 'ace heart', 'seven spade']",five spade,A,A) five spade,A,100.0,418.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,123,EPM,How many cards did I pick?,"['one', 'two', 'three', 'four']",three,C,A) one,A,0.0,431.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,124,EPM,How many cards did I place on the table?,"['one', 'two', 'three', 'four']",one,A,B) two,B,0.0,440.0,0,0,1.0,False,True,64,1
Ego4D__clips__534d9bf8-bdc5-4236-8dba-dd7b894218d2,125,EPM,What card did I carry?,"['ace heart', 'king spade', 'queen heart', 'four spade']",ace heart,A,A) ace heart,A,100.0,456.0,0,0,1.0,False,True,64,1
Ego4D__clips__53c86be4-190d-4410-8750-179a7edc70b3,325,HLD,Did i leave the door open?,"['yes', 'Unable to answer']",Unable to answer,B,A) yes,A,0.0,1105.0,0,0,1.0,False,True,64,1
Ego4D__clips__53c86be4-190d-4410-8750-179a7edc70b3,324,HLD,In what location did I see the television?,"['at the right side of the wall', 'in the middle of the wall', 'Unable to answer', 'at the corner of the wall']",Unable to answer,C,A) at the right side of the wall,A,0.0,1113.0,0,0,1.0,False,True,64,1
Ego4D__clips__5a93f209-59d4-4950-80d2-c8e43cc2fe7f,176,EPM,Did i switch on the measuring machine?,"['yes', 'no']",no,B,A) yes,A,0.0,38.0,0,0,1.0,False,True,64,1
Ego4D__clips__5a93f209-59d4-4950-80d2-c8e43cc2fe7f,177,EPM,where is the towel?,"['on the table', 'on the bucket', 'on the floor', 'on the shelf']",on the table,A,B) on the bucket,B,0.0,94.0,0,0,1.0,False,True,64,1
Ego4D__clips__5a93f209-59d4-4950-80d2-c8e43cc2fe7f,178,EPM,Did i cut the dough?,"['yes', 'no']",yes,A,A) yes,A,100.0,124.0,0,0,1.0,False,True,64,1
Ego4D__clips__5a93f209-59d4-4950-80d2-c8e43cc2fe7f,179,EPM,What did i pour in the jug?,"['water', 'yeast', 'milk', 'oil']",water,A,A) water,A,100.0,168.0,0,0,1.0,False,True,64,1
Ego4D__clips__5a93f209-59d4-4950-80d2-c8e43cc2fe7f,393,HLD,Where was the sheet pan before I placed it on the oven?,"['table', 'Unable to answer', 'counter', 'floor']",Unable to answer,B,C) counter,C,0.0,417.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,56,EPM,Where was the plier before I picked it?,"['on the work bench', 'at the shelf', 'in the drawer', 'in the pocket']",in the drawer,C,A) on the work bench,A,0.0,190.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,57,EPM,How many power tools are on the work becnh?,"['so many', 'three', 'two', 'one']",so many,A,B) three,B,0.0,191.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,23,EPM,Where is my pressure drill?,"['hanging at the wall', 'in the long square box', 'at the shelf', 'inside the drawer']",hanging at the wall,A,B) in the long square box,B,0.0,288.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,54,EPM,In what location did I see the fire extinguisher?,"['at the work bench', 'at the wall', 'at the tool box', 'at the shelf']",at the wall,B,B) at the wall,B,100.0,289.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,24,EPM,ln what location did l see the drill?,"['in the long square box', 'hanging at the wall', 'inside the drawer', 'at the tool box']",in the long square box,A,A) in the long square box,A,100.0,382.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,55,EPM,What color is the broom?,"['red', 'blue', 'green', 'yellow']",green,C,D) yellow,D,0.0,414.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,25,EPM,Did l touch the exhaust pipe?,"['yes', 'no']",yes,A,B) no,B,0.0,465.0,0,0,1.0,False,True,64,1
Ego4D__clips__5e1a8326-b006-423e-8294-0f9559c8eb18,26,EPM,Where did l put the grass?,"['garbage can', 'at the shelf', 'inside the drawer', 'at the tool box']",garbage can,A,A) garbage can,A,100.0,480.0,0,0,1.0,False,True,64,1
Ego4D__clips__60e7e14d-cbed-46d1-924d-6ce451ea7d7c,188,EPM,who did I talk to in the house?,"['the woman with sunglasses', 'the man with a watch', 'the woman with long hair', 'the man with blue jeans']",the woman with sunglasses,A,A) the woman with sunglasses,A,100.0,30.0,0,0,1.0,False,True,64,1
Ego4D__clips__60e7e14d-cbed-46d1-924d-6ce451ea7d7c,189,EPM,where is the blue bucket,"['on the floor', 'on the table', 'on the shelf', 'on the bed']",on the floor,A,B) on the table,B,0.0,116.0,0,0,1.0,False,True,64,1
Ego4D__clips__60e7e14d-cbed-46d1-924d-6ce451ea7d7c,190,EPM,where is the impact wrench before drilling,"['under the table', 'on the floor', 'on the shelf', 'under the bed']",under the table,A,A) under the table,A,100.0,200.0,0,0,1.0,False,True,64,1
Ego4D__clips__60e7e14d-cbed-46d1-924d-6ce451ea7d7c,299,HLD,Where did I put the shoe?,"['Under the table', 'On the shelf', 'Shoes organizer at the back of the door', 'Unable to answer']",Unable to answer,D,C) Shoes organizer at the back of the door,C,0.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__60e7e14d-cbed-46d1-924d-6ce451ea7d7c,191,EPM,where did I put the CPU?,"['at the floor', 'on the table', 'on the shelf', 'under the bed']",at the floor,A,B) on the table,B,0.0,469.0,0,0,1.0,False,True,64,1
Ego4D__clips__616f5047-e92f-477f-b7a3-7ccb6b43d682,378,HLD,Where was the glass jar before I picked it?,"['at the counter', 'Unable to answer', 'at the cabinet', 'at the drawer']",Unable to answer,B,B) Unable to answer,B,100.0,417.0,0,0,1.0,False,True,64,1
Ego4D__clips__616f5047-e92f-477f-b7a3-7ccb6b43d682,377,HLD,where did i put the jug?,"['on the table', 'Unable to answer', 'inside the microwave', 'in the sink']",Unable to answer,B,A) on the table,A,0.0,419.0,0,0,1.0,False,True,64,1
Ego4D__clips__642703e6-d639-40f6-8dfb-86e53e30db53,360,HLD,Which tool did I take after clamping wood on table?,"['Unable to answer', 'screwdriver', 'saw', 'hammer']",Unable to answer,A,C) saw,C,0.0,199.0,0,0,1.0,False,True,64,1
Ego4D__clips__642703e6-d639-40f6-8dfb-86e53e30db53,361,HLD,In what location did I last see the Yellow brush?,"['Unable to answer', 'in the toolbox', 'in the shelf', 'on the floor']",Unable to answer,A,B) in the toolbox,B,0.0,383.0,0,0,1.0,False,True,64,1
Ego4D__clips__6c2849cb-d6bb-432e-b4ae-8b8c4837ad8b,319,HLD,where was the laptop before I picked it?,"['Unable to answer', 'on the bed', 'on the table', 'on the chair']",Unable to answer,A,C) on the table,C,0.0,370.0,0,0,1.0,False,True,64,1
Ego4D__clips__6c2849cb-d6bb-432e-b4ae-8b8c4837ad8b,320,HLD,Where is the luggage?,"['Unable to answer', 'on the bed', 'under the table', 'in the hallway']",Unable to answer,A,B) on the bed,B,0.0,414.0,0,0,1.0,False,True,64,1
Ego4D__clips__6e73e4ca-d147-40ea-8587-035e8f2850c7,308,HLD,where did I place the trowel?,"['at the top of the table', 'inside the bucket', 'at the top of the cement frame', 'Unable to answer']",Unable to answer,D,C) at the top of the cement frame,C,0.0,711.0,0,0,1.0,False,True,64,1
Ego4D__clips__6e73e4ca-d147-40ea-8587-035e8f2850c7,307,HLD,Did I move the ruler one last time?,"['Unable to answer', 'no']",Unable to answer,A,B) no,B,0.0,1130.0,0,0,1.0,False,True,64,1
Ego4D__clips__70cef020-51e7-429e-af75-f87747b3daad,114,EPM,What color bottle is on the sink,"['blue', 'white', 'brown', 'green']",white,B,D) green,D,0.0,198.0,0,0,1.0,False,True,64,1
Ego4D__clips__70cef020-51e7-429e-af75-f87747b3daad,115,EPM,where is the tissue paper ,"['on the table', 'on the wall', 'inside the good rack', 'on the shelf']",on the wall,B,C) inside the good rack,C,0.0,199.0,0,0,1.0,False,True,64,1
Ego4D__clips__70cef020-51e7-429e-af75-f87747b3daad,116,EPM,where is the blender,"['on the table', 'on the shelf', 'on the wall', 'inside the good rack']",on the table,A,A) on the table,A,100.0,202.0,0,0,1.0,False,True,64,1
Ego4D__clips__70cef020-51e7-429e-af75-f87747b3daad,326,HLD,what did I put in the plastic container?,"['Unable to answer', 'flour', 'water', 'oil']",Unable to answer,A,B) flour,B,0.0,229.0,0,0,1.0,False,True,64,1
Ego4D__clips__70cef020-51e7-429e-af75-f87747b3daad,117,EPM,where did i Put the red jug,"['on the counter', 'inside good rack', 'on the shelf', 'on the table']",inside good rack,B,B) inside good rack,B,100.0,389.0,0,0,1.0,False,True,64,1
Ego4D__clips__71e0d3e7-4706-4eb3-9a7a-85d01f46259f,372,HLD,Where was the stand before I moved it?,"['at the front', 'Unable to answer', 'on the trailer']",Unable to answer,B,B) Unable to answer,B,100.0,351.0,0,0,1.0,False,True,64,1
Ego4D__clips__71e0d3e7-4706-4eb3-9a7a-85d01f46259f,373,HLD,Where is the traffic cone,"['Unable to answer', 'in a toolbox', 'on a wooden plank', 'inside a bucket']",Unable to answer,A,C) on a wooden plank,C,0.0,384.0,0,0,1.0,False,True,64,1
Ego4D__clips__740a9d13-cf77-4e7d-91b5-a3ebf6d270ec,358,HLD,where is my phone?,"['Unable to answer', 'on the table', 'in the bag', 'in the hand']",Unable to answer,A,B) on the table,B,0.0,396.0,0,0,1.0,False,True,64,1
Ego4D__clips__742355b3-3123-4671-99e9-8a4612204b9c,365,HLD,where did I walked in the garden,"['in the backyard', 'Unable to answer', 'inside the house', 'outside the house']",Unable to answer,B,B) Unable to answer,B,100.0,121.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,142,EPM,In what location did I see a carton?,"['cabinet', 'toolbox', 'floor', 'wall']",cabinet,A,C) floor,C,0.0,11.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,143,EPM,Where did I put the cable ties?,"['cabinet', 'toolbox', 'top', 'floor']",top,C,B) toolbox,B,0.0,187.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,141,EPM,Where did I put the screwdriver?,"['left hand', 'right hand', 'in the toolbox', 'on the cabinet']",right hand,B,C) in the toolbox,C,0.0,344.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,134,EPM,Where is the red pack,"['at the shelf', 'on the floor', 'in the toolbox', 'near the door']",at the shelf,A,C) in the toolbox,C,0.0,463.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,137,EPM,Where is the glasses,"['on the table', 'in the toolbox', 'on the shelf', 'on the floor']",on the table,A,A) on the table,A,100.0,463.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,135,EPM,Where is the toolbox,"['at the shelf', 'on the floor', 'near the door', 'in the toolbox']",at the shelf,A,B) on the floor,B,0.0,465.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,136,EPM,Where is the bucket,"['near the door', 'on the floor', 'at the shelf', 'in the toolbox']",near the door,A,B) on the floor,B,0.0,467.0,0,0,1.0,False,True,64,1
Ego4D__clips__755ac5c3-b6cd-42da-ac72-c413d0be986a,140,EPM,Where was the pliers before I picked it?,"['on the floor', 'in the cabinet', 'hanging at the ladder', 'in the toolbox']",hanging at the ladder,C,D) in the toolbox,D,0.0,478.0,0,0,1.0,False,True,64,1
Ego4D__clips__75958c37-1002-4b2d-a455-168b0ebcaf8a,331,HLD,How many trays did i take out of the oven?,"['one tray', 'Unable to answer', 'three trays', 'four trays']",Unable to answer,B,A) one tray,A,0.0,182.0,0,0,1.0,False,True,64,1
Ego4D__clips__75958c37-1002-4b2d-a455-168b0ebcaf8a,332,HLD,what colour is the bottle on the sink,"['red', 'blue', 'green', 'Unable to answer']",Unable to answer,D,D) Unable to answer,D,100.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__780f7a41-3573-4dd6-8658-d1c8c02ef0ba,403,HLD,Who did I interacted with while shopping?,"['the woman with glasses', 'Unable to answer', 'the cashier', 'the man with a cap']",Unable to answer,B,C) the cashier,C,0.0,420.0,0,0,1.0,False,True,64,1
Ego4D__clips__78c1036f-8cb9-48b3-8e57-bb07518b6533,343,HLD,Where was the white throw pillow before I picked the jenga box?,"['Unable to answer', 'at the coffee table', 'on the window sill', 'at the wall']",Unable to answer,A,B) at the coffee table,B,0.0,200.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,39,EPM,How many poker cards did I place on the table?,"['five', 'six', 'seven', 'eight']",seven,C,C) seven,C,100.0,180.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,27,EPM,How many cards did I move?,"['four', 'seven', 'one', 'nine']",four,A,B) seven,B,0.0,202.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,28,EPM,Where was the book after I carried it?,"['on the table', 'in the hand', 'on the phone', 'in the deck of cards']",on the table,A,B) in the hand,B,0.0,214.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,29,EPM,Where is the book?,"['on the table', 'on the phone', 'in the hand', 'in the deck of cards']",on the table,A,A) on the table,A,100.0,237.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,40,EPM,where was the water bottle before I squeezed it?,"['on the chair', 'on the table', 'under the table', 'beside the chair']",on the table,B,B) on the table,B,100.0,263.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,30,EPM,How many cards did I place on the table?,"['one', 'two', 'four', 'seven']",one,A,C) Four,C,0.0,293.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,41,EPM,who did I talk to when I was scrolling the phone?,"['a  man who has tattoo on hands', 'a man who wore sunglasses', 'a woman with long hair', 'a man with beard']",a man who wore sunglasses,B,D) a man with beard,D,0.0,310.0,0,0,1.0,False,True,64,1
Ego4D__clips__7bf24899-4a05-46d4-b47d-36ce045643d8,42,EPM,where did I put my vaping device?,"['on the phone', 'on the table', 'in the box', 'under the table']",on the table,B,B) on the table,B,100.0,341.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,62,EPM,how many eggs did I pick?,"['one', 'two', 'three', 'four']",two,B,C) three,C,0.0,75.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,156,EPM,Where did I put the ham?,"['on the plate', 'in the oven', 'on the counter', 'inside the ref']",inside the ref,D,A) on the plate,A,0.0,108.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,63,EPM,what did I pour  in a bowl?,"['milk', 'water', 'oil', 'soy sauce']",water,B,B) water,B,100.0,154.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,157,EPM,Where did i put the ceramic bowl?,"['in the sink', 'on the stove', 'beside the ref', 'in plate drainer']",in plate drainer,D,D) in plate drainer,D,100.0,170.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,158,EPM,What did I put in the Oven,"['cheese', 'food', 'ham', 'eggs']",cheese,A,B) food,B,0.0,187.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,64,EPM,what food did I put on a plate?,"['bacon', 'egg', 'sausage', 'rice']",egg,B,D) rice,D,0.0,364.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,65,EPM,where were the chopsticks,"['table', 'kitchen counter', 'cabinet', 'disk drainer']",disk drainer,D,A) table,A,0.0,422.0,0,0,1.0,False,True,64,1
Ego4D__clips__7db32b15-9ea6-4a44-a103-cc04471ce4f7,159,EPM,What did I put in the Oven?,"['cheese', 'eggs', 'ham', 'food']",food,D,D) food,D,100.0,427.0,0,0,1.0,False,True,64,1
Ego4D__clips__84aae2af-1a45-4e2a-ac52-eb7aeffe212d,11,EPM,what did I pour in the boiler?,"['coffee', 'water', 'milk', 'sugar']",coffee,A,B) water,B,0.0,202.0,0,0,1.0,False,True,64,1
Ego4D__clips__84aae2af-1a45-4e2a-ac52-eb7aeffe212d,12,EPM,where is my packet of milk?,"['at the top of refrigerator', 'inside the box', 'under the table', 'in the kitchen']",at the top of refrigerator,A,A) at the top of refrigerator,A,100.0,252.0,0,0,1.0,False,True,64,1
Ego4D__clips__84aae2af-1a45-4e2a-ac52-eb7aeffe212d,13,EPM,where did I put the packet of milk?,"['refrigerator', 'cup', 'box', 'table']",cup,B,A) refrigerator,A,0.0,295.0,0,0,1.0,False,True,64,1
Ego4D__clips__84aae2af-1a45-4e2a-ac52-eb7aeffe212d,14,EPM,in what location did I see the boiler?,"['at the top of table beside the window', 'on the floor', 'in the kitchen', 'beside the sofa']",at the top of table beside the window,A,A) at the top of table beside the window,A,100.0,404.0,0,0,1.0,False,True,64,1
Ego4D__clips__88aeae01-c4c4-4ffe-aae7-0ff35851ae63,79,EPM,Did I close coffee maker?,"['yes', 'no']",yes,A,A) yes,A,100.0,351.0,0,0,1.0,False,True,64,1
Ego4D__clips__88aeae01-c4c4-4ffe-aae7-0ff35851ae63,78,EPM,Did I see a turquoise car?,"['yes', 'no']",yes,A,B) no,B,0.0,363.0,0,0,1.0,False,True,64,1
Ego4D__clips__88aeae01-c4c4-4ffe-aae7-0ff35851ae63,80,EPM,How many magazines were on the table?,"['1', '2', '3', '4']",1,A,B) 2,B,0.0,364.0,0,0,1.0,False,True,64,1
Ego4D__clips__88aeae01-c4c4-4ffe-aae7-0ff35851ae63,81,EPM,In what location did I see remote control?,"['glass table', 'coffee table', 'bedside table', 'kitchen counter']",glass table,A,A) glass table,A,100.0,453.0,0,0,1.0,False,True,64,1
Ego4D__clips__88dcb32f-a537-47de-b3bf-f9149352bbb9,43,EPM,Who did I talk to at the workshop?,"['a woman who wore a jacket', 'a man who wore a jacket', 'a woman who wore a dress', 'a man who wore a dress']",a man who wore a jacket,B,B) a man who wore a jacket,B,100.0,243.0,0,0,1.0,False,True,64,1
Ego4D__clips__88dcb32f-a537-47de-b3bf-f9149352bbb9,44,EPM,Where did I put the bolt?,"['working table', 'on the floor', 'iron feeling machine', 'tool box']",iron feeling machine,C,D) tool box,D,0.0,308.0,0,0,1.0,False,True,64,1
Ego4D__clips__88dcb32f-a537-47de-b3bf-f9149352bbb9,45,EPM,Where is the tool?,"['at the working table', 'on the floor', 'on the machine', 'in the tool box']",on the floor,B,C) on the machine,C,0.0,340.0,0,0,1.0,False,True,64,1
Ego4D__clips__88dcb32f-a537-47de-b3bf-f9149352bbb9,339,HLD,Where is the screwdriver?,"['on the motorcycle', 'in the toolbox', 'at the working table', 'Unable to answer']",Unable to answer,D,D) Unable to answer,D,100.0,384.0,0,0,1.0,False,True,64,1
Ego4D__clips__88dcb32f-a537-47de-b3bf-f9149352bbb9,46,EPM,What tool did I use to tighten the screw?,"['using a screwdriver', 'using a hammer', 'using pliers', 'using a wrench']",using a screwdriver,A,A) using a screwdriver,A,100.0,409.0,0,0,1.0,False,True,64,1
Ego4D__clips__89193dbc-0ffa-4ee2-9ea8-c434ce177310,364,HLD,Where did I put the knife,"['on the chopping board', 'Unable to answer', 'in the dish drainer', 'on the table']",Unable to answer,B,A) on the chopping board,A,0.0,367.0,0,0,1.0,False,True,64,1
Ego4D__clips__89193dbc-0ffa-4ee2-9ea8-c434ce177310,363,HLD,Did i leave the water running? ,"['yes', 'Unable to answer']",Unable to answer,B,B) Unable to answer,B,100.0,408.0,0,0,1.0,False,True,64,1
Ego4D__clips__8a855547-3574-4e67-a7ac-41b072984e3b,349,HLD,Where did I put the bottle of water I drank from?,"['Unable to answer', 'in the tool bag', 'in the van', 'on the floor']",Unable to answer,A,A) Unable to answer,A,100.0,323.0,0,0,1.0,False,True,64,1
Ego4D__clips__8a855547-3574-4e67-a7ac-41b072984e3b,348,HLD,Where was the pocket knife?,"['in the toolbox', 'Unable to answer', 'on the countertop']",Unable to answer,B,B) Unable to answer,B,100.0,353.0,0,0,1.0,False,True,64,1
Ego4D__clips__8acaf6f6-5396-4df6-98e6-13baea8f8af8,89,EPM,Where did I put the flour bucket?,"['On the floor', 'On the counter', 'In the dough cabinet', 'On the top of the flour sack']",On the top of the flour sack,D,C) In the dough cabinet,C,0.0,727.0,0,0,1.0,False,True,64,1
Ego4D__clips__8acaf6f6-5396-4df6-98e6-13baea8f8af8,392,HLD,what dough shaper did i push?,"['Unable to answer', 'bread cutter', 'dough cutter', 'pastry wheel']",Unable to answer,A,C) dough cutter,C,0.0,1136.0,0,0,1.0,False,True,64,1
Ego4D__clips__8acaf6f6-5396-4df6-98e6-13baea8f8af8,86,EPM,In what location did I see the oven brush?,"['On the floor', 'On the counter', 'In the dough cabinet', 'In the bucket']",On the floor,A,C) In the dough cabinet,C,0.0,1161.0,0,0,1.0,False,True,64,1
Ego4D__clips__8acaf6f6-5396-4df6-98e6-13baea8f8af8,87,EPM,Who did I interact with when carrying a layer of the cooling rack?,"['A baker man', 'A baker woman', 'A manager', 'A cleaner']",A baker man,A,A) A baker man,A,100.0,1190.0,0,0,1.0,False,True,64,1
Ego4D__clips__8acaf6f6-5396-4df6-98e6-13baea8f8af8,88,EPM,Where was the dough cutter before I picked it?,"['Table', 'Floor', 'Cabinet', 'Shelf']",Table,A,A) Table,A,100.0,1198.0,0,0,1.0,False,True,64,1
Ego4D__clips__8c788340-5a9c-420d-8c29-ed7880d5d9ab,167,EPM,Where did I put the chopping board?,"['side of the sink', 'inside the bowl', 'in the washing machine', 'on the table']",side of the sink,A,D) on the table,D,0.0,45.0,0,0,1.0,False,True,64,1
Ego4D__clips__8c788340-5a9c-420d-8c29-ed7880d5d9ab,164,EPM,What did I put in the washing machine?,"['cloths', 'detergent', 'soap', 'phone']",detergent,B,A) cloths,A,0.0,161.0,0,0,1.0,False,True,64,1
Ego4D__clips__8c788340-5a9c-420d-8c29-ed7880d5d9ab,165,EPM,Did I open the curtains?,"['yes', 'no']",yes,A,B) no,B,0.0,416.0,0,0,1.0,False,True,64,1
Ego4D__clips__8c788340-5a9c-420d-8c29-ed7880d5d9ab,166,EPM,Where was the phone before i picked it?,"['side pocket', 'kitchen counter', 'on the table', 'in the bin']",side pocket,A,C) on the table,C,0.0,450.0,0,0,1.0,False,True,64,1
Ego4D__clips__8d3f5b12-ac2c-4315-80ed-bb827aa91bd4,398,HLD,How many laptops were in the room,"['one', 'Unable to answer', 'three', 'four']",Unable to answer,B,B) Unable to answer,B,100.0,200.0,0,0,1.0,False,True,64,1
Ego4D__clips__9018ea50-bda8-4bb5-a3c1-da81c24d2018,409,HLD,What tool did I take out?,"['Unable to answer', 'screw', 'spanner', 'nut']",Unable to answer,A,C) spanner,C,0.0,309.0,0,0,1.0,False,True,64,1
Ego4D__clips__9018ea50-bda8-4bb5-a3c1-da81c24d2018,410,HLD,in what location did i last see the torch?,"['Unable to answer', 'in a box', 'on the floor', 'under the mower']",Unable to answer,A,A) Unable to answer,A,100.0,414.0,0,0,1.0,False,True,64,1
Ego4D__clips__9093c341-5f95-4402-a2dd-6a84aa42bf1f,305,HLD,What bowl did I scrape?,"['Unable to answer', 'mixing machine bowl', 'a small bowl with cement', 'bucket with cement']",Unable to answer,A,B) mixing machine bowl,B,0.0,320.0,0,0,1.0,False,True,64,1
Ego4D__clips__9093c341-5f95-4402-a2dd-6a84aa42bf1f,304,HLD,where did i put the tumbler,"['Unable to answer', 'on the floor', 'on the table']",Unable to answer,A,C) on the table,C,0.0,358.0,0,0,1.0,False,True,64,1
