video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
fpsstream_000290,causality_detection,What caused the empty bottle to fall over?,the cat flicks it with its tail,D,5.0,1.0,query,347.252,348,600,False,0.0,B,B,D,"['the vibration of the toaster popping', 'the cat nudges the bottle with its feet', 'wind blows over the bottle', 'the cat flicks it with its tail', 'None of the above']",2,0.2136,True,fpsbench_000292,middle,0.5759,343.252,347.252,347.252,30.0,surveil_5.mp4,344,347,4,0.0,0,0,True,28,11,2,1.0,2.0,2155,68208,0.0316,2156,11,15000,0,64,1
fpsstream_000291,fine_grained_motion,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",A throw or slam by the female character,C,6.0,1.0,query,504.074,505,600,False,0.0,A,A,C,"['A punch my the female character', 'A high kick by the female character', 'A throw or slam by the female character', 'A flying kick by the female character', 'None of the above']",2,0.6607,True,fpsbench_000293,late,0.8414,498.074,506.082,504.074,25.0,order_171.mp4,499,504,6,-2.008,0,0,True,28,64,3,1.0,2.5,29380,98980,0.2968,29400,150,15000,1685913600,64,1
fpsstream_000292,fine_grained_motion,What is the second attack the character on the right successfully blocks?,A low kick,D,6.0,1.0,query,71.019,72,600,False,0.0,B,B,D,"['A punch', 'A high kick', 'A slam', 'A low kick', 'None of the above']",2,0.2894,True,fpsbench_000294,early,0.1089,64.019,76.031,71.019,25.0,subPlot_new_all_158.mp4,65,71,7,-5.012,0,0,True,28,22,4,1.0,4.0,4207,14112,0.2981,4312,22,15000,0,64,1
fpsstream_000293,fine_grained_motion,"What kind of attack was performed on the 10th hit of the combo, indicated by the combo counter?",A side kick,C,8.0,1.0,query,309.54,310,600,False,0.0,B,B,C,"['A punch', 'A roundhouse kick', 'A side kick', 'A slash', 'None of the above']",2,0.432,True,fpsbench_000295,middle,0.5094,300.54,310.54,309.54,24.0,subPlot_new_all_152.mp4,301,309,9,-1.0,0,0,True,28,64,5,0.9286,4.3929,13839,60760,0.2278,13916,71,15000,0,64,1
fpsstream_000294,fine_grained_motion,"What kind of attack was performed on the 4th hit of the combo, indicated by the combo counter?",A low kick,C,8.0,1.0,query,466.677,467,600,False,0.0,B,B,C,"['A punch', 'A high kick', 'A low kick', 'A downwards kick', 'None of the above']",2,0.8494,True,fpsbench_000296,late,0.7769,460.677,467.677,466.677,25.0,subPlot_new_all_35.mp4,461,466,6,-1.0,0,0,True,28,64,3,1.0,2.3571,33470,91532,0.3657,33516,171,15000,1921941504,64,1
fpsstream_000295,fine_grained_motion,"What kind of attack was performed on the 12th hit of the combo, indicated by the combo counter?",An upwards kick,C,8.0,1.0,query,79.305,80,600,False,0.0,D,D,C,"['A downwards slam', 'An uppercut', 'An upwards kick', 'A downwards kick', 'None of the above']",2,0.2758,True,fpsbench_000297,early,0.1242,73.305,83.305,79.305,25.0,subPlot_new_all_29.mp4,74,79,6,-4.0,0,0,True,28,32,3,1.0,3.0,6130,15680,0.3909,6272,32,15000,0,64,1
fpsstream_000296,fine_grained_motion,On which hit of the combo does the character perform a kick?,The 7th hit,B,8.0,1.0,query,348.38,349,600,False,100.0,B,B,B,"['The 6th hit', 'The 7th hit', 'The 8th hit', 'The 9th hit', 'None of the above']",2,0.6282,True,fpsbench_000298,middle,0.5791,343.38,350.38,348.38,25.0,order_71.mp4,344,348,5,-2.0,0,0,True,28,64,3,1.0,2.8571,21329,68404,0.3118,21364,109,15000,1225097216,64,1
fpsstream_000297,fine_grained_motion,On which hit of the combo does the character perform a high kick?,The 5th hit,B,7.0,1.0,query,438.976,439,600,False,100.0,B,B,B,"['The 4th hit', 'The 5th hit', 'The 6th hit', 'The 7th hit', 'None of the above']",2,0.6248,True,fpsbench_000299,late,0.7318,433.976,440.976,438.976,24.0,subPlot_new_all_12.mp4,434,438,5,-2.0,0,0,True,28,64,3,1.0,2.1071,30173,86044,0.3507,30184,154,15000,1730871296,64,1
fpsstream_000298,fine_grained_motion,What kind of attack caused the knockout?,A roundhouse kick,D,5.0,1.0,query,95.649,96,600,False,0.0,B,B,D,"['A punch', 'A low kick', 'A side kick', 'A roundhouse kick', 'None of the above']",2,0.2157,True,fpsbench_000300,early,0.1454,85.649,96.66,95.649,25.0,subPlot_new_all_19.mp4,86,95,10,-1.011,0,0,True,28,19,3,1.0,3.0,3705,18816,0.1969,3724,19,15000,0,64,1
fpsstream_000299,fine_grained_motion,What kind of attack caused the knockout?,A left handed punch,B,8.0,1.0,query,313.762,314,600,False,100.0,B,B,B,"['A right handed punch', 'A left handed punch', 'A low kick', 'An uppercut', 'None of the above']",2,0.5973,True,fpsbench_000301,middle,0.519,307.762,314.769,313.762,25.0,count_1.mp4,308,313,6,-1.007,0,0,True,28,64,3,1.0,2.2143,15541,61544,0.2525,15680,80,15000,899153920,64,1
fpsstream_000300,fine_grained_motion,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",A downwards kick,D,12.0,1.0,query,520.86,521,600,False,0.0,C,C,D,"['A front kick', 'A low kick', 'An upwards kick', 'A downwards kick', 'None of the above']",2,0.639,True,fpsbench_000302,late,0.8704,517.86,522.866,520.86,25.0,movie101_16.mp4,518,520,3,-2.006,0,0,True,28,64,2,1.0,1.9286,34424,102116,0.3371,34496,176,15000,1978138624,64,1
fpsstream_000301,action_order,What are the sequence of actions done by the person wearing glasses?,"The person ducks, blocks an attack with his arm, delivers a shoulder strike, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch",A,4.0,1.0,query,103.402,104,600,False,100.0,A,A,A,"['The person ducks, blocks an attack with his arm, delivers a shoulder strike, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch', 'The person delivers a shoulder strike, ducks to avoid a punch, blocks an attack, executes a kick, ducks a second time, and finishes with a punch after blocking more attacks', 'The person ducks, parries an attack with his arm, shoves the other person, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch', 'The person ducks, blocks an attack, hits the other person with a shoulder strike, executes a kick, blocks subsequent attacks, and finishes with a punch', 'None of the above']",2,0.298,True,fpsbench_000303,early,0.1554,91.402,103.414,103.402,30.0,order_81.mp4,92,103,12,-0.012,0,0,True,28,35,6,1.0,6.0,6727,20384,0.33,6860,35,15000,0,64,1
fpsstream_000302,action_order,What are the sequence of actions done by the person in blue tshirt?,"He punches, holds the other person's neck, slaps, pushes the head with his arm, and then punches the face",C,5.0,1.0,query,265.629,266,600,False,100.0,C,C,C,"[""He punches, holds the other person's neck, pushes the head with his arm, slaps, and then punches the face"", ""He holds the other person's neck, punches, slaps, pushes the head with his arm, and then punches the face"", ""He punches, holds the other person's neck, slaps, pushes the head with his arm, and then punches the face"", ""He punches the face, holds the other person's neck, slaps, pushes the head with his arm, and then punches again"", 'None of the above']",2,0.6269,True,fpsbench_000304,middle,0.4333,255.629,265.639,265.629,24.0,movie101_111.mp4,256,265,10,-0.01,0,0,True,28,64,3,0.7857,2.0714,17832,52136,0.342,17836,91,15000,1022787584,64,1
fpsstream_000303,action_order,What is the precise sequence of actions performed by the couple during their ice-skating routine?,"They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, make a small jump into a half rotation while swinging their right leg, and then kick their left leg back",D,4.0,1.0,query,502.092,503,600,False,100.0,D,D,D,"['They spin anticlockwise in sync, swing their right leg forward, kick their left leg back, make a small jump into a half rotation while swinging their left leg, and then kick their right leg back', 'They spin anticlockwise in sync, swing their right leg forward, swing their left leg, and then kick their right leg back', 'They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, swing their right leg, and then kick their left leg back', 'They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, make a small jump into a half rotation while swinging their right leg, and then kick their left leg back', 'None of the above']",2,0.6422,True,fpsbench_000305,late,0.8341,492.092,502.092,502.092,25.0,subPlot_new_all_99.mp4,493,502,10,0.0,0,0,True,28,64,5,1.0,3.8571,31568,98588,0.3202,31752,162,15000,1820786688,64,1
fpsstream_000304,action_order,Which option accurately describes the sequence of the horse's actions in the video?,"The horse marches towards the camera, strikes a fence, performs a forward flip, shakes its head to remove the leash, rears up while neighing, and causes the rider to fall",B,6.0,1.0,query,126.531,127,600,False,0.0,D,D,B,"['The horse marches towards the camera, strikes a fence, rears up while neighing, and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip, shakes its head to remove the leash, rears up while neighing, and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip, rears up while neighing, shakes its head to remove the leash, and causes the rider to fall', 'None of the above']",2,0.3502,True,fpsbench_000306,early,0.1948,114.531,126.531,126.531,25.0,subPlot_new_all_8.mp4,115,126,12,0.0,0,0,True,28,51,7,1.0,7.0,9813,24892,0.3942,9996,51,15000,0,64,1
fpsstream_000305,action_order,What is the correct sequence of actions performed by the character in green pants?,"The character in green pants kicks, punches, ducks, drinks, defends, and then falls",C,5.0,1.0,query,330.57,331,600,False,100.0,C,C,C,"['The person kicks, punches, ducks, drinks, and then falls', 'The person kicks, punches, drinks, defends, and then falls', 'The character in green pants kicks, punches, ducks, drinks, defends, and then falls', 'The person kicks, ducks to catch a bottle with their tongue, drinks, and then falls', 'None of the above']",2,0.702,True,fpsbench_000307,middle,0.5464,324.57,330.57,330.57,25.0,subPlot_new_all_72.mp4,325,330,6,0.0,0,0,True,28,64,3,1.0,2.5714,17517,64876,0.27,17640,90,15000,1011548160,64,1
fpsstream_000306,action_order,"Immediately after the cat climbs out of the bathtub, what does the other cat do?",Performs a forward flip,D,4.0,1.0,query,498.052,499,600,False,0.0,C,C,D,"['Jumps from the floor out of fear', 'Slips and fell down from a basin', 'Jumps into the bathtub', 'Performs a forward flip', 'None of the above']",2,0.6387,True,fpsbench_000308,late,0.8306,490.052,500.062,498.052,25.0,subPlot_new_all_28.mp4,491,498,8,-2.01,0,0,True,28,64,4,0.9286,2.6429,24841,97804,0.254,24892,127,15000,1427406848,64,1
fpsstream_000307,action_order,What is the very last thing the dog does before it starts moving through the orange cones?,Shakes its head,B,6.0,1.0,query,111.142,112,600,False,0.0,A,A,B,"['Looks back', 'Shakes its head', 'Barks', 'Taps its legs in cross manner', 'None of the above']",2,0.2838,True,fpsbench_000309,early,0.1805,106.142,118.151,111.142,25.0,subPlot_new_all_93.mp4,107,111,5,-7.009,0,0,True,28,42,3,1.0,3.0,8078,21952,0.368,8232,42,15000,0,64,1
fpsstream_000308,action_order,What action does the man do just after spinning the girl 3 times?,Lifts his left leg and arm and then spins once,C,8.0,1.0,query,297.256,298,600,False,0.0,A,A,C,"['Lifts his left leg and then hold the girls hand', 'Lifts his leg only and then spins once', 'Lifts his left leg and arm and then spins once', ""Spins and then hold the girl's hand and continues dancing"", 'None of the above']",2,0.3551,True,fpsbench_000310,middle,0.492,290.256,300.256,297.256,30.0,order_112.mp4,291,297,7,-3.0,0,0,True,28,59,4,1.0,4.0,11398,58408,0.1951,11564,59,15000,0,64,1
fpsstream_000309,action_order,Which option accurately describes the sequence of the attacking play and the subsequent celebration by the white team?,"A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a heart symbol with his hands",C,5.0,1.0,query,449.193,450,600,False,0.0,B,B,C,"['A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by raising his two hands', 'A player with the ball passes to a teammate who draws two defenders towards him. This teammate then back-heels the ball back to the first player, who shoots and scores. The goalscorer celebrates by pointing to the player who assisted him', 'A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a heart symbol with his hands', 'A player passes the ball to his teammate, who passes him back instantly. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a victory symbol', 'None of the above']",2,0.8613,True,fpsbench_000311,late,0.7457,442.193,449.2,449.193,25.0,order_84.mp4,443,449,7,-0.007,0,0,True,28,64,3,1.0,2.5714,24406,88200,0.2767,24500,125,15000,1404928000,64,1
fpsstream_000310,action_order,Which of the following options accurately describes the sequence of actions initiated by the team in the white+red jersey?,"A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper saves the rebound with his leg, and after a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal",D,5.0,1.0,query,107.733,108,600,False,100.0,D,D,D,"[""A player takes a free kick, leading to a header that hits the goalpost. Another player then takes a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal"", ""A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper gives an incorrect pass to a player in white+red jersey who passes back and then forward which is deflected by a defender's slide. Finally, another player scores the goal"", ""A player takes a free kick, and a teammate's header is saved directly by the goalkeeper. The keeper drops the ball, and after a scramble involving a defender's slide, a player scores on the loose ball"", ""A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper saves the rebound with his leg, and after a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal"", 'None of the above']",2,0.2964,True,fpsbench_000312,early,0.1657,97.733,107.743,107.733,25.0,subPlot_new_all_188.mp4,98,107,10,-0.01,0,0,True,28,28,5,1.0,5.0,5303,21168,0.2505,5488,28,15000,0,64,1
fpsstream_000311,action_order,Which of the following options accurately describes the sequence of actions initiated by the team in the blue jersey?,"Freekick, header, shoot, shoot",B,8.0,1.0,query,280.798,281,600,False,0.0,C,C,B,"['Freekick, header, shoot', 'Freekick, header, shoot, shoot', 'Freekick, header, pass, shoot', 'Freekick, header, shoot, pass, shoot', 'None of the above']",2,0.6082,True,fpsbench_000313,middle,0.4626,274.798,280.798,280.798,25.0,subPlot_new_all_108.mp4,275,280,6,0.0,0,0,True,28,64,3,0.8571,1.5,19303,55076,0.3505,19404,99,15000,1112702976,64,1
fpsstream_000312,action_order,What are the sequence of actions done by players in yellow?,"The player dribbles, attempts a shot and misses, another player catches the rebound in mid-air, and then scores",A,4.0,1.0,query,423.382,424,600,False,100.0,A,A,A,"['The player dribbles, attempts a shot and misses, another player catches the rebound in mid-air, and then scores', 'The player dribbles towards the basket and scores', 'The player dribbles, attempts a shot that misses, retrieves the ball mid air, and then scores', 'The player dribbles, passes the ball to a teammate who misses a shot, and then the original player catches the rebound and scores', 'None of the above']",2,0.6359,True,fpsbench_000314,late,0.7027,417.382,423.382,423.382,25.0,subPlot_new_all_173.mp4,418,423,6,0.0,0,0,True,28,64,2,0.9286,1.6786,22731,83104,0.2735,22736,116,15000,1303773184,64,1
fpsstream_000313,action_order,What are the sequence of actions done by players in white?,"Dribble twice, pass, pass, dribble four times, pass, pass, dribbles twice, misses the shot",B,5.0,1.0,query,124.582,125,600,False,100.0,B,B,B,"['Dribble, pass, pass, dribble three times, pass, dribbles twice, misses the shot', 'Dribble twice, pass, pass, dribble four times, pass, pass, dribbles twice, misses the shot', 'Dribble twice, pass, dribble four times, pass, pass, dribbles twice, misses the shot', 'Dribble twice, pass, pass, dribble three times, pass, pass, dribbles twice, scores', 'None of the above']",2,0.2982,True,fpsbench_000315,early,0.1873,109.582,124.597,124.582,25.0,order_86.mp4,110,124,15,-0.015,0,0,True,28,43,3,1.0,3.0,8405,24500,0.3431,8428,43,15000,0,64,1
fpsstream_000314,action_order,What are the sequence of actions done by the character in black?,"Punch, punch, jump and roll over, punch, kick, jump, defend",C,5.0,1.0,query,276.362,277,600,False,100.0,C,C,C,"['Punch, punch, jump and roll over, kick, jump, defend', 'Punch, jump and roll over, punch, kick, defend', 'Punch, punch, jump and roll over, punch, kick, jump, defend', 'Punch, punch, jump and roll over, punch, defend', 'None of the above']",2,0.61,True,fpsbench_000316,middle,0.4533,268.362,276.37,276.362,25.0,subPlot_new_all_120.mp4,269,276,8,-0.008,0,0,True,28,64,3,1.0,2.7143,18981,54292,0.3496,19012,97,15000,1090224128,64,1
fpsstream_000315,action_order,In what order the dribbles done by the man are in sync and out of sync,"in sync six times, out of sync six times, in sync five times, out of sync six times",D,15.0,1.0,query,508.125,509,600,False,0.0,A,A,D,"['out of sync six times, in sync six times, out of sync five times, in sync six times', 'in sync six times, out of sync five times, in sync five times, out of sync five times', 'in sync five times, out of sync five times, in sync five times, out of sync five times', 'in sync six times, out of sync six times, in sync five times, out of sync six times', 'None of the above']",2,0.5856,True,fpsbench_000317,late,0.8443,498.125,508.135,508.125,28.0,order_31.mp4,499,508,10,-0.01,0,0,True,28,64,3,1.0,1.8929,37921,99764,0.3801,38024,194,15000,2180448256,64,1
fpsstream_000316,action_order,What is the sequence of actions done by the team in green?,"The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender",C,4.0,1.0,query,159.309,160,600,False,0.0,B,B,C,"['The quarterback receives the snap and throws a short screen pass to the right; the receiver catches the ball and is tackled immediately after a short gain', 'The quarterback fakes a handoff, drops back, and throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender', 'The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender', 'The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right, but the pass is incomplete as the defender breaks it up', 'None of the above']",2,0.3367,True,fpsbench_000318,early,0.2568,152.309,159.316,159.309,30.0,count_187.mp4,153,159,7,-0.007,0,0,True,28,45,4,1.0,4.0,8633,31360,0.2753,8820,45,15000,0,64,1
fpsstream_000317,action_order,What is the order of attacks performed by the male character?,"two low kicks, followed by three punches and finally a high kick",B,7.0,1.0,query,321.071,322,600,False,100.0,B,B,B,"['one low kick, followed by a high kick and finally three punches', 'two low kicks, followed by three punches and finally a high kick', 'one low kick, followed by 4 punchs and finally a high kick', 'three punches, followed by a low kick and finally a high kick', 'None of the above']",2,0.6117,True,fpsbench_000319,middle,0.532,317.071,321.075,321.071,25.0,subPlot_new_all_126.mp4,318,321,4,-0.004,0,0,True,28,64,3,1.0,2.5357,21039,63112,0.3334,21168,108,15000,1213857792,64,1
fpsstream_000318,action_order,What is the order of attacks performed by the female character?,"Crouch, punch, punch, low kick, roundhouse",A,8.0,1.0,query,488.329,489,600,False,0.0,D,D,A,"['Crouch, punch, punch, low kick, roundhouse', 'Punch punch, crouch, low kick, round house', 'Crouch, punch, lowkick, lowkick, roundhouse', 'Crouch, lowkick, punch, punch, roundhouse', 'None of the above']",2,0.6127,True,fpsbench_000320,late,0.8126,484.329,488.329,488.329,25.0,order_126.mp4,485,488,4,0.0,0,0,True,28,64,2,1.0,1.8929,30262,95844,0.3157,30380,155,15000,1742110720,64,1
fpsstream_000319,synchronization_assessment,Which of these about the swimmers is true?,Shaker and Niskayuna touch the wall synchronously,C,6.0,1.0,query,166.896,167,600,False,0.0,A,A,C,"['Betlehem and Shaker touch the wall synchronously', 'Bethlehem touches the wall 5 seconds before Shaker', 'Shaker and Niskayuna touch the wall synchronously', 'Ballston Spa and Niskayuna do not touch the wall synchronously', 'None of the above']",2,0.3253,True,fpsbench_000321,early,0.2735,161.896,169.904,166.896,25.0,subPlot_new_all_197.mp4,162,166,5,-3.008,0,0,True,28,54,3,1.0,3.0,10484,32732,0.3203,10584,54,15000,0,64,1
fpsstream_000320,synchronization_assessment,Is the US swimmer and the other swimmer synchronous?,They are neither synchronous in the first stroke nor on the second stroke,D,5.0,1.0,query,296.598,297,600,False,0.0,C,C,D,"['Yes', 'They are synchronous in the second stroke but not on the first stroke', 'They are synchronous in the first stroke but not on the second stroke', 'They are neither synchronous in the first stroke nor on the second stroke', 'None of the above']",2,0.6505,True,fpsbench_000322,middle,0.4892,290.598,296.598,296.598,25.0,subPlot_new_all_14.mp4,291,296,6,0.0,0,0,True,28,64,4,1.0,2.5357,23523,58212,0.4041,23716,121,15000,1359970304,64,1
fpsstream_000321,synchronization_assessment,Are the three swimmers synchronous?,None of the swimmers are synchronous,D,6.0,1.0,query,531.017,532,600,False,0.0,A,A,D,"['Yes', 'the two swimmers in adjacent lanes are synchronous intially but go out of sync at the end', 'the two swimmers lagging behind are synchronous intially but go out of sync at the end', 'None of the swimmers are synchronous', 'None of the above']",2,0.4442,True,fpsbench_000323,late,0.8951,529.017,538.017,531.017,25.0,subPlot_new_all_114.mp4,530,531,2,-7.0,0,0,True,28,64,3,0.9286,2.7143,13338,104272,0.1279,13524,69,15000,0,64,1
fpsstream_000322,synchronization_assessment,Which of these is false?,swimmers in lanes 1 and 8 raise their heads from the water simultaneously,A,5.0,1.0,query,164.287,165,600,False,0.0,C,C,A,"['swimmers in lanes 1 and 8 raise their heads from the water simultaneously', 'swimmers in lanes 1 and 2 touch the wall at the same time', 'Phelps touches the wall before all the other swimmers', 'the swimmer in lane 3 touches the wall the last', 'None of the above']",2,0.3158,True,fpsbench_000324,early,0.2735,160.287,174.287,164.287,25.0,subPlot_new_all_22.mp4,161,164,4,-10.0,0,0,True,28,57,3,1.0,3.0,11064,32340,0.3421,11172,57,15000,0,64,1
fpsstream_000323,synchronization_assessment,"When the red player goes for a layup, does he or the player guarding him leave the ground first?",The player in red has both feet off the ground first.,A,7.0,1.0,query,336.602,337,600,False,0.0,B,B,A,"['The player in red has both feet off the ground first.', 'The player in white has both feet off the ground first.', 'They jump at the same time.', 'Neither leaves the ground.', 'None of the above']",2,0.6479,True,fpsbench_000325,middle,0.557,328.602,338.612,336.602,25.0,subPlot_new_all_83.mp4,329,336,8,-2.01,0,0,True,28,64,4,1.0,3.0,20643,66052,0.3125,20776,106,15000,1191378944,64,1
fpsstream_000324,synchronization_assessment,Is the person snapping his fingers synchronously?,Yes,A,7.0,1.0,query,466.724,467,600,False,0.0,D,D,A,"['Yes', 'he snaps on his left hand before the right', 'he snaps on his right hand before the right', 'he is snapping fingers alternately', 'None of the above']",2,0.637,True,fpsbench_000326,late,0.782,463.724,470.731,466.724,30.0,count_229.mp4,464,466,3,-4.007,0,0,True,28,64,2,0.75,0.8571,28874,91532,0.3155,29008,148,15000,1663434752,64,1
fpsstream_000325,synchronization_assessment,Which of these is true?,the two people standing close to each other raise their hands synchronously,B,4.0,1.0,query,140.235,141,600,False,100.0,B,B,B,"['all three people raise their hands synchronously after they hit the cymbals', 'the two people standing close to each other raise their hands synchronously', 'the person in in the middle raises their hands after the person on the right does', 'the person in in the middle raises their hands before the person on the right does', 'None of the above']",2,0.3011,True,fpsbench_000327,early,0.227,133.235,146.248,140.235,30.0,order_20.mp4,134,140,7,-6.013,0,0,True,28,51,4,1.0,4.0,9889,27636,0.3578,9996,51,15000,0,64,1
fpsstream_000326,synchronization_assessment,Did they all flash their suits fully open at the same time?,The second person from the left does it first,C,5.0,1.0,query,302.076,303,600,False,0.0,A,A,C,"['Yes', 'The first person from the right does it first', 'The second person from the left does it first', 'The thrid person from the left does it first', 'None of the above']",2,0.6516,True,fpsbench_000328,middle,0.5001,295.076,305.076,302.076,25.0,movie101_57.mp4,296,302,7,-3.0,0,0,True,28,64,2,1.0,1.5357,17920,59388,0.3017,18032,92,15000,1034027008,64,1
fpsstream_000327,synchronization_assessment,Which of these is false about the musicians in the first row?,more than three musicians raise their trumpets synchronously,C,5.0,1.0,query,466.332,467,600,False,100.0,C,C,C,"['one musician raises their trumpet before the rest', 'only three musicians raise their trumpets synchronously', 'more than three musicians raise their trumpets synchronously', 'they were waving their trumpets synchronously before they raise them', 'None of the above']",2,0.6025,True,fpsbench_000329,late,0.7763,460.332,467.339,466.332,25.0,subPlot_new_all_15.mp4,461,466,6,-1.007,0,0,True,28,64,3,0.3929,0.5714,39021,91532,0.4263,39200,200,15000,2247884800,64,1
fpsstream_000328,synchronization_assessment,Are the dancers synchronous when they raise their right hand and turn counterclockwise?,"No, but the dancers on the extremes do it in sync",D,4.0,1.0,query,164.644,165,600,False,0.0,A,A,D,"['Yes', 'No, the first dancer from the left does it first and the rest follow', 'No, the third dancer from the right does after the rest of the dancers', 'No, but the dancers on the extremes do it in sync', 'None of the above']",2,0.3983,True,fpsbench_000330,early,0.2596,152.644,164.656,164.644,25.0,subPlot_new_all_159.mp4,153,164,12,-0.012,0,0,True,28,61,3,1.0,3.0,11770,32340,0.3639,11956,61,15000,0,64,1
fpsstream_000329,action_order,What are the sequence of actions done by the couple dancing?,"The woman performs a solo clockwise spin, after which the couple spins together first counter-clockwise then clockwise, and they take a step backward",A,4.0,1.0,query,251.015,252,600,False,0.0,B,B,A,"['The woman performs a solo clockwise spin, after which the couple spins together first counter-clockwise then clockwise, and they take a step backward', 'The woman performs a solo counter-clockwise spin, after which the couple spins together first clockwise then counter-clockwise, and they take a synchronized step backward', 'The woman performs two solo clockwise spins, after which the couple spins together counter-clockwise, and they take a step backward', 'The woman performs a solo clockwise spin, after which the couple spins together two times in the same direction, and they take a step backward', 'None of the above']",2,0.6219,True,fpsbench_000331,middle,0.4095,242.015,251.024,251.015,25.0,subPlot_new_all_139.mp4,243,251,9,-0.009,0,0,True,28,64,3,1.0,2.6071,17005,49392,0.3443,17052,87,15000,977829888,64,1
fpsstream_000330,action_order,What action does the couple do just after the man takes a round dancing around the woman?,They spin twice,D,6.0,1.0,query,448.294,449,600,False,0.0,C,C,D,"['The man spins twice', 'The woman spins once', 'They spin once', 'They spin twice', 'None of the above']",2,0.6288,True,fpsbench_000332,late,0.7463,440.294,450.304,448.294,24.0,subPlot_new_all_34.mp4,441,448,8,-2.01,0,0,True,28,64,3,1.0,1.4643,24789,88004,0.2817,24892,127,15000,1427406848,64,1
fpsstream_000332,action_order,Which of the following options best describes the sequence of actions performed by the skateboarder?,"The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, transitions to riding on the wheels along the bench, and then jumps off, flipping the board once after landing",B,6.0,1.0,query,355.629,356,600,False,100.0,B,B,B,"['The skateboarder approaches the bench, jumps onto it to ride on the wheels, and then jumps off, flipping the board once before landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, transitions to riding on the wheels along the bench, and then jumps off, flipping the board once after landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, then jumps directly off the bench and flips the board once after landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, flips the board once, and then jumps off, flipping the board once again after landing', 'None of the above']",2,0.619,True,fpsbench_000334,middle,0.5872,347.629,355.637,355.629,25.0,subPlot_new_all_89.mp4,348,355,8,-0.008,0,0,True,28,64,4,0.7143,1.6071,24360,69776,0.3491,24500,125,15000,1404928000,64,1
