video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,retrieve_size,chunk_size
fpsstream_000294,fine_grained_motion,"What kind of attack was performed on the 4th hit of the combo, indicated by the combo counter?",A low kick,C,8.0,4.0,query,466.677,1867,2400,False,0.0,B,B,C,"['A punch', 'A high kick', 'A low kick', 'A downwards kick', 'None of the above']",2,0.5008,True,fpsbench_000296,late,0.7769,460.677,467.677,466.677,25.0,subPlot_new_all_35.mp4,1843,1866,24,-1.0,0,0,True,28,64,24,1.0,15.75,64,1
fpsstream_000295,fine_grained_motion,"What kind of attack was performed on the 12th hit of the combo, indicated by the combo counter?",An upwards kick,C,8.0,4.0,query,79.305,318,2400,False,0.0,D,D,C,"['A downwards slam', 'An uppercut', 'An upwards kick', 'A downwards kick', 'None of the above']",2,0.4277,True,fpsbench_000297,early,0.1242,73.305,83.305,79.305,25.0,subPlot_new_all_29.mp4,294,317,24,-4.0,0,0,True,28,64,24,1.0,23.4643,64,1
fpsstream_000296,fine_grained_motion,On which hit of the combo does the character perform a kick?,The 7th hit,B,8.0,4.0,query,348.38,1394,2400,False,100.0,B,B,B,"['The 6th hit', 'The 7th hit', 'The 8th hit', 'The 9th hit', 'None of the above']",2,0.4288,True,fpsbench_000298,middle,0.5791,343.38,350.38,348.38,25.0,order_71.mp4,1374,1393,20,-2.0,0,0,True,28,64,20,0.9643,13.1429,64,1
fpsstream_000297,fine_grained_motion,On which hit of the combo does the character perform a high kick?,The 5th hit,B,7.0,4.0,query,438.976,1756,2400,False,100.0,B,B,B,"['The 4th hit', 'The 5th hit', 'The 6th hit', 'The 7th hit', 'None of the above']",2,0.5665,True,fpsbench_000299,late,0.7318,433.976,440.976,438.976,24.0,subPlot_new_all_12.mp4,1736,1755,20,-2.0,0,0,True,28,64,20,1.0,14.0714,64,1
fpsstream_000298,fine_grained_motion,What kind of attack caused the knockout?,A roundhouse kick,D,5.0,4.0,query,95.649,383,2400,False,0.0,B,B,D,"['A punch', 'A low kick', 'A side kick', 'A roundhouse kick', 'None of the above']",2,0.5628,True,fpsbench_000300,early,0.1454,85.649,96.66,95.649,25.0,subPlot_new_all_19.mp4,343,382,40,-1.011,0,0,True,28,64,40,0.9643,16.7857,64,1
fpsstream_000299,fine_grained_motion,What kind of attack caused the knockout?,A left handed punch,B,8.0,4.0,query,313.762,1256,2400,False,0.0,A,A,B,"['A right handed punch', 'A left handed punch', 'A low kick', 'An uppercut', 'None of the above']",2,0.4733,True,fpsbench_000301,middle,0.519,307.762,314.769,313.762,25.0,count_1.mp4,1232,1255,24,-1.007,0,0,True,28,64,24,0.75,2.7857,64,1
fpsstream_000300,fine_grained_motion,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",A downwards kick,D,12.0,4.0,query,520.86,2084,2400,False,0.0,A,A,D,"['A front kick', 'A low kick', 'An upwards kick', 'A downwards kick', 'None of the above']",2,0.4817,True,fpsbench_000302,late,0.8704,517.86,522.866,520.86,25.0,movie101_16.mp4,2072,2083,12,-2.006,0,0,True,28,64,12,1.0,10.3214,64,1
fpsstream_000301,action_order,What are the sequence of actions done by the person wearing glasses?,"The person ducks, blocks an attack with his arm, delivers a shoulder strike, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch",A,4.0,4.0,query,103.402,414,2400,False,100.0,A,A,A,"['The person ducks, blocks an attack with his arm, delivers a shoulder strike, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch', 'The person delivers a shoulder strike, ducks to avoid a punch, blocks an attack, executes a kick, ducks a second time, and finishes with a punch after blocking more attacks', 'The person ducks, parries an attack with his arm, shoves the other person, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch', 'The person ducks, blocks an attack, hits the other person with a shoulder strike, executes a kick, blocks subsequent attacks, and finishes with a punch', 'None of the above']",2,0.4274,True,fpsbench_000303,early,0.1554,91.402,103.414,103.402,30.0,order_81.mp4,366,413,48,-0.012,0,0,True,28,64,48,1.0,16.8214,64,1
fpsstream_000302,action_order,What are the sequence of actions done by the person in blue tshirt?,"He punches, holds the other person's neck, slaps, pushes the head with his arm, and then punches the face",C,5.0,4.0,query,265.629,1063,2400,False,100.0,C,C,C,"[""He punches, holds the other person's neck, pushes the head with his arm, slaps, and then punches the face"", ""He holds the other person's neck, punches, slaps, pushes the head with his arm, and then punches the face"", ""He punches, holds the other person's neck, slaps, pushes the head with his arm, and then punches the face"", ""He punches the face, holds the other person's neck, slaps, pushes the head with his arm, and then punches again"", 'None of the above']",2,0.5344,True,fpsbench_000304,middle,0.4333,255.629,265.639,265.629,24.0,movie101_111.mp4,1023,1062,40,-0.01,0,0,True,28,64,40,0.6071,1.8214,64,1
fpsstream_000303,action_order,What is the precise sequence of actions performed by the couple during their ice-skating routine?,"They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, make a small jump into a half rotation while swinging their right leg, and then kick their left leg back",D,4.0,4.0,query,502.092,2009,2400,False,100.0,D,D,D,"['They spin anticlockwise in sync, swing their right leg forward, kick their left leg back, make a small jump into a half rotation while swinging their left leg, and then kick their right leg back', 'They spin anticlockwise in sync, swing their right leg forward, swing their left leg, and then kick their right leg back', 'They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, swing their right leg, and then kick their left leg back', 'They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, make a small jump into a half rotation while swinging their right leg, and then kick their left leg back', 'None of the above']",2,0.512,True,fpsbench_000305,late,0.8341,492.092,502.092,502.092,25.0,subPlot_new_all_99.mp4,1969,2008,40,0.0,0,0,True,28,64,40,1.0,8.6429,64,1
fpsstream_000304,action_order,Which option accurately describes the sequence of the horse's actions in the video?,"The horse marches towards the camera, strikes a fence, performs a forward flip, shakes its head to remove the leash, rears up while neighing, and causes the rider to fall",B,6.0,4.0,query,126.531,507,2400,False,0.0,D,D,B,"['The horse marches towards the camera, strikes a fence, rears up while neighing, and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip, shakes its head to remove the leash, rears up while neighing, and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip and causes the rider to fall', 'The horse marches towards the camera, strikes a fence, performs a forward flip, rears up while neighing, shakes its head to remove the leash, and causes the rider to fall', 'None of the above']",2,0.4494,True,fpsbench_000306,early,0.1948,114.531,126.531,126.531,25.0,subPlot_new_all_8.mp4,459,506,48,0.0,0,0,True,28,64,48,0.75,10.2143,64,1
fpsstream_000305,action_order,What is the correct sequence of actions performed by the character in green pants?,"The character in green pants kicks, punches, ducks, drinks, defends, and then falls",C,5.0,4.0,query,330.57,1323,2400,False,100.0,C,C,C,"['The person kicks, punches, ducks, drinks, and then falls', 'The person kicks, punches, drinks, defends, and then falls', 'The character in green pants kicks, punches, ducks, drinks, defends, and then falls', 'The person kicks, ducks to catch a bottle with their tongue, drinks, and then falls', 'None of the above']",2,0.6829,True,fpsbench_000307,middle,0.5464,324.57,330.57,330.57,25.0,subPlot_new_all_72.mp4,1299,1322,24,0.0,0,0,True,28,64,24,1.0,14.7143,64,1
fpsstream_000306,action_order,"Immediately after the cat climbs out of the bathtub, what does the other cat do?",Performs a forward flip,D,4.0,4.0,query,498.052,1993,2400,False,0.0,C,C,D,"['Jumps from the floor out of fear', 'Slips and fell down from a basin', 'Jumps into the bathtub', 'Performs a forward flip', 'None of the above']",2,0.3289,True,fpsbench_000308,late,0.8306,490.052,500.062,498.052,25.0,subPlot_new_all_28.mp4,1961,1992,32,-2.01,0,0,True,28,64,32,0.6071,2.4643,64,1
fpsstream_000307,action_order,What is the very last thing the dog does before it starts moving through the orange cones?,Shakes its head,B,6.0,4.0,query,111.142,445,2400,False,0.0,A,A,B,"['Looks back', 'Shakes its head', 'Barks', 'Taps its legs in cross manner', 'None of the above']",2,0.5307,True,fpsbench_000309,early,0.1805,106.142,118.151,111.142,25.0,subPlot_new_all_93.mp4,425,444,20,-7.009,0,0,True,28,64,20,0.7143,3.5,64,1
fpsstream_000308,action_order,What action does the man do just after spinning the girl 3 times?,Lifts his left leg and arm and then spins once,C,8.0,4.0,query,297.256,1190,2400,False,0.0,D,D,C,"['Lifts his left leg and then hold the girls hand', 'Lifts his leg only and then spins once', 'Lifts his left leg and arm and then spins once', ""Spins and then hold the girl's hand and continues dancing"", 'None of the above']",2,0.4772,True,fpsbench_000310,middle,0.492,290.256,300.256,297.256,30.0,order_112.mp4,1162,1189,28,-3.0,0,0,True,28,64,28,0.8214,5.0,64,1
fpsstream_000309,action_order,Which option accurately describes the sequence of the attacking play and the subsequent celebration by the white team?,"A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a heart symbol with his hands",C,5.0,4.0,query,449.193,1797,2400,False,100.0,C,C,C,"['A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by raising his two hands', 'A player with the ball passes to a teammate who draws two defenders towards him. This teammate then back-heels the ball back to the first player, who shoots and scores. The goalscorer celebrates by pointing to the player who assisted him', 'A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a heart symbol with his hands', 'A player passes the ball to his teammate, who passes him back instantly. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a victory symbol', 'None of the above']",2,0.484,True,fpsbench_000311,late,0.7457,442.193,449.2,449.193,25.0,order_84.mp4,1769,1796,28,-0.007,0,0,True,28,64,28,0.75,1.1429,64,1
fpsstream_000310,action_order,Which of the following options accurately describes the sequence of actions initiated by the team in the white+red jersey?,"A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper saves the rebound with his leg, and after a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal",D,5.0,4.0,query,107.733,431,2400,False,100.0,D,D,D,"[""A player takes a free kick, leading to a header that hits the goalpost. Another player then takes a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal"", ""A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper gives an incorrect pass to a player in white+red jersey who passes back and then forward which is deflected by a defender's slide. Finally, another player scores the goal"", ""A player takes a free kick, and a teammate's header is saved directly by the goalkeeper. The keeper drops the ball, and after a scramble involving a defender's slide, a player scores on the loose ball"", ""A player takes a free kick, leading to a header that hits the goalpost. The goalkeeper saves the rebound with his leg, and after a short pass back and then forward, a defender's slide blocks the ball. Finally, another player volleys the airborne ball into the goal"", 'None of the above']",2,0.5272,True,fpsbench_000312,early,0.1657,97.733,107.743,107.733,25.0,subPlot_new_all_188.mp4,391,430,40,-0.01,0,0,True,28,64,40,1.0,3.9286,64,1
fpsstream_000311,action_order,Which of the following options accurately describes the sequence of actions initiated by the team in the blue jersey?,"Freekick, header, shoot, shoot",B,8.0,4.0,query,280.798,1124,2400,False,0.0,C,C,B,"['Freekick, header, shoot', 'Freekick, header, shoot, shoot', 'Freekick, header, pass, shoot', 'Freekick, header, shoot, pass, shoot', 'None of the above']",2,0.5586,True,fpsbench_000313,middle,0.4626,274.798,280.798,280.798,25.0,subPlot_new_all_108.mp4,1100,1123,24,0.0,0,0,True,28,64,24,0.6786,1.3929,64,1
fpsstream_000312,action_order,What are the sequence of actions done by players in yellow?,"The player dribbles, attempts a shot and misses, another player catches the rebound in mid-air, and then scores",A,4.0,4.0,query,423.382,1694,2400,False,100.0,A,A,A,"['The player dribbles, attempts a shot and misses, another player catches the rebound in mid-air, and then scores', 'The player dribbles towards the basket and scores', 'The player dribbles, attempts a shot that misses, retrieves the ball mid air, and then scores', 'The player dribbles, passes the ball to a teammate who misses a shot, and then the original player catches the rebound and scores', 'None of the above']",2,0.5798,True,fpsbench_000314,late,0.7027,417.382,423.382,423.382,25.0,subPlot_new_all_173.mp4,1670,1693,24,0.0,0,0,True,28,64,24,0.6786,0.8571,64,1
fpsstream_000313,action_order,What are the sequence of actions done by players in white?,"Dribble twice, pass, pass, dribble four times, pass, pass, dribbles twice, misses the shot",B,5.0,4.0,query,124.582,499,2400,False,100.0,B,B,B,"['Dribble, pass, pass, dribble three times, pass, dribbles twice, misses the shot', 'Dribble twice, pass, pass, dribble four times, pass, pass, dribbles twice, misses the shot', 'Dribble twice, pass, dribble four times, pass, pass, dribbles twice, misses the shot', 'Dribble twice, pass, pass, dribble three times, pass, pass, dribbles twice, scores', 'None of the above']",2,0.4816,True,fpsbench_000315,early,0.1873,109.582,124.597,124.582,25.0,order_86.mp4,439,498,60,-0.015,0,0,True,28,64,60,0.8571,7.3571,64,1
fpsstream_000314,action_order,What are the sequence of actions done by the character in black?,"Punch, punch, jump and roll over, punch, kick, jump, defend",C,5.0,4.0,query,276.362,1106,2400,False,100.0,C,C,C,"['Punch, punch, jump and roll over, kick, jump, defend', 'Punch, jump and roll over, punch, kick, defend', 'Punch, punch, jump and roll over, punch, kick, jump, defend', 'Punch, punch, jump and roll over, punch, defend', 'None of the above']",2,0.5679,True,fpsbench_000316,middle,0.4533,268.362,276.37,276.362,25.0,subPlot_new_all_120.mp4,1074,1105,32,-0.008,0,0,True,28,64,32,1.0,8.5357,64,1
fpsstream_000315,action_order,In what order the dribbles done by the man are in sync and out of sync,"in sync six times, out of sync six times, in sync five times, out of sync six times",D,15.0,4.0,query,508.125,2033,2400,False,0.0,A,A,D,"['out of sync six times, in sync six times, out of sync five times, in sync six times', 'in sync six times, out of sync five times, in sync five times, out of sync five times', 'in sync five times, out of sync five times, in sync five times, out of sync five times', 'in sync six times, out of sync six times, in sync five times, out of sync six times', 'None of the above']",2,0.4337,True,fpsbench_000317,late,0.8443,498.125,508.135,508.125,28.0,order_31.mp4,1993,2032,40,-0.01,0,0,True,28,64,40,0.4286,0.4286,64,1
fpsstream_000316,action_order,What is the sequence of actions done by the team in green?,"The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender",C,4.0,4.0,query,159.309,638,2400,False,0.0,B,B,C,"['The quarterback receives the snap and throws a short screen pass to the right; the receiver catches the ball and is tackled immediately after a short gain', 'The quarterback fakes a handoff, drops back, and throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender', 'The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right; the receiver catches the ball and runs before being tackled by a diving defender', 'The quarterback receives the snap, makes a backward pass to another player who then throws a deep pass to the right, but the pass is incomplete as the defender breaks it up', 'None of the above']",2,0.6921,True,fpsbench_000318,early,0.2568,152.309,159.316,159.309,30.0,count_187.mp4,610,637,28,-0.007,0,0,True,28,64,28,0.9286,4.3571,64,1
fpsstream_000317,action_order,What is the order of attacks performed by the male character?,"two low kicks, followed by three punches and finally a high kick",B,7.0,4.0,query,321.071,1285,2400,False,100.0,B,B,B,"['one low kick, followed by a high kick and finally three punches', 'two low kicks, followed by three punches and finally a high kick', 'one low kick, followed by 4 punchs and finally a high kick', 'three punches, followed by a low kick and finally a high kick', 'None of the above']",2,0.5595,True,fpsbench_000319,middle,0.532,317.071,321.075,321.071,25.0,subPlot_new_all_126.mp4,1269,1284,16,-0.004,0,0,True,28,64,16,1.0,11.0357,64,1
fpsstream_000318,action_order,What is the order of attacks performed by the female character?,"Crouch, punch, punch, low kick, roundhouse",A,8.0,4.0,query,488.329,1954,2400,False,0.0,D,D,A,"['Crouch, punch, punch, low kick, roundhouse', 'Punch punch, crouch, low kick, round house', 'Crouch, punch, lowkick, lowkick, roundhouse', 'Crouch, lowkick, punch, punch, roundhouse', 'None of the above']",2,0.4058,True,fpsbench_000320,late,0.8126,484.329,488.329,488.329,25.0,order_126.mp4,1938,1953,16,0.0,0,0,True,28,64,16,1.0,11.1786,64,1
fpsstream_000319,synchronization_assessment,Which of these about the swimmers is true?,Shaker and Niskayuna touch the wall synchronously,C,6.0,4.0,query,166.896,668,2400,False,0.0,A,A,C,"['Betlehem and Shaker touch the wall synchronously', 'Bethlehem touches the wall 5 seconds before Shaker', 'Shaker and Niskayuna touch the wall synchronously', 'Ballston Spa and Niskayuna do not touch the wall synchronously', 'None of the above']",2,0.4993,True,fpsbench_000321,early,0.2735,161.896,169.904,166.896,25.0,subPlot_new_all_197.mp4,648,667,20,-3.008,0,0,True,28,64,20,0.6429,1.3214,64,1
fpsstream_000320,synchronization_assessment,Is the US swimmer and the other swimmer synchronous?,They are neither synchronous in the first stroke nor on the second stroke,D,5.0,4.0,query,296.598,1187,2400,False,0.0,B,B,D,"['Yes', 'They are synchronous in the second stroke but not on the first stroke', 'They are synchronous in the first stroke but not on the second stroke', 'They are neither synchronous in the first stroke nor on the second stroke', 'None of the above']",2,0.501,True,fpsbench_000322,middle,0.4892,290.598,296.598,296.598,25.0,subPlot_new_all_14.mp4,1163,1186,24,0.0,0,0,True,28,64,24,0.8214,5.0357,64,1
fpsstream_000321,synchronization_assessment,Are the three swimmers synchronous?,None of the swimmers are synchronous,D,6.0,4.0,query,531.017,2125,2400,False,0.0,A,A,D,"['Yes', 'the two swimmers in adjacent lanes are synchronous intially but go out of sync at the end', 'the two swimmers lagging behind are synchronous intially but go out of sync at the end', 'None of the swimmers are synchronous', 'None of the above']",2,0.4027,True,fpsbench_000323,late,0.8951,529.017,538.017,531.017,25.0,subPlot_new_all_114.mp4,2117,2124,8,-7.0,0,0,True,28,64,8,0.9286,5.6786,64,1
fpsstream_000322,synchronization_assessment,Which of these is false?,swimmers in lanes 1 and 8 raise their heads from the water simultaneously,A,5.0,4.0,query,164.287,658,2400,False,0.0,D,D,A,"['swimmers in lanes 1 and 8 raise their heads from the water simultaneously', 'swimmers in lanes 1 and 2 touch the wall at the same time', 'Phelps touches the wall before all the other swimmers', 'the swimmer in lane 3 touches the wall the last', 'None of the above']",2,0.4359,True,fpsbench_000324,early,0.2735,160.287,174.287,164.287,25.0,subPlot_new_all_22.mp4,642,657,16,-10.0,0,0,True,28,64,16,1.0,4.7857,64,1
fpsstream_000323,synchronization_assessment,"When the red player goes for a layup, does he or the player guarding him leave the ground first?",The player in red has both feet off the ground first.,A,7.0,4.0,query,336.602,1347,2400,False,0.0,B,B,A,"['The player in red has both feet off the ground first.', 'The player in white has both feet off the ground first.', 'They jump at the same time.', 'Neither leaves the ground.', 'None of the above']",2,0.5774,True,fpsbench_000325,middle,0.557,328.602,338.612,336.602,25.0,subPlot_new_all_83.mp4,1315,1346,32,-2.01,0,0,True,28,64,32,0.8929,5.3571,64,1
fpsstream_000324,synchronization_assessment,Is the person snapping his fingers synchronously?,Yes,A,7.0,4.0,query,466.724,1867,2400,False,0.0,D,D,A,"['Yes', 'he snaps on his left hand before the right', 'he snaps on his right hand before the right', 'he is snapping fingers alternately', 'None of the above']",2,0.7043,True,fpsbench_000326,late,0.782,463.724,470.731,466.724,30.0,count_229.mp4,1855,1866,12,-4.007,0,0,True,28,64,12,0.5,0.5357,64,1
fpsstream_000325,synchronization_assessment,Which of these is true?,the two people standing close to each other raise their hands synchronously,B,4.0,4.0,query,140.235,561,2400,False,100.0,B,B,B,"['all three people raise their hands synchronously after they hit the cymbals', 'the two people standing close to each other raise their hands synchronously', 'the person in in the middle raises their hands after the person on the right does', 'the person in in the middle raises their hands before the person on the right does', 'None of the above']",2,0.4569,True,fpsbench_000327,early,0.227,133.235,146.248,140.235,30.0,order_20.mp4,533,560,28,-6.013,0,0,True,28,64,28,0.8571,2.3571,64,1
fpsstream_000326,synchronization_assessment,Did they all flash their suits fully open at the same time?,The second person from the left does it first,C,5.0,4.0,query,302.076,1209,2400,False,0.0,A,A,C,"['Yes', 'The first person from the right does it first', 'The second person from the left does it first', 'The thrid person from the left does it first', 'None of the above']",2,0.4361,True,fpsbench_000328,middle,0.5001,295.076,305.076,302.076,25.0,movie101_57.mp4,1181,1208,28,-3.0,0,0,True,28,64,28,0.6786,6.1429,64,1
fpsstream_000327,synchronization_assessment,Which of these is false about the musicians in the first row?,more than three musicians raise their trumpets synchronously,C,5.0,4.0,query,466.332,1866,2400,False,100.0,C,C,C,"['one musician raises their trumpet before the rest', 'only three musicians raise their trumpets synchronously', 'more than three musicians raise their trumpets synchronously', 'they were waving their trumpets synchronously before they raise them', 'None of the above']",2,0.5494,True,fpsbench_000329,late,0.7763,460.332,467.339,466.332,25.0,subPlot_new_all_15.mp4,1842,1865,24,-1.007,0,0,True,28,64,24,0.5,0.7143,64,1
fpsstream_000328,synchronization_assessment,Are the dancers synchronous when they raise their right hand and turn counterclockwise?,"No, but the dancers on the extremes do it in sync",D,4.0,4.0,query,164.644,659,2400,False,0.0,A,A,D,"['Yes', 'No, the first dancer from the left does it first and the rest follow', 'No, the third dancer from the right does after the rest of the dancers', 'No, but the dancers on the extremes do it in sync', 'None of the above']",2,0.5562,True,fpsbench_000330,early,0.2596,152.644,164.656,164.644,25.0,subPlot_new_all_159.mp4,611,658,48,-0.012,0,0,True,28,64,48,0.9286,16.0714,64,1
fpsstream_000329,action_order,What are the sequence of actions done by the couple dancing?,"The woman performs a solo clockwise spin, after which the couple spins together first counter-clockwise then clockwise, and they take a step backward",A,4.0,4.0,query,251.015,1005,2400,False,0.0,B,B,A,"['The woman performs a solo clockwise spin, after which the couple spins together first counter-clockwise then clockwise, and they take a step backward', 'The woman performs a solo counter-clockwise spin, after which the couple spins together first clockwise then counter-clockwise, and they take a synchronized step backward', 'The woman performs two solo clockwise spins, after which the couple spins together counter-clockwise, and they take a step backward', 'The woman performs a solo clockwise spin, after which the couple spins together two times in the same direction, and they take a step backward', 'None of the above']",2,0.4836,True,fpsbench_000331,middle,0.4095,242.015,251.024,251.015,25.0,subPlot_new_all_139.mp4,969,1004,36,-0.009,0,0,True,28,64,36,0.8214,3.5357,64,1
fpsstream_000330,action_order,What action does the couple do just after the man takes a round dancing around the woman?,They spin twice,D,6.0,4.0,query,448.294,1794,2400,False,0.0,C,C,D,"['The man spins twice', 'The woman spins once', 'They spin once', 'They spin twice', 'None of the above']",2,0.3628,True,fpsbench_000332,late,0.7463,440.294,450.304,448.294,24.0,subPlot_new_all_34.mp4,1762,1793,32,-2.01,0,0,True,28,64,32,0.7143,3.6429,64,1
fpsstream_000332,action_order,Which of the following options best describes the sequence of actions performed by the skateboarder?,"The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, transitions to riding on the wheels along the bench, and then jumps off, flipping the board once after landing",B,6.0,4.0,query,355.629,1423,2400,False,100.0,B,B,B,"['The skateboarder approaches the bench, jumps onto it to ride on the wheels, and then jumps off, flipping the board once before landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, transitions to riding on the wheels along the bench, and then jumps off, flipping the board once after landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, then jumps directly off the bench and flips the board once after landing', 'The skateboarder approaches the bench, jumps onto it to perform a slide on the middle of the board, flips the board once, and then jumps off, flipping the board once again after landing', 'None of the above']",2,0.4451,True,fpsbench_000334,middle,0.5872,347.629,355.637,355.629,25.0,subPlot_new_all_89.mp4,1391,1422,32,-0.008,0,0,True,28,64,32,0.6071,1.1071,64,1
fpsstream_000333,action_order,What is the correct sequence of offensive actions performed by the team in maroon?,"A player takes a freekick saved by the goalkeeper hand; a teammate's rebound shot deflects off two defenders, and a final shot attempt is blocked by another defender",D,5.0,4.0,query,448.42,1794,2400,False,0.0,A,A,D,"[""A player's freekick is blocked by the defender; a teammate shoots the rebound ball, which is deflected by two defenders, and a final shot attempt is blocked by a defender"", ""A player takes a freekick that deflects off a defender; the goalkeeper saves the deflected shot, and a teammate's rebound attempt is then blocked by another defender"", ""A player takes a freekick saved by the goalkeeper head; a teammate's rebound shot deflects off a defender, and a final shot attempt is blocked by another defender"", ""A player takes a freekick saved by the goalkeeper hand; a teammate's rebound shot deflects off two defenders, and a final shot attempt is blocked by another defender"", 'None of the above']",2,0.7297,True,fpsbench_000335,late,0.7431,438.42,448.43,448.42,25.0,subPlot_new_all_97.mp4,1754,1793,40,-0.01,0,0,True,28,64,40,0.6786,2.0,64,1
fpsstream_000334,action_order,Did the drummer hit the cymbal just after the violinist finishes?,He hits the drums first before hitting the cymbal,D,10.0,4.0,query,155.758,624,2400,False,100.0,D,D,D,"['Yes, he hit both the standing cymbals', 'Yes, he hit one cymbal twice', 'No he did not hit', 'He hits the drums first before hitting the cymbal', 'None of the above']",2,0.4754,True,fpsbench_000336,early,0.2521,148.758,158.768,155.758,30.0,count_232.mp4,596,623,28,-3.01,0,0,True,28,64,28,0.7857,2.3929,64,1
fpsstream_000335,action_order,Did the singer shake hand before the violinist ends or after?,Before,A,4.0,4.0,query,351.16,1405,2400,False,0.0,B,B,A,"['Before', 'After', 'At the exact same time', 'The singer does not shake hand with anyone', 'None of the above']",2,0.4834,True,fpsbench_000337,middle,0.5816,343.16,353.17,351.16,30.0,order_229.mp4,1373,1404,32,-2.01,0,0,True,28,64,32,0.75,1.6071,64,1
fpsstream_000336,action_order,What action did the drummer do just before hitting the cymbal for the first time?,He hit the cowbell and metal drum four times,C,7.0,4.0,query,453.149,1813,2400,False,0.0,B,B,C,"['He hit the snare drum and timbale', 'He hit the metal drum (timbale) four times', 'He hit the cowbell and metal drum four times', 'He hits all the drums twice in succession', 'None of the above']",2,1.2429,True,fpsbench_000338,late,0.7558,448.149,455.217,453.149,30.0,ego_71.mp4,1793,1812,20,-2.068,0,0,True,28,64,20,0.8571,9.2143,64,1
fpsstream_000337,action_order,What are the sequence of actions done by the boxer wearing black gloves?,"Knee strike, block, punch, kick, lean back, kick",A,5.0,4.0,query,75.023,301,2400,False,0.0,D,D,A,"['Knee strike, block, punch, kick, lean back, kick', 'Knee defense, punch, kick, lean back, kick', 'Knee strike, block, kick, kick', 'Knee strike, block, punch, kick, kick', 'None of the above']",2,0.508,True,fpsbench_000339,early,0.1117,66.023,75.023,75.023,30.0,count_23.mp4,265,300,36,0.0,0,0,True,28,64,36,0.8929,1.6429,64,1
fpsstream_000338,action_order,What action does the woman do just before the couple does the box step together?,She ducks below the mans arm,C,5.0,4.0,query,313.079,1253,2400,False,100.0,C,C,C,"['She spins clockwise multiple times', 'She spins anticlockwise two times', 'She ducks below the mans arm', 'She sits on the floor and gets up', 'None of the above']",2,0.448,True,fpsbench_000340,middle,0.5222,308.079,318.079,313.079,30.0,order_25.mp4,1233,1252,20,-5.0,0,0,True,28,64,20,1.0,12.8571,64,1
fpsstream_000339,action_order,What are the sequence of actions done by the team in red and white stripes jersey?,"Pass, pass, pass, pass, pass, pass, shoot",B,4.0,4.0,query,484.472,1938,2400,False,0.0,C,C,B,"['Pass, pass, pass, pass, pass, shoot', 'Pass, pass, pass, pass, pass, pass, shoot', 'Pass, pass, pass, pass, pass, pass, pass, shoot', 'Pass, pass, pass, pass, shoot', 'None of the above']",2,0.3742,True,fpsbench_000341,late,0.8039,473.472,484.472,484.472,25.0,subPlot_new_all_26.mp4,1894,1937,44,0.0,0,0,True,28,64,44,0.8571,2.8214,64,1
