video_id,task,question,answer,answer_letter,min_fps,sample_fps,trigger,trigger_time_sec,n_frames_seen,n_frames_loaded,truncated,qa_acc,pred_answer,pred_choice,correct_choice,presented_choices,n_generated_tokens,latency_seconds,retrieval_fired,question_id,position_bin,position_frac,needle_start_sec,needle_end_sec,query_time_sec,stream_fps,haystack_file,needle_first_frame,needle_last_frame,n_needle_frames,retrieval_distance_sec,retrieval_distance_frames,tokens_after_needle,needle_in_local_window,n_layers_retrieved,n_blocks_per_layer,n_needle_blocks,layers_hit_frac,blocks_hit_mean,retrieve_size,chunk_size
fpsstream_000812,instance_count,How many times does the person wearing white clap his hands?,6,D,5.0,4.0,query,90.706,363,2400,False,0.0,A,A,D,"['3', '4', '5', '6', 'None of the above']",2,0.5084,True,fpsbench_000816,early,0.1402,82.706,92.706,90.706,25.0,subPlot_new_all_5.mp4,331,362,32,-2.0,0,0,True,28,64,32,0.8929,11.25,64,1
fpsstream_000813,instance_count,How many times does the kid raise his right leg and throw it while dancing in this video?,8,D,8.0,4.0,query,332.862,1332,2400,False,0.0,B,B,D,"['3', '5', '7', '8', 'None of the above']",2,0.5624,True,fpsbench_000817,middle,0.5495,325.862,332.869,332.862,25.0,subPlot_new_all_51.mp4,1304,1331,28,-0.007,0,0,True,28,64,28,0.7857,3.8929,64,1
fpsstream_000814,instance_count,How many times does the singer wearing white jacket and a gold chain raise both his arms towards the crowd?,6,C,5.0,4.0,query,431.815,1728,2400,False,0.0,A,A,C,"['4', '5', '6', '7', 'None of the above']",2,0.3411,True,fpsbench_000818,late,0.7166,422.815,432.825,431.815,30.0,order_134.mp4,1692,1727,36,-1.01,0,0,True,28,64,36,1.0,17.5714,64,1
fpsstream_000815,instance_count,How many times does the singer move her index finger from left to right while singing?,4,D,6.0,4.0,query,107.124,429,2400,False,0.0,B,B,D,"['1', '2', '3', '4', 'None of the above']",2,0.4823,True,fpsbench_000819,early,0.1663,98.124,108.134,107.124,25.0,subPlot_new_all_64.mp4,393,428,36,-1.01,0,0,True,28,64,36,0.9643,6.7857,64,1
fpsstream_000816,instance_count,How many times did the black player tap his forearm with his index finger while the camera is zoomed?,more than 11,D,30.0,4.0,query,330.328,1322,2400,False,0.0,A,A,D,"['2', '6', '11', 'more than 11', 'None of the above']",2,0.532,True,fpsbench_000820,middle,0.5429,320.328,330.338,330.328,30.0,movie101_106.mp4,1282,1321,40,-0.01,0,0,True,28,64,40,0.9286,5.75,64,1
fpsstream_000817,instance_count,How many times did the ball bounce on the stairs?,9 to 10 times,B,8.0,4.0,query,471.41,1886,2400,False,0.0,E,E,B,"['7 to 8 times', '9 to 10 times', '11 to 12 times', 'more than 13 times', 'None of the above']",2,0.3111,True,fpsbench_000821,late,0.7819,457.41,472.425,471.41,25.0,order_10.mp4,1830,1885,56,-1.015,0,0,True,28,64,56,0.5357,1.1429,64,1
fpsstream_000818,fine_grained_motion,The ball touches which of these items before falling into the glass of water and how many times?,"electronic drum, the wall, twice on the floor",D,6.0,4.0,query,122.184,489,2400,False,0.0,C,C,D,"['leftmost drum of the electronic drum set, the drum adjacent to it, once on the floor', 'electronic drum, once on the floor', 'electronic drum, the wall, once on the floor', 'electronic drum, the wall, twice on the floor', 'None of the above']",2,0.5428,True,fpsbench_000822,early,0.1942,115.184,122.184,122.184,30.0,count_229.mp4,461,488,28,0.0,0,0,True,28,64,28,0.6071,2.5,64,1
fpsstream_000819,instance_count,How many times did the ball bounce on the Table Tennis table?,10,C,12.0,4.0,query,274.864,1100,2400,False,0.0,A,A,C,"['8', '9', '10', '11', 'None of the above']",2,0.603,True,fpsbench_000823,middle,0.4514,265.864,276.875,274.864,30.0,ego_81.mp4,1064,1099,36,-2.011,0,0,True,28,64,36,0.75,13.1786,64,1
fpsstream_000820,instance_count,How many times does he toss the purple ball up?,6,A,5.0,4.0,query,426.294,1706,2400,False,0.0,B,B,A,"['6', '7', '8', '9', 'None of the above']",2,0.3409,True,fpsbench_000824,late,0.7065,413.294,428.309,426.294,25.0,order_36.mp4,1654,1705,52,-2.015,0,0,True,28,64,52,0.5714,0.8929,64,1
fpsstream_000821,instance_count,How many times does she whisk between the adding the two batches of oil?,more than 20 times,D,12.0,4.0,query,136.072,545,2400,False,100.0,D,D,D,"['6 to 10 times', '11 to 15 times', '15 to 19 times', 'more than 20 times', 'None of the above']",2,0.6047,True,fpsbench_000825,early,0.2104,123.072,138.072,136.072,25.0,subPlot_new_all_132.mp4,493,544,52,-2.0,0,0,True,28,64,52,0.8571,13.5,64,1
fpsstream_000822,repetitive_motion,How many times does the person cut the banana along its length?,10,C,4.0,4.0,query,249.085,997,2400,False,0.0,B,B,C,"['6', '8', '10', '12', 'None of the above']",2,0.4863,True,fpsbench_000826,middle,0.4012,235.085,249.099,249.085,25.0,movie101_8.mp4,941,996,56,-0.014,0,0,True,28,64,56,0.7143,5.4286,64,1
fpsstream_000823,instance_count,How many times does the person cut the banana perpendicular to its length?,12,D,7.0,4.0,query,432.76,1732,2400,False,0.0,A,A,D,"['9', '10', '11', '12', 'None of the above']",2,0.3148,True,fpsbench_000827,late,0.7146,418.76,432.774,432.76,25.0,subPlot_new_all_83.mp4,1676,1731,56,-0.014,0,0,True,28,64,56,0.6786,5.6786,64,1
fpsstream_000824,repetitive_motion,How many times does she whisk?,9,C,9.0,4.0,query,119.993,480,2400,False,0.0,D,D,C,"['6', '8', '9', '10', 'None of the above']",2,0.5932,True,fpsbench_000828,early,0.1795,104.993,120.008,119.993,24.0,subPlot_new_all_33.mp4,420,479,60,-0.015,0,0,True,28,64,60,1.0,18.5,64,1
fpsstream_000825,repetitive_motion,How many rotations does the electric whisk do while he adds the flour?,8,B,9.0,4.0,query,260.201,1041,2400,False,0.0,D,D,B,"['6', '8', '9', '10', 'None of the above']",2,0.4843,True,fpsbench_000829,middle,0.4191,245.201,260.201,260.201,25.0,subPlot_new_all_94.mp4,981,1040,60,0.0,0,0,True,28,64,60,1.0,12.0714,64,1
fpsstream_000826,instance_count,How many times does he tap the strainer with his palm?,8,A,15.0,4.0,query,463.455,1854,2400,False,100.0,A,A,A,"['8', '9', '10', '11', 'None of the above']",2,0.5243,True,fpsbench_000830,late,0.767,449.455,463.455,463.455,30.0,order_55.mp4,1798,1853,56,0.0,0,0,True,28,64,56,1.0,12.0357,64,1
fpsstream_000827,repetitive_motion,How many times does he squeeze the vanilla bean with the side of his knife?,4,C,5.0,4.0,query,88.299,354,2400,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.3551,True,fpsbench_000831,early,0.1336,78.299,92.299,88.299,25.0,subPlot_new_all_72.mp4,314,353,40,-4.0,0,0,True,28,64,40,1.0,28.1429,64,1
fpsstream_000828,repetitive_motion,How many times does she stir clockwise?,8,A,7.0,4.0,query,280.699,1123,2400,False,0.0,C,C,A,"['8', '9', '10', '11', 'None of the above']",2,0.5641,True,fpsbench_000832,middle,0.4627,270.699,285.699,280.699,24.0,subPlot_new_all_166.mp4,1083,1122,40,-5.0,0,0,True,28,64,40,0.7143,4.1071,64,1
fpsstream_000829,causality_detection,Which of these best describes what caused the people to cheer up and raise their hands?,It was an LBW (leg before wicket),A,5.0,4.0,query,461.922,1848,2400,False,100.0,A,A,A,"['It was an LBW (leg before wicket)', 'The batsman missed the ball, which hit the wicket', 'The bat hit the ball and then hit the wicket', 'A fielder caught the ball', 'None of the above']",2,0.5314,True,fpsbench_000833,late,0.776,453.922,468.937,461.922,25.0,order_29.mp4,1816,1847,32,-7.015,0,0,True,28,64,32,1.0,8.4643,64,1
fpsstream_000830,instance_count,How many times did the shirtless person clap?,4,D,6.0,4.0,query,133.981,536,2400,False,0.0,B,B,D,"['1', '2', '3', '4', 'None of the above']",2,0.5104,True,fpsbench_000834,early,0.2154,125.981,140.996,133.981,30.0,ego_47.mp4,504,535,32,-7.015,0,0,True,28,64,32,1.0,22.0,64,1
fpsstream_000831,instance_count,How many times did the ball touch the table before he caught it?,5,B,5.0,4.0,query,284.263,1138,2400,False,100.0,B,B,B,"['4', '5', '6', '7', 'None of the above']",2,0.5843,True,fpsbench_000835,middle,0.4628,270.263,286.279,284.263,25.0,subPlot_new_all_6.mp4,1082,1137,56,-2.016,0,0,True,28,64,56,0.6786,2.25,64,1
fpsstream_000832,repetitive_motion,How many times do the dancers lift their right legs after the spotlight disappears the last time before they swing their legs up?,5,C,4.0,4.0,query,492.82,1972,2400,False,0.0,A,A,C,"['3', '4', '5', '6', 'None of the above']",2,0.51,True,fpsbench_000836,late,0.8254,482.82,497.835,492.82,25.0,subPlot_new_all_151.mp4,1932,1971,40,-5.015,0,0,True,28,64,40,0.6786,7.3214,64,1
fpsstream_000833,synchronization_assessment,"After the spotlight disappears the last time and before they swing their legs up, which of these is true?",The two dancers on the right are out of sync initially but synchronize later,D,4.0,4.0,query,129.63,519,2400,False,0.0,A,A,D,"['At least three dancers are in sync initially but go out of sync later', 'At least three dancers are out of sync initially but synchronize later', 'The two dancers on the left are out of sync initially but synchronize later', 'The two dancers on the right are out of sync initially but synchronize later', 'None of the above']",2,0.5089,True,fpsbench_000837,early,0.2045,119.63,134.645,129.63,25.0,subPlot_new_all_161.mp4,479,518,40,-5.015,0,0,True,28,64,40,0.8571,10.9286,64,1
fpsstream_000834,instance_count,How many times does he press the spray can over the painting?,thrice,C,4.0,4.0,query,336.341,1346,2400,False,0.0,B,B,C,"['once', 'twice', 'thrice', 'four times', 'None of the above']",2,0.5734,True,fpsbench_000838,middle,0.5681,332.341,347.341,336.341,25.0,subPlot_new_all_190.mp4,1330,1345,16,-11.0,0,0,True,28,64,16,0.6429,3.1429,64,1
fpsstream_000835,repetitive_motion,How many times does move the spray can away from him over the painting?,four times,D,5.0,4.0,query,520.843,2084,2400,False,0.0,B,B,D,"['once', 'twice', 'thrice', 'four times', 'None of the above']",2,0.5549,True,fpsbench_000839,late,0.8801,514.843,529.843,520.843,25.0,subPlot_new_all_87.mp4,2060,2083,24,-9.0,0,0,True,28,64,24,0.5357,0.8571,64,1
fpsstream_000836,repetitive_motion,How many times does move the spray can away from him over the painting?,7,C,7.0,4.0,query,125.575,503,2400,False,0.0,B,B,C,"['5', '6', '7', '8', 'None of the above']",2,0.4326,True,fpsbench_000840,early,0.1993,116.575,131.575,125.575,30.0,order_102.mp4,467,502,36,-6.0,0,0,True,28,64,36,0.6429,2.1429,64,1
fpsstream_000837,instance_count,How many times does he flick his index finger over the painting?,9 to 10 times,C,7.0,4.0,query,291.327,1166,2400,False,0.0,A,A,C,"['4 to 6 times', '7 to 8 times', '9 to 10 times', '11 to 12 times', 'None of the above']",2,0.5143,True,fpsbench_000841,middle,0.4758,278.327,293.327,291.327,30.0,surveil_47.mp4,1114,1165,52,-2.0,0,0,True,28,64,52,0.8929,26.6786,64,1
fpsstream_000838,repetitive_motion,How many times does he move the spray can to the right while spraying yellow paint?,10,B,6.0,4.0,query,529.192,2117,2400,False,0.0,C,C,B,"['9', '10', '11', '12', 'None of the above']",2,0.4924,True,fpsbench_000842,late,0.8892,520.192,535.192,529.192,30.0,order_335.mp4,2081,2116,36,-6.0,0,0,True,28,64,36,0.8214,6.4286,64,1
fpsstream_000839,repetitive_motion,How many times does he move the spray can to the right while spraying orange paint?,10,B,6.0,4.0,query,109.789,440,2400,False,100.0,B,B,B,"['9', '10', '11', '12', 'None of the above']",2,1.0203,True,fpsbench_000843,early,0.1655,96.789,111.789,109.789,30.0,surveil_5.mp4,388,439,52,-2.0,0,0,True,28,64,52,1.0,40.1786,64,1
fpsstream_000840,repetitive_motion,How many times does he move the spray can to the left while spraying red paint?,6,B,6.0,4.0,query,360.714,1443,2400,False,0.0,A,A,B,"['3', '6', '8', '10', 'None of the above']",2,0.4311,True,fpsbench_000844,middle,0.5944,347.714,362.714,360.714,25.0,movie101_34.mp4,1391,1442,52,-2.0,0,0,True,28,64,52,0.8929,8.0714,64,1
fpsstream_000841,instance_count,How many times does he brush the newspaper with his hand?,4,C,9.0,4.0,query,458.774,1836,2400,False,0.0,B,B,C,"['2', '3', '4', '6', 'None of the above']",2,0.4555,True,fpsbench_000845,late,0.7637,446.774,461.789,458.774,30.0,order_242.mp4,1788,1835,48,-3.015,0,0,True,28,64,48,0.8214,3.3929,64,1
fpsstream_000842,causality_detection,What causes the rally to end?,The player in red misses the table entirely with his return shot,A,4.0,4.0,query,98.843,396,2400,False,100.0,A,A,A,"['The player in red misses the table entirely with his return shot', ""The player in red hits the ball onto his side of the table instead of his opponent's side"", ""The player in black is unable to reach the ball after the player in red's return"", ""The player in black fails to react to his opponent's return"", 'None of the above']",2,0.5788,True,fpsbench_000846,early,0.1591,94.843,98.843,98.843,30.0,count_226.mp4,380,395,16,0.0,0,0,True,28,64,16,1.0,5.3214,64,1
fpsstream_000843,instance_count,How many times does he touch the quitar with his index finger?,more than 7 times,D,10.0,4.0,query,330.427,1322,2400,False,0.0,A,A,D,"['2 to 3 times', '4 to 5 times', '6 to 7 times', 'more than 7 times', 'None of the above']",2,0.5746,True,fpsbench_000847,middle,0.5446,322.427,330.435,330.427,24.0,order_146.mp4,1290,1321,32,-0.008,0,0,True,28,64,32,0.6071,4.3929,64,1
fpsstream_000844,instance_count,How many times does he strum downwards?,25 to 30 times,D,10.0,4.0,query,515.535,2063,2400,False,0.0,A,A,D,"['10 to 15 times', '16 to 20 times', '20 to 25 times', '25 to 30 times', 'None of the above']",2,0.5661,True,fpsbench_000848,late,0.8551,498.535,515.552,515.535,25.0,subPlot_new_all_140.mp4,1995,2062,68,-0.017,0,0,True,28,64,68,0.6786,1.6429,64,1
fpsstream_000845,repetitive_motion,How many times does he move the spray can up?,7,D,7.0,4.0,query,86.996,348,2400,False,0.0,A,A,D,"['3', '5', '6', '7', 'None of the above']",2,0.4656,True,fpsbench_000849,early,0.1356,79.996,90.006,86.996,25.0,subPlot_new_all_19.mp4,320,347,28,-3.01,0,0,True,28,64,28,1.0,12.5357,64,1
fpsstream_000846,instance_count,"How many times does he press the spray can after ""CR-7"" shows up on the screen?",14,D,8.0,4.0,query,309.307,1238,2400,False,0.0,A,A,D,"['9', '12', '13', '14', 'None of the above']",2,0.5368,True,fpsbench_000850,middle,0.5082,297.307,312.322,309.307,25.0,subPlot_new_all_65.mp4,1190,1237,48,-3.015,0,0,True,28,64,48,0.6071,2.0714,64,1
fpsstream_000847,repetitive_motion,How many times does he shake the spray can with its cap off?,14,D,6.0,4.0,query,537.436,2150,2400,False,0.0,C,C,D,"['10', '12', '13', '14', 'None of the above']",2,0.568,True,fpsbench_000851,late,0.8965,524.436,539.451,537.436,25.0,subPlot_new_all_71.mp4,2098,2149,52,-2.015,0,0,True,28,64,52,0.8571,9.5357,64,1
fpsstream_000848,repetitive_motion,How many times does the shadow of his hand move left?,7,C,6.0,4.0,query,125.876,504,2400,False,0.0,A,A,C,"['4', '6', '7', '8', 'None of the above']",2,0.4237,True,fpsbench_000852,early,0.1947,113.876,128.891,125.876,28.0,order_30.mp4,456,503,48,-3.015,0,0,True,28,64,48,1.0,16.4286,64,1
fpsstream_000849,instance_count,How many times does he tap the cup agaist the counter?,thrice,C,6.0,4.0,query,244.988,980,2400,False,0.0,B,B,C,"['once', 'twice', 'thrice', 'four times', 'None of the above']",2,0.5468,True,fpsbench_000853,middle,0.4054,237.988,250.988,244.988,25.0,subPlot_new_all_45.mp4,952,979,28,-6.0,0,0,True,28,64,28,0.8214,9.8929,64,1
fpsstream_000850,repetitive_motion,How many times does he move the spray can up with its cap on?,thrice,C,6.0,4.0,query,483.521,1935,2400,False,0.0,B,B,C,"['once', 'twice', 'thrice', 'four times', 'None of the above']",2,0.4375,True,fpsbench_000854,late,0.8146,476.521,491.536,483.521,30.0,order_322.mp4,1907,1934,28,-8.015,0,0,True,28,64,28,0.75,2.8214,64,1
fpsstream_000851,instance_count,How many individual drops of coffee fell?,5,D,9.0,4.0,query,163.852,656,2400,False,0.0,A,A,D,"['2', '3', '4', '5', 'None of the above']",2,0.543,True,fpsbench_000855,early,0.263,153.852,168.852,163.852,25.0,movie101_9.mp4,616,655,40,-5.0,0,0,True,28,64,40,1.0,12.7143,64,1
fpsstream_000852,repetitive_motion,How many balls went into the basket in the clip?,3,C,8.0,4.0,query,349.922,1400,2400,False,0.0,B,B,C,"['1', '2', '3', '4', 'None of the above']",2,0.4906,True,fpsbench_000856,middle,0.576,336.922,351.938,349.922,30.0,order_157.mp4,1348,1399,52,-2.016,0,0,True,28,64,52,0.8929,8.8571,64,1
fpsstream_000853,fine_grained_motion,What touched the ball just before the player shoots to score a goal with his leg?,The torso of the player who scored,B,4.0,4.0,query,467.156,1869,2400,False,0.0,D,D,B,"[""Defender's foot"", 'The torso of the player who scored', 'The right leg of the player who scored with his left leg', 'The left leg of the player who scored with his right leg', 'None of the above']",2,0.6213,True,fpsbench_000857,late,0.7765,458.156,468.166,467.156,30.0,order_50.mp4,1833,1868,36,-1.01,0,0,True,28,64,36,0.7143,4.0714,64,1
fpsstream_000854,fine_grained_motion,How did the player in green stop the ball just before falling down on the ground?,With his right leg,B,5.0,4.0,query,99.981,400,2400,False,0.0,C,C,B,"['With his left leg', 'With his right leg', 'With his knee', 'He tripped and fell before touching the ball and the other player got the ball', 'None of the above']",2,0.6072,True,fpsbench_000858,early,0.161,94.981,104.991,99.981,30.0,count_179.mp4,380,399,20,-5.01,0,0,True,28,64,20,0.7857,7.2143,64,1
fpsstream_000855,fine_grained_motion,What did the red team player number 2 do to player 41 after player 41 scores a basket?,He taps his head,C,6.0,4.0,query,289.329,1158,2400,False,100.0,C,C,C,"['He pats his shoulder', 'He shouts in celebration', 'He taps his head', 'He gives him a handshake', 'None of the above']",2,0.3401,True,fpsbench_000859,middle,0.4785,282.329,292.339,289.329,24.0,subPlot_new_all_58.mp4,1130,1157,28,-3.01,0,0,True,28,64,28,0.8571,6.25,64,1
fpsstream_000856,fine_grained_motion,What did the red team player number 6 do to player 41 after player 41 scores a basket?,He pats his arm,B,6.0,4.0,query,520.549,2083,2400,False,100.0,B,B,B,"['He pats his shoulder', 'He pats his arm', 'He taps his head', 'He gives him a handshake', 'None of the above']",2,0.514,True,fpsbench_000860,late,0.8687,512.549,522.559,520.549,24.0,subPlot_new_all_125.mp4,2051,2082,32,-2.01,0,0,True,28,64,32,0.6429,3.2857,64,1
fpsstream_000857,fine_grained_motion,How did the ball go into the basket?,The ball goes into the basket because the player tapped it in,C,5.0,4.0,query,87.174,349,2400,False,0.0,B,B,C,"['The ball goes into the basket after deflection from the backboard', 'The ball goes into the basket after bouncing on the hoop', 'The ball goes into the basket because the player tapped it in', 'The ball goes into the basket after getting deflected from the backboard and a jumping player saved it from the defender', 'None of the above']",2,0.438,True,fpsbench_000861,early,0.141,83.174,93.174,87.174,30.0,surveil_28.mp4,333,348,16,-6.0,0,0,True,28,64,16,0.8571,12.3214,64,1
fpsstream_000858,fine_grained_motion,Which action is not performed by the dancers in this video?,They raise both of their hands above the head,C,7.0,4.0,query,346.429,1386,2400,False,0.0,B,B,C,"['They rotate', 'They jump with both legs above ground', 'They raise both of their hands above the head', 'They raise their hat in front of their face', 'None of the above']",2,0.6007,True,fpsbench_000862,middle,0.5702,336.429,346.429,346.429,25.0,subPlot_new_all_50.mp4,1346,1385,40,0.0,0,0,True,28,64,40,0.6071,1.1429,64,1
fpsstream_000859,fine_grained_motion,Was the bicycle above the ground at any point of time in this video?,It was in air multiple times in the video,C,5.0,4.0,query,475.907,1904,2400,False,0.0,A,A,C,"['No it was always grounded', 'It was in air once when the bicycle jumped', 'It was in air multiple times in the video', 'One of its tyres was in air, but not both', 'None of the above']",2,0.5271,True,fpsbench_000863,late,0.7897,465.907,475.907,475.907,24.0,subPlot_new_all_178.mp4,1864,1903,40,0.0,0,0,True,28,64,40,0.6429,2.1429,64,1
fpsstream_000860,fine_grained_motion,Which of the following action was not done by the cyclist in the video?,Kicking with his leg mid air,B,12.0,4.0,query,165.896,664,2400,False,0.0,A,A,B,"['Balancing on one tyre without bouncing', 'Kicking with his leg mid air', 'Rotating the handle of the front wheel mid air', 'Bouncing on one tyre mutliple times', 'None of the above']",2,0.4384,True,fpsbench_000864,early,0.2567,149.896,165.912,165.896,30.0,count_23.mp4,600,663,64,-0.016,0,0,True,28,64,64,0.7857,2.0357,64,1
fpsstream_000861,fine_grained_motion,What does the cyclist do just before landing on one tyre?,He removes both his hands from the handle,D,12.0,4.0,query,288.136,1153,2400,False,0.0,A,A,D,"['He spins the handle of front wheel', 'He sits on the seat', 'He kicks his leg in air', 'He removes both his hands from the handle', 'None of the above']",2,0.4479,True,fpsbench_000865,middle,0.4732,280.136,288.144,288.136,30.0,order_82.mp4,1121,1152,32,-0.008,0,0,True,28,64,32,0.7143,3.75,64,1
fpsstream_000862,fine_grained_motion,Which person on skateboard ground the front wheels of their skateboard before the decline on the ramp?,1st person,A,6.0,4.0,query,478.883,1916,2400,False,0.0,B,B,A,"['1st person', '2nd person', '3rd person', '4th person', 'None of the above']",2,0.4812,True,fpsbench_000866,late,0.7981,470.883,480.883,478.883,25.0,subPlot_new_all_96.mp4,1884,1915,32,-2.0,0,0,True,28,64,32,0.9643,11.3214,64,1
fpsstream_000863,fine_grained_motion,Which action is not performed by the cyclist in this video?,Cycling on one tyre,D,8.0,4.0,query,71.743,287,2400,False,0.0,E,E,D,"['Rotating the entire cycle', 'Stabilizing the cycle on one tyre', 'Rotating the front handle mid air', 'Cycling on one tyre', 'None of the above']",2,0.4961,True,fpsbench_000867,early,0.1016,59.743,71.756,71.743,30.0,count_224.mp4,239,286,48,-0.013,0,0,True,28,64,48,0.9286,11.3571,64,1
fpsstream_000864,fine_grained_motion,What does the cyclist do just before landing?,He kicks his leg in air,C,5.0,4.0,query,279.423,1118,2400,False,0.0,D,D,C,"['He spins the handle of front wheel', 'He sits on the seat', 'He kicks his leg in air', 'He removes both his hands from the handle', 'None of the above']",2,0.3283,True,fpsbench_000868,middle,0.4603,273.423,279.429,279.423,24.0,subPlot_new_all_46.mp4,1094,1117,24,-0.006,0,0,True,28,64,24,0.6429,0.8571,64,1
fpsstream_000865,fine_grained_motion,Did the guy touch the ball just before falling down?,Yes he managed to touch the ball with his left hand,B,8.0,4.0,query,480.668,1923,2400,False,100.0,B,B,B,"['No he was not able to touch the ball before falling down', 'Yes he managed to touch the ball with his left hand', 'Yes he managed to touch the ball with his right hand', 'Yes, he managed to touch the ball with his body', 'None of the above']",2,0.4561,True,fpsbench_000869,late,0.7984,472.668,480.668,480.668,25.0,subPlot_new_all_173.mp4,1891,1922,32,0.0,0,0,True,28,64,32,0.7143,3.3571,64,1
fpsstream_000866,fine_grained_motion,Which action does the women not do in the video?,She shakes her head up and down,C,6.0,4.0,query,147.738,591,2400,False,0.0,E,E,C,"['She looks up', 'She shakes her head from left to right', 'She shakes her head up and down', 'She bowed down a little', 'None of the above']",2,0.5427,True,fpsbench_000870,early,0.2335,137.738,147.748,147.738,24.0,subPlot_new_all_163.mp4,551,590,40,-0.01,0,0,True,28,64,40,0.8571,8.5357,64,1
fpsstream_000867,fine_grained_motion,With which foot does the player hit the ball just before falling on the ground two times in the video?,Both times with the left foot,B,5.0,4.0,query,305.236,1221,2400,False,0.0,D,D,B,"['Both times with the right foot', 'Both times with the left foot', 'First time with left foot and second time with right foot', 'First time with right foot and second time with left foot', 'None of the above']",2,0.5229,True,fpsbench_000871,middle,0.5004,295.236,305.236,305.236,30.0,order_47.mp4,1181,1220,40,0.0,0,0,True,28,64,40,0.7143,4.5357,64,1
fpsstream_000868,fine_grained_motion,How did the person near the goal post score the goal?,He tapped the ball in after the pass with his right foot,A,5.0,4.0,query,453.661,1815,2400,False,0.0,B,B,A,"['He tapped the ball in after the pass with his right foot', 'He tapped the ball in after the pass with his left foot', 'He did not score the goal, the other player away from goal post scored the goal', 'He scored the goal by the deflecting the ball mid air with his left knee', 'None of the above']",2,0.6396,True,fpsbench_000872,late,0.7596,449.661,457.661,453.661,25.0,subPlot_new_all_52.mp4,1799,1814,16,-4.0,0,0,True,28,64,16,0.6786,1.8571,64,1
fpsstream_000869,fine_grained_motion,How did the ball go into the goal?,The ball hit the top goal post and then went into the goal,D,7.0,4.0,query,73.458,294,2400,False,0.0,C,C,D,"['The ball went into the goal directly as the player headed the ball mid air', ""The ball went into the goal after deflecting from the goalkeeper's glove"", 'The ball went into the goal directly as the player shot it mid air with his foot', 'The ball hit the top goal post and then went into the goal', 'None of the above']",2,0.4945,True,fpsbench_000873,early,0.1177,69.458,79.458,73.458,25.0,subPlot_new_all_176.mp4,278,293,16,-6.0,0,0,True,28,64,16,1.0,14.2143,64,1
fpsstream_000870,fine_grained_motion,What action does the girl do just before initiating the spin?,She lifts her left leg and spins once,A,4.0,4.0,query,303.758,1216,2400,False,0.0,B,B,A,"['She lifts her left leg and spins once', 'She lifts her right leg and spins once', 'She raises her arms', 'She spins without raising any leg', 'None of the above']",2,0.5412,True,fpsbench_000874,middle,0.4979,293.758,303.758,303.758,25.0,movie101_0.mp4,1176,1215,40,0.0,0,0,True,28,64,40,0.4286,1.7857,64,1
fpsstream_000871,causality_detection,What causes the rally to end?,The player in red hits the ball onto his side of the table instead of his opponent's side,B,7.0,4.0,query,464.211,1857,2400,False,100.0,B,B,B,"['The player in red misses the table entirely with his return shot', ""The player in red hits the ball onto his side of the table instead of his opponent's side"", 'The player in red misses the ball with his paddle when attempting to return the ball', 'The player in red hits the ball into the net', 'None of the above']",2,0.6022,True,fpsbench_000875,late,0.7714,458.211,464.211,464.211,25.0,subPlot_new_all_91.mp4,1833,1856,24,0.0,0,0,True,28,64,24,0.4643,2.1786,64,1
fpsstream_000872,causality_detection,What causes the rally to end?,The player in red misses the table entirely with his return shot,A,4.0,4.0,query,125.201,501,2400,False,100.0,A,A,A,"['The player in red misses the table entirely with his return shot', ""The player in red hits the ball onto his side of the table instead of his opponent's side"", 'The player in red misses the ball with his paddle when attempting to return the ball', 'The player in red hits the ball into the net', 'None of the above']",2,0.5608,True,fpsbench_000876,early,0.2007,119.201,125.201,125.201,30.0,order_276.mp4,477,500,24,0.0,0,0,True,28,64,24,1.0,8.9643,64,1
fpsstream_000873,causality_detection,What causes the rally to end?,The player in black fails to react to his opponent's return,D,4.0,4.0,query,301.124,1205,2400,False,0.0,C,C,D,"['The player in red misses the table entirely with his return shot', ""The player in red hits the ball onto his side of the table instead of his opponent's side"", 'The player in black misses the ball with his paddle when attempting to return the ball', ""The player in black fails to react to his opponent's return"", 'None of the above']",2,0.4703,True,fpsbench_000877,middle,0.4977,296.124,301.124,301.124,30.0,count_222.mp4,1185,1204,20,0.0,0,0,True,28,64,20,0.9643,4.4286,64,1
fpsstream_000874,instance_count,How many cards does the guy skip to get the 7 of spades on the table?,4,C,10.0,4.0,query,527.111,2109,2400,False,0.0,B,B,C,"['2', '3', '4', '5', 'None of the above']",2,0.8998,True,fpsbench_000878,late,0.8803,521.111,529.111,527.111,25.0,subPlot_new_all_187.mp4,2085,2108,24,-2.0,0,0,True,28,64,24,0.7143,3.3214,64,1
fpsstream_000875,speed_recognition,How does the speed of the car change throughout the video?,The car speeds up,C,12.0,4.0,query,168.272,674,2400,False,100.0,C,C,C,"['The car slows down', 'The car stays the same speed', 'The car speeds up', 'The car speeds up, then slows down', 'None of the above']",2,0.3434,True,fpsbench_000879,early,0.2732,162.272,168.278,168.272,25.0,movie101_51.mp4,650,673,24,-0.006,0,0,True,28,64,24,0.6786,5.5,64,1
