video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_44,Real-Time Visual Understanding_sample_44_4,Attribute Perception,What is the color of the liquid in the mixing bowl that the bread is dipped into?,"['Red.', 'Yellow.', 'Blue.', 'Green.']",Yellow.,B,B) Yellow.,B,100.0,325.0,326,337,1.0,False,41595,83782,0.4965,adaptive,42148,164,3084,22097690624,8,1
Real-Time_Visual_Understanding__sample_44,Real-Time Visual Understanding_sample_44_5,Causal Reasoning,Why does the person use a towel?,"['To clean the stove.', 'To avoid burning his hand.', 'To cover the bread.', 'To wipe the counter.']",To avoid burning his hand.,B,B) To avoid burning his hand.,B,100.0,336.0,337,337,1.0,False,43033,86609,0.4969,adaptive,43690,170,3084,22906142720,8,1
Real-Time_Visual_Understanding__sample_45,Real-Time Visual Understanding_sample_45_1,Object Perception,What is located on the top shelf in the kitchen?,"['Jars and bottles.', 'A large red ""COOK"" sign.', 'A clock.', 'A set of knives.']","A large red ""COOK"" sign.",B,D) A set of knives.,D,0.0,8.0,9,407,1.0,False,1155,2313,0.4994,adaptive,1285,5,3084,0,8,1
Real-Time_Visual_Understanding__sample_45,Real-Time Visual Understanding_sample_45_2,Action Perception,What is the man doing with his hands right now?,"['Washing dishes.', 'Kneading and mixing food.', 'Cutting vegetables.', 'Stirring a pot.']",Kneading and mixing food.,B,B) Kneading and mixing food.,B,100.0,104.0,105,407,1.0,False,15713,26985,0.5823,adaptive,15934,62,3084,8354004992,8,1
Real-Time_Visual_Understanding__sample_45,Real-Time Visual Understanding_sample_45_3,Action Perception,What action is the man performing with the mixture on the bowl?,"['Rolling it into a ball.', 'Flattening it.', 'Cutting it into pieces.', 'Mixing it in a bowl.']",Rolling it into a ball.,A,D) Mixing it in a bowl.,D,0.0,118.0,119,407,1.0,False,17247,30583,0.5639,adaptive,17476,68,3084,9162457088,8,1
Real-Time_Visual_Understanding__sample_45,Real-Time Visual Understanding_sample_45_4,Action Perception,What does the person do with the sliced red pepper after cutting it?,"['Stores it in a container.', 'Adds it to a pan with white rice.', 'Throws it away.', 'Eats it.']",Adds it to a pan with white rice.,B,B) Adds it to a pan with white rice.,B,100.0,216.0,217,407,1.0,False,29847,55769,0.5352,adaptive,30326,118,3084,15899557888,8,1
Real-Time_Visual_Understanding__sample_45,Real-Time Visual Understanding_sample_45_5,Object Perception,What was being picked up by the person just now?,"['Red pepper.', 'Green onions.', 'Sliced cucumbers.', 'Lettuce.']",Green onions.,B,C) Sliced cucumbers.,C,0.0,406.0,407,407,1.0,False,54215,104599,0.5183,adaptive,54741,213,3084,28700049408,8,1
Real-Time_Visual_Understanding__sample_46,Real-Time Visual Understanding_sample_46_1,Object Perception,What is placed on the gas stove burner right now?,"['A saucepan with boiling water.', 'A kettle with tea.', 'A wok with vegetables.', 'A frying pan containing several garlic.']",A frying pan containing several garlic.,D,C) A wok with vegetables.,C,0.0,79.0,80,415,1.0,False,12051,20560,0.5861,adaptive,12079,47,3084,6332874752,8,1
Real-Time_Visual_Understanding__sample_46,Real-Time Visual Understanding_sample_46_2,Event Understanding,What is the person doing with the bread on the cutting board?,"['Marinating it.', 'Grilling it.', 'Preparing to cut it.', 'Weighing it.']",Preparing to cut it.,C,C) Preparing to cut it.,C,100.0,119.0,120,415,1.0,False,17499,30840,0.5674,adaptive,17733,69,3084,9297199104,8,1
Real-Time_Visual_Understanding__sample_46,Real-Time Visual Understanding_sample_46_3,Action Perception,What does the person do after placing sandwich slices on the grill pan?,"['Pours oil over the sandwiches.', 'Adds seasoning to the sandwiches.', 'Puts a lid on the grill pan.', 'Turns off the burner.']",Pours oil over the sandwiches.,A,A) Pours oil over the sandwiches.,A,100.0,210.0,211,415,1.0,False,29418,54227,0.5425,adaptive,29812,116,3084,15630073856,8,1
Real-Time_Visual_Understanding__sample_46,Real-Time Visual Understanding_sample_46_4,Action Perception,What is the person doing right now?,"['Spread the butter onto the piece of toast.', 'Spread the jam onto the biscuit.', 'Spread the condiments onto the slice of bread.', 'Spread the mayonnaise onto the sandwich bun.']",Spread the condiments onto the slice of bread.,C,C) Spread the condiments onto the slice of bread.,C,100.0,314.0,315,415,1.0,False,42919,80955,0.5302,adaptive,43433,169,3084,22771400704,8,1
Real-Time_Visual_Understanding__sample_46,Real-Time Visual Understanding_sample_46_5,Object Perception,What object is the person using to garnish the food?,"['Fork.', 'Knife.', 'Tongs.', 'Spoon.']",Spoon.,D,C) Tongs.,C,0.0,414.0,415,415,1.0,False,55920,106655,0.5243,adaptive,56540,220,3084,29643243520,8,1
Real-Time_Visual_Understanding__sample_47,Real-Time Visual Understanding_sample_47_1,Object Perception,What graphic is featured in the video at the beginning?,"['A large white number ""10"" with a spoon and fork positioned like clock hands on a white plate.', 'A large white number ""10"" with a spoon and knife positioned like clock hands on a white plate.', 'A large white number ""10"" with a fork and knife positioned like clock hands on a blue plate.', 'A large white number ""10"" with a fork and knife positioned like clock hands on a white plate.']","A large white number ""10"" with a fork and knife positioned like clock hands on a white plate.",D,"A) A large white number ""10"" with a spoon and fork",A,0.0,20.0,21,373,1.0,False,2769,5397,0.5131,adaptive,2827,11,3084,0,8,1
Real-Time_Visual_Understanding__sample_47,Real-Time Visual Understanding_sample_47_2,Object Perception,What is the man seasoning on the white plate?,"['Vegetables.', 'Bread.', 'Fish.', 'Raw meat.']",Raw meat.,D,B) Bread.,B,0.0,126.0,127,373,1.0,False,16803,32639,0.5148,adaptive,16962,66,3084,8892973056,8,1
Real-Time_Visual_Understanding__sample_47,Real-Time Visual Understanding_sample_47_3,Object Perception,What is being used to manage the food on the grill?,"['A spatula.', 'A wooden spoon.', 'A fork.', 'A pair of red tongs.']",A pair of red tongs.,D,D) A pair of red tongs.,D,100.0,241.0,242,373,1.0,False,31541,62194,0.5071,adaptive,31868,124,3084,16708009984,8,1
Real-Time_Visual_Understanding__sample_47,Real-Time Visual Understanding_sample_47_4,Action Perception,What does the man do with the striped cloth?,"['He wipes the counter.', 'He holds it in his right hand.', 'He places it next to the cutting board.', 'He uses it to cover the bread.']",He places it next to the cutting board.,C,D) He uses it to cover the bread.,D,0.0,365.0,366,373,1.0,False,47882,94062,0.509,adaptive,48316,188,3084,25331499008,8,1
Real-Time_Visual_Understanding__sample_47,Real-Time Visual Understanding_sample_47_5,Event Understanding,What does the man do immediately after picking up a spoon?,"['He stirs a pot on the stovetop.', 'He scoops some sauce from a bowl.', 'He chops vegetables.', 'He flips food on the grill.']",He scoops some sauce from a bowl.,B,D) He flips food on the grill.,D,0.0,372.0,373,373,1.0,False,48970,95861,0.5108,adaptive,49601,193,3084,26005209088,8,1
Real-Time_Visual_Understanding__sample_48,Real-Time Visual Understanding_sample_48_1,Attribute Perception,What are the prominent colors of the ornament in the middle of the video?,"['Pink, blue, and gold.', 'Red, green, and silver.', 'Black, white, and blue.', 'Yellow, orange, and purple.']","Pink, blue, and gold.",A,"A) Pink, blue, and gold.",A,100.0,3.0,4,411,1.0,False,849,1028,0.8259,adaptive,1028,4,3084,0,8,1
Real-Time_Visual_Understanding__sample_48,Real-Time Visual Understanding_sample_48_2,Action Perception,What are the black-gloved hands doing right now?,"['Holding the ornament steadily above the cup for drainage.', 'Placing the ornament on a table.', 'Shaking the ornament to remove excess liquid.', 'Filling the ornament with a new liquid.']",Holding the ornament steadily above the cup for drainage.,A,C) Shaking the ornament to remove excess liquid.,C,0.0,120.0,121,411,1.0,False,11419,31097,0.3672,adaptive,11822,46,3084,6198132736,8,1
Real-Time_Visual_Understanding__sample_48,Real-Time Visual Understanding_sample_48_3,Action Perception,"What is the person doing right now with the pink container labeled ""Glitter""?","['Pouring fine white glitter into the funnel.', 'Sprinkling glitter on the white cloth.', 'Decorating the ornament with paint.', 'Mixing different colored liquids inside the ornament.']",Pouring fine white glitter into the funnel.,A,A) Pouring fine white glitter into the funnel.,A,100.0,218.0,219,411,1.0,False,22092,56283,0.3925,adaptive,22616,88,3084,11857297408,8,1
Real-Time_Visual_Understanding__sample_48,Real-Time Visual Understanding_sample_48_4,Action Perception,What are the hands doing right now?,"['Rotating the sphere while applying golden liquid.', 'Placing the sphere on a white cloth.', 'Cleaning the sphere with a cloth.', 'Removing the golden liquid bottle.']",Rotating the sphere while applying golden liquid.,A,A) Rotating the sphere while applying golden liquid.,A,100.0,307.0,308,411,1.0,False,32094,79156,0.4055,adaptive,32639,127,3084,17112236032,8,1
Real-Time_Visual_Understanding__sample_48,Real-Time Visual Understanding_sample_48_5,Action Perception,What did the person do just now with the metallic-colored paint bottle?,"['Applied paint to the ornament.', 'Shook the bottle vigorously.', 'Poured paint into a plastic cup.', ""Closed the bottle's cap.""]",Applied paint to the ornament.,A,A) Applied paint to the ornament.,A,100.0,410.0,411,411,1.0,False,44079,105627,0.4173,adaptive,44718,174,3084,23445110784,8,1
Real-Time_Visual_Understanding__sample_49,Real-Time Visual Understanding_sample_49_1,Action Perception,What is the person doing right now?,"['Holding a set of keychains.', 'Displaying a text message.', 'Operating a Cricut cutting machine.', 'Preparing materials for crafting.']",Preparing materials for crafting.,D,C) Operating a Cricut cutting machine.,C,0.0,20.0,21,491,1.0,False,2608,5397,0.4832,adaptive,2827,11,3084,0,8,1
Real-Time_Visual_Understanding__sample_49,Real-Time Visual Understanding_sample_49_2,Action Perception,What are the hands doing right now?,"['Peeling off a blue sticker.', 'Attaching a purple sticker to a circular sheet.', 'Adjusting and smoothing out a pink sticker.', 'Lifting a piece of pastel pink paper.']",Adjusting and smoothing out a pink sticker.,C,B) Attaching a purple sticker to a circular sheet.,B,0.0,134.0,135,491,1.0,False,13874,34695,0.3999,adaptive,14135,55,3084,7410810880,8,1
Real-Time_Visual_Understanding__sample_49,Real-Time Visual Understanding_sample_49_3,Action Perception,What are the hands doing right now?,"['Stitching a piece of fabric.', 'Writing on a notepad.', 'Adjusting a pink keychain.', 'Sorting different colored beads.']",Adjusting a pink keychain.,C,D) Sorting different colored beads.,D,0.0,245.0,246,491,1.0,False,24838,63222,0.3929,adaptive,25186,98,3084,13204717568,8,1
Real-Time_Visual_Understanding__sample_49,Real-Time Visual Understanding_sample_49_4,Action Perception,What name is being typed out right now?,"['Shelby.', 'Katie.', 'Millie.', 'Holly.']",Millie.,C,B) Katie.,B,0.0,367.0,368,491,1.0,False,33792,94576,0.3573,adaptive,34181,133,3084,17920688128,8,1
Real-Time_Visual_Understanding__sample_49,Real-Time Visual Understanding_sample_49_5,Action Perception,"What is the ""Katie"" circle doing right now?","['Moving to the left.', 'Adding a heart shape.', 'Displaying a light blue background.', 'Removing the label.']",Moving to the left.,A,B) Adding a heart shape.,B,0.0,490.0,491,491,1.0,False,41907,126187,0.3321,adaptive,42405,165,3084,22232432640,8,1
Real-Time_Visual_Understanding__sample_50,Real-Time Visual Understanding_sample_50_1,Action Perception,What was shown just now?,"['A detailed view of three circular keychains held in a hand.', 'A person assembling a keychain.', 'A tutorial on Cricut Design Space.', 'A black screen with white text.']",A detailed view of three circular keychains held in a hand.,A,A) A detailed view of three circular keychains held in a hand.,A,100.0,8.0,9,500,1.0,False,1333,2313,0.5763,adaptive,1542,6,3084,0,8,1
Real-Time_Visual_Understanding__sample_50,Real-Time Visual Understanding_sample_50_2,Action Perception,What is the person doing right now?,"['Arranging a selection of materials on a screen.', 'Smoothing out the vinyl on the mat.', 'Pressing down the teal vinyl to secure it.', 'Inserting the mat into the machine named ""Cricutjoy"".']","Inserting the mat into the machine named ""Cricutjoy"".",D,C) Pressing down the teal vinyl to secure it.,C,0.0,140.0,141,500,1.0,False,10118,36237,0.2792,adaptive,10537,41,3084,5524422656,8,1
Real-Time_Visual_Understanding__sample_50,Real-Time Visual Understanding_sample_50_3,Action Perception,What are the hands doing right now?,"['Move the hands closer to the white card.', 'Lift slightly away from the card to inspect the adhesion.', 'Secure the paper by pressing down firmly.', 'Place a new piece of transparent paper with a purple design.']",Lift slightly away from the card to inspect the adhesion.,B,C) Secure the paper by pressing down firmly.,C,0.0,247.0,248,500,1.0,False,19276,63736,0.3024,adaptive,19789,77,3084,10375135232,8,1
Real-Time_Visual_Understanding__sample_50,Real-Time Visual Understanding_sample_50_4,Action Perception,What did the person do just now?,"['Arrange a pink material at the top right.', 'Place a purple piece of material at the bottom left.', 'Position a blue piece of material at the bottom right.', 'Set a mint green piece at the top left.']",Place a purple piece of material at the bottom left.,B,C) Position a blue piece of material at the bottom right.,C,0.0,372.0,373,500,1.0,False,32175,95861,0.3356,adaptive,32896,128,3084,17246978048,8,1
Real-Time_Visual_Understanding__sample_50,Real-Time Visual Understanding_sample_50_5,Action Perception,What did the person do just now?,"['Attach a purple circular piece with a strip tape.', 'Apply a blue pattern to a square.', 'Arrange pieces of pastel colors on the grid-patterned surface.', 'Hold a tool to adjust the position of the purple circle.']",Apply a blue pattern to a square.,B,A) Attach a purple circular piece with a strip tape.,A,0.0,499.0,500,500,1.0,False,44887,128500,0.3493,adaptive,45746,178,3084,23984078848,8,1
Real-Time_Visual_Understanding__sample_51,Real-Time Visual Understanding_sample_51_1,Action Perception,What is being shown just now?,"['Three colorful discs on a grey surface.', 'Hands holding a stack of acrylic blanks.', 'The phrase ""SIX months"" on a red disc.', 'A light pink background with decorative leaves.']",Hands holding a stack of acrylic blanks.,B,B) Hands holding a stack of acrylic blanks.,B,100.0,18.0,19,341,1.0,False,2507,4883,0.5134,adaptive,2570,10,3084,0,8,1
Real-Time_Visual_Understanding__sample_51,Real-Time Visual Understanding_sample_51_2,Action Perception,What are the hands doing right now?,"['Holding a black bottle cap over the paper.', 'Tilting the dish slightly and applying pink liquid with a brush.', 'Mixing in another color from one of the bottles.', 'Swirling the brush inside a gold-toned bottle.']",Mixing in another color from one of the bottles.,C,B) Tilting the dish slightly and applying pink liquid with a,B,0.0,92.0,93,341,1.0,False,10359,23901,0.4334,adaptive,10537,41,3084,5524422656,8,1
Real-Time_Visual_Understanding__sample_51,Real-Time Visual Understanding_sample_51_3,Action Perception,What is the person doing right now?,"['Applying blue ink on a disc using a brush.', 'Mixing different inks in the three bottles.', 'Drawing circles on paper with a pencil.', 'Spreading glue on a piece of paper.']",Applying blue ink on a disc using a brush.,A,B) Mixing different inks in the three bottles.,B,0.0,180.0,181,341,1.0,False,19858,46517,0.4269,adaptive,20046,78,3084,10509877248,8,1
Real-Time_Visual_Understanding__sample_51,Real-Time Visual Understanding_sample_51_4,Action Perception,What is the person doing right now?,"['Rotating the circular object under the light.', 'Cleaning the brushes with water.', 'Adding final touches to the circular object with a steady brushstroke.', 'Placing a golden cap on an ink bottle.']",Adding final touches to the circular object with a steady brushstroke.,C,C) Adding final touches to the circular object with a steady brushstroke,C,100.0,259.0,260,341,1.0,False,29638,66820,0.4435,adaptive,30069,117,3084,15764815872,8,1
Real-Time_Visual_Understanding__sample_51,Real-Time Visual Understanding_sample_51_5,Action Perception,What is the left hand doing right now?,"['Holding the pick tool.', 'Peeling back the plastic cover from the green disk.', 'Rotating the green disk.', 'Holding the red disk.']",Holding the red disk.,D,B) Peeling back the plastic cover from the green disk.,B,0.0,340.0,341,341,1.0,False,39573,87637,0.4516,adaptive,40092,156,3084,21019754496,8,1
Real-Time_Visual_Understanding__sample_52,Real-Time Visual Understanding_sample_52_1,Text-Rich Understanding,What is the screen displaying right now?,"['A detailed close-up of milestone discs.', 'The words __aby Milestone Disc_ centered on a black screen.', 'Two highlighted milestone discs.', 'A light gray background with a title and note.']",The words __aby Milestone Disc_ centered on a black screen.,B,C) Two highlighted milestone discs.,C,0.0,15.0,16,420,1.0,False,2977,4112,0.724,adaptive,3084,12,3084,1616904192,8,1
Real-Time_Visual_Understanding__sample_52,Real-Time Visual Understanding_sample_52_2,Action Perception,What is the person doing right now?,"['Switch to painting a round object with white paint.', 'Apply orange paint onto an object with a foam brush.', 'Dip the foam brush into the green paint can.', 'Place the foam brush aside.']",Switch to painting a round object with white paint.,A,B) Apply orange paint onto an object with a foam brush.,B,0.0,107.0,108,420,1.0,False,11725,27756,0.4224,adaptive,12079,47,3084,6332874752,8,1
Real-Time_Visual_Understanding__sample_52,Real-Time Visual Understanding_sample_52_3,Action Perception,What is the person doing right now?,"['Smoothing a design onto an brown disc.', 'Peeling back a transparent sheet from the table.', 'Holding a white roll of vinyl with intricate patterns.', 'Aligning a transparent sheet with grid lines.']",Smoothing a design onto an brown disc.,A,A) Smoothing a design onto an brown disc.,A,100.0,219.0,220,420,1.0,False,24565,56540,0.4345,adaptive,24929,97,3084,13069975552,8,1
Real-Time_Visual_Understanding__sample_52,Real-Time Visual Understanding_sample_52_4,Action Perception,What did the person just do?,"['Lift the Cricut tool and prepare to deliver the cut paper.', 'Secure the cardstock to the mat.', 'Insert the Cricut tool into the machine.', 'Begin cutting the cardstock with the machine.']",Lift the Cricut tool and prepare to deliver the cut paper.,A,D) Begin cutting the cardstock with the machine.,D,0.0,318.0,319,420,1.0,False,38248,81983,0.4665,adaptive,38807,151,3084,20346044416,8,1
Real-Time_Visual_Understanding__sample_52,Real-Time Visual Understanding_sample_52_5,Action Perception,What did the hands do just now with the vinyl sticker?,"['Lifting the cleared vinyl decal from the backing paper.', 'Securing the sides of the cardboard box.', 'Peeling away excess material from the vinyl sticker.', 'Rotating the box to ensure the base is sealed.']",Lifting the cleared vinyl decal from the backing paper.,A,C) Peeling away excess material from the vinyl sticker.,C,0.0,419.0,420,420,1.0,False,51092,107940,0.4733,adaptive,51657,201,3084,27083145216,8,1
Real-Time_Visual_Understanding__sample_53,Real-Time Visual Understanding_sample_53_1,Action Perception,What is being done with the cutting mat right now?,"['Removing the cutting mat from the cutting machine.', 'Cutting the pink paper on the mat manually.', 'Decorating the cutting mat with stickers.', 'Placing the cutting mat into the cutting machine.']",Placing the cutting mat into the cutting machine.,D,D) Placing the cutting mat into the cutting machine.,D,100.0,21.0,22,185,1.0,False,2862,5654,0.5062,adaptive,3084,12,3084,1616904192,8,1
Real-Time_Visual_Understanding__sample_53,Real-Time Visual Understanding_sample_53_2,Action Perception,What action is being performed right now?,"['Cutting the insert and window pieces with scissors.', 'Peeling off the protective sheet from the acetate.', 'Operating the Cricut Maker 3 cutting machine.', 'Arranging the cut pieces and beads on a gray surface.']",Arranging the cut pieces and beads on a gray surface.,D,C) Operating the Cricut Maker 3 cutting machine.,C,0.0,60.0,61,185,1.0,False,8757,15677,0.5586,adaptive,8995,35,3084,4715970560,8,1
Real-Time_Visual_Understanding__sample_53,Real-Time Visual Understanding_sample_53_3,Action Perception,What are the hands holding right now?,"['The pink sheet of paper.', 'The clear plastic sheet.', 'The decorative beads.', 'The pen and keychain.']",The pen and keychain.,D,B) The clear plastic sheet.,B,0.0,86.0,87,185,1.0,False,11710,22359,0.5237,adaptive,12079,47,3084,6332874752,8,1
Real-Time_Visual_Understanding__sample_53,Real-Time Visual Understanding_sample_53_4,Action Perception,What did the hands do just now?,"['Cut a new piece of paper.', 'Fold another frame without glue.', 'Decorate the paper frame with beads.', 'Smooth out the acetate window on the paper frame.']",Smooth out the acetate window on the paper frame.,D,D) Smooth out the acetate window on the paper frame.,D,100.0,143.0,144,185,1.0,False,18301,37008,0.4945,adaptive,18761,73,3084,9836167168,8,1
Real-Time_Visual_Understanding__sample_53,Real-Time Visual Understanding_sample_53_5,Action Perception,What did the hands do just now?,"['Folded the pink paper object and pressed the glue.', 'Applied glue along the edges of the pink paper object.', 'Decorated the pink paper object with the beaded pen.', 'Put the pen and keychain into the pink box.']",Put the pen and keychain into the pink box.,D,A) Folded the pink paper object and pressed the glue.,A,0.0,184.0,185,185,1.0,False,23221,47545,0.4884,adaptive,23901,93,3084,12531007488,8,1
Real-Time_Visual_Understanding__sample_54,Real-Time Visual Understanding_sample_54_1,Action Perception,What are the hands doing right now?,"['Painting the ornament.', 'Hanging the ornament on a tree.', 'Mixing resin components.', 'Holding and adjusting a mask.']",Holding and adjusting a mask.,D,D) Holding and adjusting a mask.,D,100.0,19.0,20,408,1.0,False,1663,5140,0.3235,adaptive,1799,7,3084,0,8,1
Real-Time_Visual_Understanding__sample_54,Real-Time Visual Understanding_sample_54_2,Action Perception,What is the gloved hand doing right now?,"['Shaking a beaker filled with golden liquid.', 'Stirring the resin with a wooden stick.', 'Holding a pair of tweezers.', 'Pouring resin with pink mica into the white circular object.']",Pouring resin with pink mica into the white circular object.,D,D) Pouring resin with pink mica into the white circular object,D,100.0,113.0,114,408,1.0,False,15252,29298,0.5206,adaptive,15420,60,3084,8084520960,8,1
Real-Time_Visual_Understanding__sample_54,Real-Time Visual Understanding_sample_54_3,Action Perception,What did the right hand do just now?,"['Adjusted the position of the ornament.', 'Lifted the ornament to inspect it.', 'Held the ornament securely.', 'Steadily moved the stick to distribute the resin.']",Steadily moved the stick to distribute the resin.,D,D) Steadily moved the stick to distribute the resin.,D,100.0,209.0,210,408,1.0,False,23511,53970,0.4356,adaptive,23901,93,3084,12531007488,8,1
Real-Time_Visual_Understanding__sample_54,Real-Time Visual Understanding_sample_54_4,Action Perception,How is the glittery substance being applied to the circular object right now?,"['Using a paintbrush.', 'Pouring it directly from the cup.', 'Applying it with fingers.', 'Spreading it with a wooden stick.']",Spreading it with a wooden stick.,D,D) Spreading it with a wooden stick.,D,100.0,310.0,311,408,1.0,False,33142,79927,0.4147,adaptive,33667,131,3084,17651204096,8,1
Real-Time_Visual_Understanding__sample_54,Real-Time Visual Understanding_sample_54_5,Action Perception,What is the person doing right now?,"['Placing the ornament on the mat.', 'Peeling off tape from the ornament.', 'Tying a knot in the string attached to the ornament.', 'Giving the string one final tug to secure it.']",Giving the string one final tug to secure it.,D,D) Giving the string one final tug to secure it.,D,100.0,407.0,408,408,1.0,False,45331,104856,0.4323,adaptive,46003,179,3084,24118820864,8,1
Real-Time_Visual_Understanding__sample_55,Real-Time Visual Understanding_sample_55_1,Action Perception,What did the hands do just now?,"['Picked up the gold star.', 'Folded a pink star.', 'Arranged the stars in a line.', 'Removed the silver star.']",Picked up the gold star.,A,C) Arranged the stars in a line.,C,0.0,15.0,16,497,1.0,False,1936,4112,0.4708,adaptive,2056,8,3084,0,8,1
Real-Time_Visual_Understanding__sample_55,Real-Time Visual Understanding_sample_55_2,Action Perception,What is the person doing right now?,"['Folding the paper along the creases.', 'Cutting the paper.', 'Painting the paper.', 'Decorating the paper with colors.']",Folding the paper along the creases.,A,A) Folding the paper along the creases.,A,100.0,139.0,140,497,1.0,False,16136,35980,0.4485,adaptive,16448,64,3084,8623489024,8,1
Real-Time_Visual_Understanding__sample_55,Real-Time Visual Understanding_sample_55_3,Action Perception,What is the person doing right now?,"['Applying glue to the hollow center edges of the star.', 'Rotating the star ornament to show its side profile.', 'Holding one star in front of another.', 'Placing the star ornament flat on the grid mat.']",Applying glue to the hollow center edges of the star.,A,A) Applying glue to the hollow center edges of the star.,A,100.0,247.0,248,497,1.0,False,27864,63736,0.4372,adaptive,28270,110,3084,14821621760,8,1
Real-Time_Visual_Understanding__sample_55,Real-Time Visual Understanding_sample_55_4,Action Perception,What are the hands doing right now?,"['Making creases on a triangular shape.', 'Unfolding a piece of paper.', 'Cutting out shapes from a paper.', 'Painting on the paper.']",Making creases on a triangular shape.,A,C) Cutting out shapes from a paper.,C,0.0,378.0,379,497,1.0,False,42704,97403,0.4384,adaptive,43176,168,3084,22636658688,8,1
Real-Time_Visual_Understanding__sample_55,Real-Time Visual Understanding_sample_55_5,Action Perception,What is the person doing right now?,"['Adjusting the blue paper strip for a tight fit.', 'Applying glue to the paper pieces.', 'Cutting a new strip of paper.', 'Stacking finished paper structures to the side.']",Adjusting the blue paper strip for a tight fit.,A,A) Adjusting the blue paper strip for a tight fit.,A,100.0,496.0,497,497,1.0,False,54414,127729,0.426,adaptive,54998,214,3084,28834791424,8,1
Real-Time_Visual_Understanding__sample_56,Real-Time Visual Understanding_sample_56_1,Action Perception,What is the person doing right now?,"['Holding a decorative paper pad.', 'Displaying some patterned paper.', 'Cutting patterned paper.', 'Writing on the cardstock.']",Displaying some patterned paper.,B,C) Cutting patterned paper.,C,0.0,19.0,20,741,1.0,False,2419,5140,0.4706,adaptive,2570,10,3084,0,8,1
Real-Time_Visual_Understanding__sample_56,Real-Time Visual Understanding_sample_56_2,Action Perception,What is the machine doing right now?,"['Being turned on.', 'Loading the material into the tray.', 'The scoring stylus is being inserted.', 'Performing the cutting operation.']",The scoring stylus is being inserted.,C,D) Performing the cutting operation.,D,0.0,200.0,201,741,1.0,False,16866,51657,0.3265,adaptive,17219,67,3084,9027715072,8,1
Real-Time_Visual_Understanding__sample_56,Real-Time Visual Understanding_sample_56_3,Action Perception,What is the person doing right now?,"['Folding another piece of white paper from the table.', 'Rotating and closely examining the folded piece of paper.', 'Removing hands from the white paper on the table.', 'Picking up the pink floral-patterned paper.']",Rotating and closely examining the folded piece of paper.,B,A) Folding another piece of white paper from the table.,A,0.0,371.0,372,741,1.0,False,37157,95604,0.3887,adaptive,37522,146,3084,19672334336,8,1
Real-Time_Visual_Understanding__sample_56,Real-Time Visual Understanding_sample_56_4,Action Perception,What are the hands doing right now?,"['Tracing the inner perimeter of the circular cutout.', 'Folding a rectangular piece of cardstock.', 'Reaching for a piece of patterned paper.', 'Adjusting a bottle of quick-dry adhesive.']",Tracing the inner perimeter of the circular cutout.,A,D) Adjusting a bottle of quick-dry adhesive,D,0.0,559.0,560,741,1.0,False,56094,143920,0.3898,adaptive,56540,220,3084,29643243520,8,1
Real-Time_Visual_Understanding__sample_56,Real-Time Visual Understanding_sample_56_5,Action Perception,What is the person doing right now?,"['Assembling the final components of the box.', 'Applying glue to the cardstock.', 'Cutting out snowflake patterns.', 'Placing the completed box aside.']",Assembling the final components of the box.,A,A) Assembling the final components of the box.,A,100.0,740.0,741,741,1.0,False,76663,190437,0.4026,adaptive,77357,301,3084,40557346816,8,1
Real-Time_Visual_Understanding__sample_57,Real-Time Visual Understanding_sample_57_1,Action Perception,What is the person doing right now?,"['Filling an ornament with a blue liquid.', 'Rotating a spherical plastic bottle.', 'Wiping an ornament with a paper towel.', 'Holding a pink ornament with a funnel.']",Rotating a spherical plastic bottle.,B,A) Filling an ornament with a blue liquid.,A,0.0,26.0,27,661,1.0,False,2219,6939,0.3198,adaptive,2313,9,3084,0,8,1
Real-Time_Visual_Understanding__sample_57,Real-Time Visual Understanding_sample_57_2,Action Perception,What did the person just do?,"['Open a clear plastic globe.', 'Rotate the ornament slightly.', 'Remove the syringe from the ornament.', 'Pick up a glitter glue tube.']",Remove the syringe from the ornament.,C,C) Remove the syringe from the ornament.,C,100.0,183.0,184,661,1.0,False,12080,47288,0.2555,adaptive,12336,48,3084,6467616768,8,1
Real-Time_Visual_Understanding__sample_57,Real-Time Visual Understanding_sample_57_3,Action Perception,What is the person doing right now?,"['Filling an ornament with a blue liquid.', 'Pouring the object inside the blue ball into the funnel.', 'Wiping an ornament with a paper towel.', 'Holding a pink ornament with a funnel.']",Pouring the object inside the blue ball into the funnel.,B,A) Filling an ornament with a blue liquid.,A,0.0,339.0,340,661,1.0,False,26167,87380,0.2995,adaptive,26471,103,3084,13878427648,8,1
Real-Time_Visual_Understanding__sample_57,Real-Time Visual Understanding_sample_57_4,Action Perception,"What did the outline of the word ""Willow"" transform to just now?","['Dark blue.', 'Light purple.', 'Bright yellow.', 'Deep red.']",Light purple.,B,C) Bright yellow.,C,0.0,483.0,484,661,1.0,False,34292,124388,0.2757,adaptive,34695,135,3084,18190172160,8,1
